,ts_code,symbol,name,industry,COL_LASTPRICE,COL_FITNESS,concept
3086,603223.SH,603223,恒通股份,供气供热,12.42,101.79,"天然气, 快递物流, "
3087,000736.SZ,000736,中交地产,全国地产,11.42,101.48,"央企改革, 债转股-AMC, 房地产, "
3088,002336.SZ,002336,*ST人乐,超市连锁,6.84,101.45,"跨境电商, 深圳本地股/深汕合作, "
3089,002454.SZ,002454,松芝股份,汽车配件,5.92,101.36,"社保重仓, 汽车零部件, "
3090,002360.SZ,002360,同德化工,化工原料,7.24,101.24,"回购, 民爆, "
3091,000534.SZ,000534,万泽股份,区域地产,11.73,101.21,"社保重仓, 大飞机, 军工, 军民融合, 互联网金融, 股权转让, 资产重组, "
3092,000951.SZ,000951,中国重汽,汽车整车,19.14,101.2,"汽车整车, 社保重仓, 重卡, 无人驾驶, 山东国企改革, "
3093,603577.SH,603577,汇金通,钢加工,14.47,101.0,"特高压, "
3094,002835.SZ,002835,同为股份,元器件,9.62,100.66,"人民币贬值受益, 智慧安防, 人脸识别, "
3095,603811.SH,603811,诚意药业,化学制药,20.79,100.22,"医药, 化学药, "
3096,603826.SH,603826,坤彩科技,染料涂料,16.33,99.61,"业绩预增, 染料, "
3097,603879.SH,603879,永悦科技,化工原料,12.39,99.27,"回购, "
3098,000713.SZ,000713,丰乐种业,种植业,6.83,99.26,"农药, 安徽国企改革, 转基因, 乡村振兴, 业绩预增, 农业种植, "
3099,002177.SZ,002177,御银股份,电脑设备,6.05,99.22,"业绩预增, 互联网金融, 区块链, 腾讯概念股, 国产操作系统, 虹膜识别, 人脸识别, 无人银行, "
3100,300745.SZ,300745,欣锐科技,汽车配件,38.5,98.86,"北汽新能源, 高送转-预期, "
3101,600732.SH,600732,ST新梅,区域地产,7.85,97.97,"上海国企改革, 资产重组, ST股, 壳公司, "
3102,002118.SZ,002118,紫鑫药业,中成药,14.26,97.79,"保健品, 食品, 高质押率, 医药, 中药, 基因测序, 区块链, 股权转让, 国资入股, 工业大麻, "
3103,300735.SZ,300735,光弘科技,通信设备,27.65,97.64,"华为产业链, 小米概念股, 透明工厂, "
3104,603208.SH,603208,江山欧派,家居用品,35.4,97.4,"家具家居, "
3105,300262.SZ,300262,巴安水务,环境保护,10.02,97.23,"水务, 社保重仓, 兜底式增持, PPP, "
3106,603598.SH,603598,引力传媒,影视音像,11.56,96.85,"国资入股, 独角兽, "
3107,300648.SZ,300648,星云股份,电器仪表,20.63,96.74,"华为产业链, 宁德时代概念股, 储能, 锂电池, 燃料电池, 新能源汽车, "
3108,000401.SZ,000401,冀东水泥,水泥,17.22,96.61,"MSCI, 业绩预增, 雄安-建材, 水泥, 雄安新区, 京津冀, 工业互联网, 资产重组, "
3109,002141.SZ,002141,贤丰控股,元器件,4.95,96.38,"粤港澳大湾区, 供应链金融, 锂电池, 新能源汽车, 独角兽, "
3110,300057.SZ,300057,万顺股份,广告包装,7.85,96.24,"OLED, 包装印刷, "
3111,300527.SZ,300527,中国应急,专用机械,13.64,95.92,"南北船合并, 中字头, 央企改革, 军工研究所, 核电, 回购, 军工, 军民融合, "
3112,000533.SZ,000533,顺钠股份,电气设备,4.2,95.89,
3113,600988.SH,600988,赤峰黄金,黄金,4.22,95.6,"内蒙古, 人民币贬值受益, 资产重组, 黄金, "
3114,600052.SH,600052,浙江广厦,区域地产,3.7,95.45,"回购, 资产重组, 体育产业, 影视, "
3115,000927.SZ,000927,一汽夏利,汽车整车,5.55,95.23,"汽车整车, 混改, 央企改革, 铁总混改, 复牌股, 资产重组, "
3116,002191.SZ,002191,劲嘉股份,广告包装,14.32,95.03,"回购, 基因测序, 药品信息化追溯, 包装印刷, "
3117,002288.SZ,002288,超华科技,元器件,5.59,94.86,"PCB板, 半导体, 智慧城市, 智慧安防, 独角兽, "
3118,000687.SZ,000687,华讯方舟,通信设备,8.36,94.52,"碳纤维, 军工, 军民融合, 无人机, 雄安-智慧城市, 太赫兹, 燃料电池, 3D打印, 智能制造, 雄安新区, 京津冀, 大数据, VR&AR, 创投, "
3119,002571.SZ,002571,德力股份,玻璃,6.49,93.81,"ST摘帽, 创投, "
3120,603010.SH,603010,万盛股份,化工原料,17.15,93.63,"国产芯片, 资产重组, "
3121,300634.SZ,300634,彩讯股份,软件服务,27.7,93.6,"大数据, "
3122,002655.SZ,002655,共达电声,元器件,8.81,93.48,"小米概念股, "
3123,300322.SZ,300322,硕贝德,通信设备,16.92,93.02,"5G, 华为产业链, 小米概念股, 无线充电, 移动支付, 指纹识别, 虹膜识别, "
3124,600620.SH,600620,天宸股份,综合类,10.08,92.63,
3125,000526.SZ,000526,紫光学大,文教休闲,25.23,92.63,"教育, 高校系, 资产重组, ST摘帽, "
3126,601198.SH,601198,东兴证券,证券,14.34,92.35,"MSCI, 券商, 债转股-AMC, "
3127,600875.SH,600875,东方电气,电气设备,13.09,92.14,"高股息, MSCI, 一带一路, 央企改革, 核电, 风电, 燃料电池, "
3128,002813.SZ,002813,路畅科技,汽车配件,30.4,92.07,"百度概念股, 无人驾驶, 共享经济, "
3129,300396.SZ,300396,迪瑞医疗,医疗保健,19.2,91.7,"回购, 医疗器械, 体外诊断, "
3130,603666.SH,603666,亿嘉和,专用机械,58.85,90.98,"特高压, 智能制造, 机器人, "
3131,603383.SH,603383,顶点软件,软件服务,102.78,90.66,"高价股, 数字中国, 互联网金融, 国产软件, 知识产权, 强势人气股, "
3132,002601.SZ,002601,龙蟒佰利,化工原料,16.07,90.6,"MSCI, 社保重仓, 回购, 钛白粉, "
3133,600664.SH,600664,哈药股份,化学制药,5.31,90.27,"保健品, 食品, 医药, 中药, 化学药, 流感, 工业大麻, "
3134,000584.SZ,000584,哈工智能,化纤,8.61,90.21,"碳纤维, 蔚来汽车概念股, 工业自动化, 智能制造, 资产重组, 机器人, "
3135,600397.SH,600397,安源煤业,煤炭开采,3.32,90.16,"煤炭, ST股, "
3136,002190.SZ,002190,*ST集成,汽车配件,19.95,90.07,"央企改革, 军工研究所, 军工, 汽车零部件, 定增破发, 锂电池, 新能源汽车, ST股, "
3137,600353.SH,600353,旭光股份,元器件,6.26,89.83,"业绩预增, "
3138,002635.SZ,002635,安洁科技,电脑设备,15.12,89.77,"OLED, 特斯拉, 回购, 定增破发, 小米概念股, 无线充电, 苹果产业链, "
3139,600158.SH,600158,中体产业,文教休闲,11.6,89.64,"赛马, 特色小镇, 房地产, 足球, 彩票, 资产重组, 体育产业, "
3140,002840.SZ,002840,华统股份,食品,20.77,89.34,"养猪, "
3141,000881.SZ,000881,中广核技,综合类,10.18,89.28,"一带一路, 央企改革, 核电, 汽车销售, 环保, 污水处理, "
3142,600335.SH,600335,国机汽车,汽车配件,8.03,88.54,"新能源整车, 特斯拉, 央企改革, 汽车销售, 新能源汽车, 滴滴出行概念股, 资产重组, 独角兽, "
3143,002596.SZ,002596,海南瑞泽,其他建材,9.8,88.36,"赛马, 固废处理, 旅游, 园林, 特色小镇, 雄安-建材, 海南自由贸易港, PPP, 环保, 雄安新区, 自贸区, 自由贸易港, 海南, "
3144,002450.SZ,002450,ST康得新,化工原料,5.5,87.98,"碳纤维, OLED, 蔚来汽车概念股, 石墨烯, VR&AR, 国资入股, 资产重组, ST股, "
3145,002920.SZ,002920,德赛西威,汽车配件,28.02,87.95,"汽车零部件, 百度概念股, 无人驾驶, "
3146,002214.SZ,002214,大立科技,电器仪表,9.15,87.7,"军工, 军民融合, 智能制造, 智慧安防, 机器人, 壳公司, "
3147,300250.SZ,300250,初灵信息,软件服务,19.01,87.2,"5G, 回购, 大数据, "
3148,002496.SZ,002496,辉丰股份,农药化肥,3.71,87.15,"农药, 草铵膦, ST摘帽, "
3149,002638.SZ,002638,勤上股份,半导体,3.35,87.09,"教育, 破净股, LED, "
3150,300079.SZ,300079,数码科技,通信设备,6.53,87.07,"5G, 业绩预增, 谷歌概念股, 网络安全, 互联网金融, 移动支付, 区块链, 彩票, VR&AR, 广电, 影视, 知识产权, "
3151,600376.SH,600376,首开股份,区域地产,9.26,86.61,"安邦系, 雄安-地产, MSCI, 新进指数成份股, 北京城市规划, 房地产, 雄安新区, 京津冀, 住房租赁, "
3152,603626.SH,603626,科森科技,专用机械,10.74,86.52,"苹果产业链, 迈瑞医疗概念股, "
3153,601019.SH,601019,山东出版,出版业,8.65,86.49,
3154,300276.SZ,300276,三丰智能,专用机械,13.55,86.37,"业绩预增, 智慧物流, 工业自动化, 智能制造, 机器人, "
3155,002699.SZ,002699,美盛文化,服饰,8.35,86.37,"二胎, 回购, 高质押率, 直播/短视频, 股权转让, VR&AR, 国资入股, 游戏, 动漫, 科创板概念股, "
3156,603368.SH,603368,柳药股份,医药商业,36.77,85.57,"医药商业, 回购, 医药, 中药, 互联网医疗, 广西, "
3157,002300.SZ,002300,太阳电缆,电气设备,8.43,85.57,"业绩预增, 军工, 军民融合, "
3158,002040.SZ,002040,南京港,港口,13.12,85.51,"一带一路, 港口, "
3159,002242.SZ,002242,九阳股份,家用电器,22.36,85.48,"养老金持股, 回购, 小家电, 家电, "
3160,002485.SZ,002485,希努尔,服饰,9.03,85.35,"旅游, 回购, 业绩预增, 纺织服装, 特色小镇, 高质押率, 资产重组, "
3161,300578.SZ,300578,会畅通讯,通信设备,23.53,85.09,"业绩预增, 大数据, 资产重组, "
3162,600081.SH,600081,东风科技,汽车配件,15.58,84.91,"央企改革, 汽车零部件, 无人驾驶, "
3163,002666.SZ,002666,德联集团,化工原料,6.05,84.88,"蔚来汽车概念股, "
3164,300469.SZ,300469,信息发展,软件服务,25.3,84.44,"阿里巴巴概念股, 新零售, 药品信息化追溯, 区块链, 国产软件, 腾讯概念股, 国产芯片, "
3165,000536.SZ,000536,华映科技,元器件,3.33,84.43,"OLED, 破净股, 债转股-AMC, 3D玻璃, 强势人气股, "
3166,603617.SH,603617,君禾股份,专用机械,21.73,83.32,
3167,002757.SZ,002757,南兴装备,家居用品,35.92,83.3,"云计算, 高送转, "
3168,600634.SH,600634,*ST富控,互联网,3.15,83.27,"ST股, 游戏, "
3169,600072.SH,600072,中船科技,船舶,15.14,83.09,"南北船合并, 海工装备, 混改, 军工混改, 央企改革, 军工研究所, 航母, 业绩预增, 军工, 军民融合, 机械, PPP, "
3170,000069.SZ,000069,华侨城A,旅游景点,7.98,83.07,"高股息, 主题公园, 雄安-地产, MSCI, 央企改革, 社保重仓, 旅游, 宝能系, 特色小镇, 房地产, 雄安新区, 独角兽, "
3171,600891.SH,600891,ST秋林,百货,3.69,82.96,"黄金, "
3172,601038.SH,601038,一拖股份,农用机械,5.63,82.92,"央企改革, 乡村振兴, 债转股-AMC, 农机, "
3173,600736.SH,600736,苏州高新,园区开发,8.93,82.71,"特色小镇, 房地产, 独角兽, 创投, "
3174,002549.SZ,002549,凯美特气,环境保护,7.46,82.67,"业绩预增, 碳交易, "
3175,600318.SH,600318,新力金融,多元金融,9.19,82.65,"安徽国企改革, 回购, 互联网金融, 国产软件, "
3176,600238.SH,600238,*ST椰岛,红黄药酒,9.37,82.54,"饮料, 保健品, 食品, 海南自由贸易港, 举牌股, 自贸区, 自由贸易港, ST股, 海南, 燃料乙醇, "
3177,002518.SZ,002518,科士达,电器仪表,11.38,82.32,"宝能系, 光伏, 储能, 新能源汽车, 充电桩, "
3178,300697.SZ,300697,电工合金,铜,13.65,82.06,"有色金属, 有色-铜, 高铁轨交, "
3179,002105.SZ,002105,信隆健康,文教休闲,5.3,81.84,"回购, 共享经济, 体育产业, "
3180,300119.SZ,300119,瑞普生物,生物制药,18.48,81.72,"动物保健, "
3181,002045.SZ,002045,国光电器,元器件,7.0,81.6,"定增破发, 家电, 锂电池, 新能源汽车, 智能音箱, 苹果产业链, 黑色家电, "
3182,002502.SZ,002502,骅威文化,影视音像,4.41,81.58,"人工智能, 股权转让, 游戏, 手游, 影视, 动漫, "
3183,600609.SH,600609,金杯汽车,汽车配件,4.79,81.47,"汽车整车, 汽车零部件, "
3184,600572.SH,600572,康恩贝,中成药,9.08,81.31,"MSCI, 回购, 医药, 中药, 创新药, 化学药, 流感, 互联网医疗, 眼科, 工业大麻, "
3185,002367.SZ,002367,康力电梯,运输设备,9.66,81.23,"回购, 物联网, 百度概念股, 智能制造, 人工智能, 独角兽, 机器人, "
3186,000950.SZ,000950,重药控股,医药商业,7.02,81.18,"医药商业, 重庆国企改革, 医药, ST摘帽, "
3187,603900.SH,603900,莱绅通灵,服饰,14.77,81.06,
3188,600499.SH,600499,科达洁能,专用机械,5.52,80.91,"回购, 宁德时代概念股, 定增破发, 大气治理, 锂电池, 环保, 新能源汽车, 举牌股, 资产重组, "
3189,002611.SZ,002611,东方精工,轻工机械,5.32,80.85,"北汽新能源, 社保重仓, 宁德时代概念股, 定增破发, 锂电池, 燃料电池, 新能源汽车, 包装印刷, "
3190,002537.SZ,002537,海联金汇,汽车整车,11.2,80.8,"回购, 互联网金融, 移动支付, 区块链, "
3191,600962.SH,600962,国投中鲁,软饮料,10.88,80.79,"央企改革, 饮料, 苹果期货, "
3192,601231.SH,601231,环旭电子,元器件,14.27,80.51,"新进指数成份股, 社保重仓, 回购, 宝能系, 汽车零部件, 苹果产业链, "
3193,600975.SH,600975,新五丰,农业综合,15.26,80.47,"养猪, 湖南国企改革, "
3194,300095.SZ,300095,华伍股份,机械基件,6.17,80.24,"大飞机, 风电, 军工, 军民融合, 股权转让, 高铁轨交, 国资入股, "
3195,601028.SH,601028,玉龙股份,钢加工,6.0,80.23,"油气改革, 天然气, 锂电池, 新能源汽车, 石墨烯, "
3196,002407.SZ,002407,多氟多,化工原料,14.89,79.76,"新能源整车, 特斯拉, 锂电池, 新能源汽车, 独角兽, 创投, "
3197,603859.SH,603859,能科股份,软件服务,24.5,79.63,"社保重仓, 军工, 军民融合, 智能制造, 工业互联网, 资产重组, "
3198,300680.SZ,300680,隆盛科技,汽车配件,20.44,79.33,"高送转-预期, 汽车零部件, 定增破发, 燃料电池, "
3199,002888.SZ,002888,惠威科技,元器件,22.9,79.17,"智能音箱, "
3200,002146.SZ,002146,荣盛发展,全国地产,10.6,78.39,"雄安-地产, MSCI, 教育, 旅游, 智慧物流, 特色小镇, 房地产, 智能制造, 雄安新区, 京津冀, "
3201,000813.SZ,000813,德展健康,化学制药,11.46,78.37,"新疆, 医药, 化学药, 工业大麻, "
3202,002580.SZ,002580,圣阳股份,电气设备,6.56,78.29,"光伏, 储能, 雄安-公共服务, 锂电池, 雄安新区, 新能源汽车, 资产重组, 壳公司, "
3203,000707.SZ,000707,*ST双环,化工原料,3.93,78.18,"纯碱, 煤化工, 资产重组, ST股, "
3204,300587.SZ,300587,天铁股份,橡胶,24.4,77.95,"高送转-预期, 高铁轨交, "
3205,300742.SZ,300742,越博动力,汽车配件,43.5,77.95,"高送转-预期, 无人驾驶, 新能源汽车, "
3206,603580.SH,603580,艾艾精工,化工原料,19.19,77.94,
3207,002712.SZ,002712,思美传媒,广告包装,8.05,77.66,"回购, 定增破发, 直播/短视频, 影视, 知识产权, 科创板概念股, "
3208,600868.SH,600868,梅雁吉祥,水力发电,5.91,77.59,"有色-锑, 有色金属, 粤港澳大湾区, 恒大概念股, 举牌股, 股权争夺, "
3209,002157.SZ,002157,正邦科技,饲料,20.95,77.42,"阿里巴巴概念股, 饲料, 养猪, 土地流转, "
3210,603157.SH,603157,拉夏贝尔,服饰,8.41,77.22,"回购, 纺织服装, 腾讯概念股, "
3211,603088.SH,603088,宁波精达,专用机械,15.82,77.15,
3212,600560.SH,600560,金自天正,电气设备,10.06,77.15,"超级高铁, 央企改革, 工业自动化, 智能制造, 人工智能, 工业互联网, "
3213,603668.SH,603668,天马科技,饲料,9.46,76.94,"饲料, "
3214,002302.SZ,002302,西部建设,水泥,15.03,75.98,"一带一路, 央企改革, 业绩预增, 新疆, 3D打印, 智能制造, 新疆国企改革, "
3215,600805.SH,600805,悦达投资,综合类,7.28,75.94,"汽车整车, 社保重仓, 破净股, 农机, 石墨烯, "
3216,002656.SZ,002656,摩登大道,服饰,7.25,75.84,"纺织服装, 定增破发, 高质押率, 股权转让, VR&AR, 资产重组, "
3217,002821.SZ,002821,凯莱英,生物制药,93.18,75.72,"社保重仓, 医药, 创新药, "
3218,300561.SZ,300561,汇金科技,软件服务,17.67,75.55,"物联网, 互联网金融, 人工智能, 区块链, 国产软件, 资产重组, 无人银行, "
3219,000955.SZ,000955,欣龙控股,纺织,5.51,75.49,"纺织服装, 海南自由贸易港, 自贸区, 自由贸易港, 壳公司, 海南, "
3220,600198.SH,600198,*ST大唐,通信设备,16.53,74.8,"5G, 阿里巴巴概念股, 国家队重仓, 央企改革, 物联网, 无人驾驶, 移动支付, 半导体, 智慧城市, 电竞, 国产芯片, 资产重组, ST股, 人脸识别, "
3221,000410.SZ,000410,沈阳机床,机床制造,8.1,74.73,"振兴东北, 债转股-AMC, 工业自动化, 智能制造, 工业互联网, 股权转让, 腾讯概念股, "
3222,002018.SZ,002018,*ST华信,农药化肥,1.26,74.68,"油气改革, 低价股, ST股, "
3223,002424.SZ,002424,贵州百灵,中成药,11.78,74.48,"MSCI, 民营医院, 兜底式增持, 高质押率, 医药, 中药, 创新药, 互联网医疗, 腾讯概念股, "
3224,601020.SH,601020,华钰矿业,铅锌,11.51,74.45,"有色-锌, 有色-锑, 有色金属, 西藏, 黄金, "
3225,300071.SZ,300071,华谊嘉信,广告包装,4.08,74.44,"新零售, 股权转让, 资产重组, 独角兽, "
3226,600096.SH,600096,云天化,农药化肥,7.86,74.31,"甲醇, 煤化工, 化肥, 磷化工, 工业大麻, "
3227,300103.SZ,300103,达刚路机,工程机械,11.58,73.96,"一带一路, 固废处理, 机械, 环保, "
3228,600986.SH,600986,科达股份,互联网,5.43,73.91,"定增破发, 小米概念股, 区块链, 共享经济, 独角兽, 手游, "
3229,601595.SH,601595,上海电影,影视音像,15.82,73.85,"上海国企改革, 影视, "
3230,600643.SH,600643,爱建集团,多元金融,11.73,73.65,"MSCI, 金改, 信托, 举牌股, 彩票, "
3231,600073.SH,600073,上海梅林,食品,10.56,73.64,"食品, 休闲食品, 万达系, 上海国企改革, 进口博览会, "
3232,600644.SH,600644,乐山电力,水力发电,7.65,73.07,"水电, 业绩预增, 举牌股, "
3233,603999.SH,603999,读者传媒,出版业,6.6,73.06,
3234,600712.SH,600712,南宁百货,百货,5.51,72.64,"东盟博览会, 教育, 新零售, 宝能系, 广西, "
3235,600009.SH,600009,上海机场,机场,69.23,72.59,"机场, 白马股, MSCI, 大消费, 上海国企改革, 自贸区, 自由贸易港, 上海自由贸易港, "
3236,300419.SZ,300419,浩丰科技,软件服务,7.03,72.36,"京津冀, 大数据, 云计算, "
3237,002871.SZ,002871,伟隆股份,机械基件,23.73,72.25,
3238,002373.SZ,002373,千方科技,软件服务,18.89,71.94,"MSCI, 大飞机, 业绩预增, 物联网, 百度概念股, 无人驾驶, 雄安-智慧城市, 智慧停车, PPP, 雄安新区, 无人商店, 智慧城市, 国资入股, 智慧安防, 人脸识别, 科创板概念股, 电子车牌, "
3239,300086.SZ,300086,康芝药业,化学制药,8.06,71.8,"二胎, 民营医院, 医药, 化学药, 海南自由贸易港, 基因测序, 自贸区, 自由贸易港, 海南, "
3240,600691.SH,600691,阳煤化工,农药化肥,3.3,71.63,"甲醇, 煤化工, 化肥, 山西国企改革, "
3241,002250.SZ,002250,联化科技,化工原料,10.99,71.58,"农药, 社保重仓, 业绩预增, 医药, 创新药, "
3242,002848.SZ,002848,高斯贝尔,通信设备,14.32,71.58,"5G, 被动元件, 家电, 黑色家电, "
3243,002701.SZ,002701,奥瑞金,广告包装,5.51,71.57,"MSCI, 国家队重仓, 社保重仓, 足球, 股权转让, 包装印刷, "
3244,601138.SH,601138,工业富联,通信设备,17.18,71.56,"MSCI, 新进指数成份股, 华为产业链, 工业自动化, 智能制造, 大数据, 云计算, 工业互联网, 苹果产业链, "
3245,002265.SZ,002265,西仪股份,汽车配件,12.51,71.34,"混改, 军工混改, 央企改革, 军工研究所, 军工, 军民融合, 汽车零部件, "
3246,603220.SH,603220,贝通信,通信设备,32.01,71.28,"5G, 强势人气股, "
3247,002481.SZ,002481,双塔食品,食品,4.71,71.27,"海底捞概念股, 业绩预增, 保健品, 食品, 山东国企改革, 燃料乙醇, "
3248,002082.SZ,002082,万邦德,铝,10.65,71.16,"装配式建筑, 医药, 中药, 医疗器械, 资产重组, "
3249,002621.SZ,002621,美吉姆,专用机械,21.46,71.15,"教育, 工业自动化, 智能制造, 资产重组, "
3250,002585.SZ,002585,双星新材,塑料,5.94,71.03,"OLED, 业绩预增, 定增破发, 包装印刷, "
3251,300254.SZ,300254,仟源医药,化学制药,10.1,70.93,"二胎, 医药, 中药, 创新药, 化学药, 基因测序, "
3252,000909.SZ,000909,数源科技,综合类,8.98,70.82,"浙江国企改革, 物联网, 无人驾驶, 智慧停车, 新能源汽车, 充电桩, "
3253,300462.SZ,300462,华铭智能,专用机械,17.72,70.67,"移动支付, 大数据, 腾讯概念股, 高铁轨交, 独角兽, "
3254,000416.SZ,000416,民生控股,多元金融,6.51,70.63,"期货概念, 壳公司, "
3255,300007.SZ,300007,汉威科技,电器仪表,13.82,70.57,"阿里巴巴概念股, 华为产业链, 物联网, 智能仪表, 云计算, 区块链, 工业互联网, 智慧城市, 独角兽, "
3256,002593.SZ,002593,日上集团,汽车配件,4.34,70.17,"回购, 汽车零部件, 物联网, 装配式建筑, "
3257,300240.SZ,300240,飞力达,仓储物流,9.14,70.08,"智慧物流, 智能制造, 快递物流, 跨境电商, 创投, "
3258,603110.SH,603110,东方材料,染料涂料,15.62,70.04,"回购, 石墨烯, "
3259,603131.SH,603131,上海沪工,专用机械,25.01,69.75,"军工, 军民融合, 智能制造, 资产重组, 机器人, "
3260,000995.SZ,000995,*ST皇台,白酒,7.74,69.57,"教育, 白酒, 资产重组, ST股, 壳公司, "
3261,300099.SZ,300099,精准信息,电器仪表,9.09,69.45,"特高压, 空铁WiFi, 军工, 军民融合, 燃料电池, 区块链, 高铁轨交, "
3262,000615.SZ,000615,京汉股份,全国地产,6.74,69.12,"雄安-地产, 健康中国, 回购, 特色小镇, 养老产业, 房地产, 雄安新区, 京津冀, "
3263,603823.SH,603823,百合花,染料涂料,22.89,68.8,"染料, "
3264,002396.SZ,002396,星网锐捷,通信设备,26.13,68.36,"5G, 阿里巴巴概念股, 空铁WiFi, 物联网, 网络安全, 数字中国, 移动支付, 云计算, "
3265,300600.SZ,300600,瑞特股份,电气设备,22.5,68.3,"海工装备, 社保重仓, 航母, 军工, 军民融合, "
3266,601001.SH,601001,大同煤业,煤炭开采,5.76,68.24,"煤炭, 山西国企改革, "
3267,600080.SH,600080,金花股份,中成药,8.06,68.09,"医药, 创新药, 化学药, 医疗器械, "
3268,300467.SZ,300467,迅游科技,互联网,25.25,68.05,"华为产业链, 军工, 军民融合, 无人机, 谷歌概念股, 定增破发, 腾讯概念股, 游戏, 手游, "
3269,000755.SZ,000755,山西路桥,公路,5.6,67.8,"高速公路, 山西国企改革, ST摘帽, "
3270,603888.SH,603888,新华网,互联网,27.34,67.65,"阿里巴巴概念股, 教育, 雄安-公共服务, 雄安新区, 大数据, 区块链, "
3271,300385.SZ,300385,雪浪环境,环境保护,24.07,67.4,"固废处理, 定增破发, 高质押率, 大气治理, 环保, "
3272,600212.SH,600212,江泉实业,综合类,5.36,67.27,"壳公司, "
3273,603738.SH,603738,泰晶科技,元器件,17.49,66.83,"被动元件, "
3274,600165.SH,600165,新日恒力,钢加工,6.43,66.81,"壳公司, 宁夏, "
3275,603773.SH,603773,沃格光电,元器件,43.76,66.52,"OLED, 高送转-预期, 3D玻璃, "
3276,601949.SH,601949,中国出版,出版业,6.92,66.31,"中字头, 央企改革, "
3277,000590.SZ,000590,启迪古汉,中成药,14.86,65.4,"保健品, 食品, 医药, 中药, 雄安新区, 高校系, 资产重组, "
3278,603501.SH,603501,韦尔股份,半导体,54.99,65.12,"回购, 小米概念股, 半导体, 国产芯片, 资产重组, "
3279,002167.SZ,002167,东方锆业,小金属,7.84,65.07,"有色-锆, 一带一路, 央企改革, 核电, 航母, 有色金属, 黄金, "
3280,002245.SZ,002245,澳洋顺昌,仓储物流,5.69,64.74,"锂电池, 新能源汽车, 快递物流, 股权转让, LED, "
3281,000835.SZ,000835,长城动漫,影视音像,6.35,64.62,"二胎, 教育, 社保重仓, 游戏, 手游, 动漫, "
3282,002205.SZ,002205,国统股份,其他建材,20.69,64.16,"一带一路, 央企改革, 新疆, 地下管廊, 水利, 海绵城市, PPP, 新疆国企改革, 股权转让, 复牌股, "
3283,002626.SZ,002626,金达威,食品,15.99,64.14,"回购, 保健品, 食品, 医药, 化学药, 维生素, "
3284,603722.SH,603722,阿科力,化工原料,25.86,64.1,"风电, 页岩气, 燃料电池, "
3285,601012.SH,601012,隆基股份,半导体,23.59,64.04,"白马股, MSCI, 乡村振兴, 光伏, 举牌股, "
3286,300435.SZ,300435,中泰股份,机械基件,20.1,63.72,"天然气, 煤化工, 燃料电池, 资产重组, "
3287,002066.SZ,002066,瑞泰科技,其他建材,9.42,63.67,"央企改革, 耐火材料, "
3288,300444.SZ,300444,双杰电气,电气设备,10.15,63.62,"业绩预增, 锂电池, 新能源汽车, "
3289,000063.SZ,000063,中兴通讯,通信设备,35.53,63.54,"5G, 光通信, 白马股, MSCI, 物联网, 百度概念股, 互联网金融, 移动支付, 大数据, 云计算, 人工智能, 智慧城市, "
3290,002072.SZ,002072,凯瑞德,互联网,6.1,63.5,"跨境电商, 股权争夺, 壳公司, "
3291,600337.SH,600337,美克家居,家居用品,5.95,63.15,"回购, 新疆, 家具家居, "
3292,600240.SH,600240,华业资本,全国地产,3.18,62.96,"破净股, 房地产, 京津冀, 独角兽, "
3293,600773.SH,600773,西藏城投,区域地产,8.14,62.92,"定增破发, 房地产, 锂电池, 上海国企改革, 新能源汽车, 石墨烯, 西藏, "
3294,000651.SZ,000651,格力电器,家用电器,60.99,62.23,"高股息, 白马股, MSCI, 大消费, 宝能系, 汽车零部件, 小家电, 工业自动化, 白色家电, 家电, 智能制造, 工业互联网, 股权转让, 复牌股, 国产芯片, 机器人, "
3295,300165.SZ,300165,天瑞仪器,电器仪表,6.04,62.16,"大气治理, 环保, 药品信息化追溯, 污水处理, 体外诊断, "
3296,600157.SH,600157,永泰能源,煤炭开采,2.4,61.94,"火电, 煤炭, 二胎, 民营医院, 页岩气, 高质押率, 海南自由贸易港, 低价股, 自贸区, 自由贸易港, "
3297,002125.SZ,002125,湘潭电化,化工原料,6.52,61.86,"硅锰, 业绩预增, 湖南国企改革, 锂电池, 环保, 新能源汽车, 高送转, 污水处理, "
3298,600237.SH,600237,铜峰电子,元器件,4.78,61.73,"被动元件, 新能源汽车, 壳公司, "
3299,300093.SZ,300093,金刚玻璃,玻璃,7.92,61.19,"玻璃, 智慧安防, "
3300,603186.SH,603186,华正新材,元器件,32.8,60.93,"5G, 锂电池, 新能源汽车, "
3301,600459.SH,600459,贵研铂业,小金属,20.44,60.91,"特斯拉, 燃料电池, "
3302,600006.SH,600006,东风汽车,汽车整车,6.33,60.23,"新能源整车, 汽车整车, 国家队重仓, 央企改革, 华为产业链, 业绩预增, 无人驾驶, 燃料电池, 新能源汽车, "
3303,000683.SZ,000683,远兴能源,化工原料,3.21,60.14,"内蒙古, 石墨电极, 甲醇, 纯碱, 回购, 业绩预增, 化肥, "
3304,000596.SZ,000596,古井贡酒,白酒,110.83,59.92,"高价股, MSCI, 安徽国企改革, 白酒, "
3305,603300.SH,603300,华铁科技,钢加工,10.47,59.5,"雄安新区, 雄安-工程基建, 举牌股, 国资入股, "
3306,000815.SZ,000815,美利云,造纸,8.58,59.18,"大数据, 云计算, 造纸, 宁夏, "
