,ts_code,symbol,name,industry,COL_EIGEN_SLOPE_0,COL_EIGEN_SLOPE_1,COL_EIGEN_SLOPE_DIFF
39,000049.SZ,000049,德赛电池,电气设备,0.99,3.51,-2.52
114,000519.SZ,000519,中兵红箭,矿物制品,0.99,3.52,-2.53
2146,600012.SH,600012,皖通高速,路桥,0.77,3.33,-2.56
1743,300354.SZ,300354,东华测试,电器仪表,0.77,3.33,-2.56
873,002412.SZ,002412,汉森制药,中成药,0.79,3.36,-2.57
584,002122.SZ,002122,*ST天马,机械基件,4.24,6.81,-2.57
1239,002786.SZ,002786,银宝山新,专用机械,0.55,3.13,-2.58
783,002322.SZ,002322,理工环科,软件服务,2.03,4.61,-2.58
2916,600960.SH,600960,渤海汽车,汽车配件,1.25,3.84,-2.59
2796,600783.SH,600783,鲁信创投,矿物制品,4.66,7.26,-2.6
2937,600985.SH,600985,淮北矿业,煤炭开采,1.01,3.62,-2.61
2244,600129.SH,600129,太极集团,中成药,1.83,4.45,-2.62
1571,300181.SZ,300181,佐力药业,中成药,0.94,3.56,-2.62
59,000099.SZ,000099,中信海直,空运,0.74,3.38,-2.64
3309,603335.SH,603335,迪生力,汽车配件,0.6,3.25,-2.65
21,000027.SZ,000027,深圳能源,火力发电,0.94,3.6,-2.66
2783,600769.SH,600769,祥龙电业,建筑施工,1.65,4.32,-2.67
2062,300682.SZ,300682,朗新科技,软件服务,2.86,5.53,-2.67
989,002529.SZ,002529,海源复材,专用机械,1.81,4.49,-2.68
1905,300518.SZ,300518,盛讯达,软件服务,1.22,3.91,-2.69
1411,300020.SZ,300020,银江股份,软件服务,1.82,4.52,-2.7
381,000899.SZ,000899,赣能股份,火力发电,2.63,5.33,-2.7
2490,600422.SH,600422,昆药集团,中成药,3.83,6.54,-2.71
2689,600668.SH,600668,尖峰集团,水泥,0.87,3.59,-2.72
2225,600109.SH,600109,国金证券,证券,1.22,3.94,-2.72
2693,600675.SH,600675,中华企业,区域地产,0.26,2.99,-2.73
1581,300192.SZ,300192,科斯伍德,染料涂料,0.5,3.23,-2.73
3273,603266.SH,603266,天龙股份,塑料,1.4,4.13,-2.73
2003,300622.SZ,300622,博士眼镜,其他商业,1.6,4.36,-2.76
265,000719.SZ,000719,中原传媒,出版业,1.23,4.0,-2.77
914,002453.SZ,002453,华软科技,化工原料,2.73,5.5,-2.77
3551,603909.SH,603909,合诚股份,建筑施工,0.83,3.6,-2.77
3373,603556.SH,603556,海兴电力,电器仪表,0.5,3.28,-2.78
2945,600996.SH,600996,贵广网络,影视音像,4.47,7.26,-2.79
2251,600137.SH,600137,浪莎股份,服饰,1.16,3.95,-2.79
3480,603768.SH,603768,常青股份,汽车配件,1.23,4.03,-2.8
635,002173.SZ,002173,创新医疗,医疗保健,1.79,4.6,-2.81
1585,300196.SZ,300196,长海股份,玻璃,1.03,3.84,-2.81
769,002308.SZ,002308,威创股份,电脑设备,1.14,3.95,-2.81
3554,603917.SH,603917,合力科技,汽车配件,0.72,3.54,-2.82
3374,603557.SH,603557,起步股份,服饰,1.33,4.16,-2.83
97,000430.SZ,000430,张家界,旅游景点,0.62,3.46,-2.84
723,002262.SZ,002262,恩华药业,化学制药,1.78,4.62,-2.84
1294,002846.SZ,002846,英联股份,广告包装,1.25,4.11,-2.86
1881,300494.SZ,300494,盛天网络,互联网,1.97,4.83,-2.86
2364,600269.SH,600269,赣粤高速,路桥,0.72,3.58,-2.86
1365,002922.SZ,002922,伊戈尔,电气设备,0.88,3.74,-2.86
1812,300425.SZ,300425,环能科技,环境保护,1.02,3.88,-2.86
2300,600195.SH,600195,中牧股份,饲料,1.06,3.92,-2.86
1484,300094.SZ,300094,国联水产,渔业,1.07,3.96,-2.89
888,002427.SZ,002427,*ST尤夫,化纤,2.11,5.0,-2.89
1896,300509.SZ,300509,新美星,专用机械,0.36,3.25,-2.89
3131,601991.SH,601991,大唐发电,火力发电,1.16,4.06,-2.9
3145,603009.SH,603009,北特科技,汽车配件,0.94,3.86,-2.92
1251,002799.SZ,002799,环球印务,广告包装,3.03,5.96,-2.93
282,000739.SZ,000739,普洛药业,化学制药,1.39,4.32,-2.93
1431,300040.SZ,300040,九洲电气,电气设备,2.56,5.5,-2.94
1323,002877.SZ,002877,智能自控,电器仪表,1.55,4.5,-2.95
2701,600683.SH,600683,京投发展,区域地产,1.16,4.12,-2.96
542,002080.SZ,002080,中材科技,化纤,2.77,5.74,-2.97
3538,603888.SH,603888,新华网,互联网,5.52,8.5,-2.98
1498,300108.SZ,300108,吉药控股,中成药,1.35,4.34,-2.99
1689,300300.SZ,300300,汉鼎宇佑,软件服务,2.08,5.07,-2.99
211,000650.SZ,000650,仁和药业,中成药,1.08,4.09,-3.01
2201,600082.SH,600082,海泰发展,园区开发,1.83,4.84,-3.01
2072,300692.SZ,300692,中环环保,环境保护,1.03,4.04,-3.01
2900,600898.SH,600898,国美通讯,通信设备,0.93,3.95,-3.02
2830,600822.SH,600822,上海物贸,商贸代理,0.69,3.71,-3.02
3297,603319.SH,603319,湘油泵,汽车配件,0.48,3.51,-3.03
853,002392.SZ,002392,北京利尔,其他建材,1.0,4.04,-3.04
3187,603069.SH,603069,海汽集团,公路,1.19,4.23,-3.04
1947,300562.SZ,300562,乐心医疗,医疗保健,1.12,4.16,-3.04
3344,603429.SH,603429,集友股份,广告包装,1.13,4.17,-3.04
623,002161.SZ,002161,远望谷,通信设备,0.95,4.0,-3.05
1455,300065.SZ,300065,海兰信,软件服务,1.15,4.2,-3.05
1457,300067.SZ,300067,安诺其,染料涂料,3.94,7.0,-3.06
1325,002879.SZ,002879,长缆科技,电气设备,2.36,5.42,-3.06
2447,600368.SH,600368,五洲交通,路桥,1.82,4.89,-3.07
1576,300187.SZ,300187,永清环保,环境保护,1.1,4.17,-3.07
1547,300157.SZ,300157,恒泰艾普,石油开采,2.24,5.32,-3.08
2478,600403.SH,600403,大有能源,煤炭开采,2.06,5.15,-3.09
2897,600895.SH,600895,张江高科,园区开发,3.73,6.82,-3.09
948,002487.SZ,002487,大金重工,钢加工,0.8,3.9,-3.1
1830,300443.SZ,300443,金雷股份,专用机械,2.3,5.41,-3.11
1422,300031.SZ,300031,宝通科技,互联网,2.21,5.32,-3.11
1851,300464.SZ,300464,星徽精密,机械基件,1.36,4.48,-3.12
1460,300070.SZ,300070,碧水源,环境保护,0.73,3.85,-3.12
1404,300013.SZ,300013,新宁物流,仓储物流,2.09,5.23,-3.14
1374,002932.SZ,002932,明德生物,医疗保健,2.02,5.16,-3.14
3381,603577.SH,603577,汇金通,钢加工,1.37,4.53,-3.16
2342,600241.SH,600241,时代万恒,商贸代理,3.54,6.73,-3.19
761,002300.SZ,002300,太阳电缆,电气设备,1.08,4.27,-3.19
708,002246.SZ,002246,北化股份,化工原料,0.77,3.96,-3.19
1005,002545.SZ,002545,东方铁塔,钢加工,0.87,4.09,-3.22
2944,600995.SH,600995,文山电力,水力发电,1.24,4.46,-3.22
293,000761.SZ,000761,本钢板材,普钢,1.72,4.94,-3.22
206,000635.SZ,000635,英力特,化工原料,2.08,5.32,-3.24
2110,300733.SZ,300733,西菱动力,汽车配件,1.3,4.56,-3.26
1414,300023.SZ,300023,宝德股份,专用机械,1.14,4.42,-3.28
2170,600050.SH,600050,中国联通,电信运营,1.34,4.62,-3.28
1846,300459.SZ,300459,金科文化,化工原料,0.47,3.76,-3.29
1187,002730.SZ,002730,电光科技,电气设备,1.15,4.44,-3.29
3546,603900.SH,603900,莱绅通灵,服饰,2.12,5.42,-3.3
1937,300552.SZ,300552,万集科技,软件服务,1.44,4.76,-3.32
2753,600737.SH,600737,中粮糖业,食品,0.81,4.13,-3.32
1002,002542.SZ,002542,中化岩土,建筑施工,3.67,6.99,-3.32
2659,600635.SH,600635,大众公用,供气供热,2.02,5.34,-3.32
3379,603568.SH,603568,伟明环保,环境保护,0.72,4.06,-3.34
1733,300344.SZ,300344,太空智造,其他建材,2.75,6.09,-3.34
2432,600351.SH,600351,亚宝药业,中成药,3.49,6.84,-3.35
3266,603232.SH,603232,格尔软件,软件服务,2.78,6.13,-3.35
3048,601567.SH,601567,三星医疗,电器仪表,2.16,5.51,-3.35
1800,300413.SZ,300413,芒果超媒,影视音像,2.64,6.0,-3.36
2503,600448.SH,600448,华纺股份,纺织,3.34,6.7,-3.36
1775,300388.SZ,300388,国祯环保,环境保护,0.76,4.13,-3.37
2076,300696.SZ,300696,爱乐达,航空,0.79,4.16,-3.37
2518,600470.SH,600470,六国化工,农药化肥,0.5,3.9,-3.4
2057,300677.SZ,300677,英科医疗,医疗保健,1.48,4.9,-3.42
929,002468.SZ,002468,申通快递,仓储物流,3.52,6.95,-3.43
1390,002950.SZ,002950,奥美医疗,医疗保健,11.61,15.06,-3.45
3089,601811.SH,601811,新华文轩,出版业,2.02,5.49,-3.47
412,000936.SZ,000936,华西股份,化纤,2.6,6.11,-3.51
131,000539.SZ,000539,粤电力A,火力发电,1.47,4.99,-3.52
287,000755.SZ,000755,山西路桥,公路,1.12,4.65,-3.53
1679,300290.SZ,300290,荣科科技,软件服务,2.01,5.55,-3.54
3237,603177.SH,603177,德创环保,环境保护,2.52,6.08,-3.56
256,000709.SZ,000709,河钢股份,普钢,1.16,4.73,-3.57
3087,601801.SH,601801,皖新传媒,出版业,1.43,5.01,-3.58
590,002128.SZ,002128,露天煤业,煤炭开采,1.06,4.67,-3.61
27,000034.SZ,000034,神州数码,综合类,1.29,4.93,-3.64
847,002386.SZ,002386,天原集团,化工原料,1.04,4.68,-3.64
3352,603496.SH,603496,恒为科技,电脑设备,2.77,6.41,-3.64
1049,002589.SZ,002589,瑞康医药,医药商业,1.27,4.94,-3.67
2664,600640.SH,600640,号百控股,酒店餐饮,2.29,5.97,-3.68
1476,300086.SZ,300086,康芝药业,化学制药,0.67,4.35,-3.68
36,000045.SZ,000045,深纺织A,纺织,1.66,5.35,-3.69
809,002348.SZ,002348,高乐股份,文教休闲,1.43,5.13,-3.7
2975,601098.SH,601098,中南传媒,出版业,1.62,5.32,-3.7
999,002539.SZ,002539,云图控股,农药化肥,2.11,5.83,-3.72
2464,600387.SH,600387,海越能源,石油贸易,1.02,4.74,-3.72
273,000728.SZ,000728,国元证券,证券,0.83,4.56,-3.73
3115,601928.SH,601928,凤凰传媒,出版业,1.3,5.05,-3.75
2183,600063.SH,600063,皖维高新,化纤,0.75,4.52,-3.77
655,002193.SZ,002193,如意集团,纺织,1.4,5.18,-3.78
1252,002800.SZ,002800,天顺股份,仓储物流,1.7,5.52,-3.82
2077,300697.SZ,300697,电工合金,铜,1.07,4.92,-3.85
3235,603168.SH,603168,莎普爱思,化学制药,0.94,4.81,-3.87
2489,600421.SH,600421,ST仰帆,机械基件,1.94,5.81,-3.87
2336,600235.SH,600235,民丰特纸,造纸,1.83,5.76,-3.93
1850,300463.SZ,300463,迈克生物,医疗保健,1.01,4.95,-3.94
2313,600210.SH,600210,紫江企业,广告包装,1.78,5.73,-3.95
310,000791.SZ,000791,甘肃电投,水力发电,1.12,5.08,-3.96
1722,300333.SZ,300333,兆日科技,元器件,1.63,5.6,-3.97
1178,002721.SZ,002721,金一文化,服饰,0.66,4.68,-4.02
1215,002760.SZ,002760,凤形股份,机械基件,0.87,4.89,-4.02
1874,300487.SZ,300487,蓝晓科技,化工原料,1.93,5.97,-4.04
2963,601018.SH,601018,宁波港,港口,1.12,5.16,-4.04
2452,600373.SH,600373,中文传媒,出版业,1.3,5.37,-4.07
1273,002823.SZ,002823,凯中精密,机械基件,0.73,4.8,-4.07
2334,600233.SH,600233,圆通速递,仓储物流,2.58,6.65,-4.07
42,000056.SZ,000056,皇庭国际,房产服务,2.14,6.21,-4.07
118,000524.SZ,000524,岭南控股,酒店餐饮,0.88,4.97,-4.09
154,000566.SZ,000566,海南海药,化学制药,2.15,6.25,-4.1
674,002212.SZ,002212,南洋股份,电气设备,1.85,5.96,-4.11
1418,300027.SZ,300027,华谊兄弟,影视音像,2.1,6.24,-4.14
2363,600268.SH,600268,国电南自,电气设备,5.64,9.78,-4.14
2661,600637.SH,600637,东方明珠,影视音像,1.64,5.78,-4.14
2322,600220.SH,600220,江苏阳光,纺织,0.24,4.4,-4.16
1424,300033.SZ,300033,同花顺,软件服务,2.47,6.66,-4.19
3001,601179.SH,601179,中国西电,电气设备,3.23,7.43,-4.2
393,000913.SZ,000913,钱江摩托,摩托车,2.76,6.96,-4.2
239,000686.SZ,000686,东北证券,证券,1.56,5.78,-4.22
3285,603300.SH,603300,华铁科技,钢加工,3.68,7.91,-4.23
2248,600133.SH,600133,东湖高新,园区开发,1.9,6.16,-4.26
183,000607.SZ,000607,华媒控股,广告包装,4.87,9.2,-4.33
1935,300550.SZ,300550,和仁科技,软件服务,2.13,6.49,-4.36
2731,600715.SH,600715,文投控股,影视音像,0.76,5.14,-4.38
3576,603970.SH,603970,中农立华,其他商业,0.23,4.62,-4.39
1159,002699.SZ,002699,美盛文化,服饰,0.9,5.31,-4.41
593,002131.SZ,002131,利欧股份,互联网,1.38,5.79,-4.41
187,000611.SZ,000611,天首发展,纺织,0.96,5.38,-4.42
2310,600207.SH,600207,安彩高科,元器件,4.27,8.69,-4.42
1794,300407.SZ,300407,凯发电气,电气设备,0.47,4.92,-4.45
898,002437.SZ,002437,誉衡药业,化学制药,4.8,9.28,-4.48
2264,600155.SH,600155,华创阳安,证券,2.74,7.22,-4.48
489,002027.SZ,002027,分众传媒,影视音像,1.0,5.48,-4.48
438,000973.SZ,000973,佛塑科技,塑料,1.86,6.38,-4.52
169,000590.SZ,000590,启迪古汉,中成药,4.31,8.83,-4.52
2967,601028.SH,601028,玉龙股份,钢加工,3.05,7.58,-4.53
2872,600869.SH,600869,智慧能源,电气设备,0.85,5.39,-4.54
3458,603711.SH,603711,香飘飘,软饮料,1.65,6.2,-4.55
2735,600719.SH,600719,大连热电,供气供热,2.97,7.53,-4.56
1604,300215.SZ,300215,电科院,电气设备,0.96,5.56,-4.6
3213,603117.SH,603117,万林物流,仓储物流,0.68,5.28,-4.6
562,002100.SZ,002100,天康生物,饲料,5.21,9.87,-4.66
490,002028.SZ,002028,思源电气,电气设备,2.13,6.83,-4.7
2958,601010.SH,601010,文峰股份,超市连锁,0.49,5.22,-4.73
1015,002555.SZ,002555,三七互娱,互联网,4.7,9.45,-4.75
959,002498.SZ,002498,汉缆股份,电气设备,2.36,7.12,-4.76
28,000035.SZ,000035,中国天楹,环境保护,0.8,5.61,-4.81
2537,600496.SH,600496,精工钢构,钢加工,0.76,5.61,-4.85
1730,300341.SZ,300341,麦克奥迪,电气设备,1.47,6.33,-4.86
3167,603033.SH,603033,三维股份,橡胶,0.97,5.9,-4.93
182,000606.SZ,000606,顺利办,互联网,1.5,6.43,-4.93
13,000017.SZ,000017,深中华A,文教休闲,1.65,6.59,-4.94
1206,002750.SZ,002750,龙津药业,中成药,2.92,7.89,-4.97
2458,600380.SH,600380,健康元,化学制药,0.58,5.57,-4.99
1774,300387.SZ,300387,富邦股份,化工原料,1.08,6.09,-5.01
525,002063.SZ,002063,远光软件,软件服务,2.56,7.59,-5.03
700,002238.SZ,002238,天威视讯,影视音像,5.85,10.89,-5.04
2070,300690.SZ,300690,双一科技,电气设备,4.21,9.26,-5.05
2019,300638.SZ,300638,广和通,通信设备,2.34,7.45,-5.11
73,000400.SZ,000400,许继电气,电气设备,1.69,6.84,-5.15
2802,600791.SH,600791,京能置业,全国地产,1.8,6.96,-5.16
618,002156.SZ,002156,通富微电,半导体,1.57,6.73,-5.16
1993,300611.SZ,300611,美力科技,机械基件,0.5,5.67,-5.17
1261,002810.SZ,002810,山东赫达,化工原料,2.17,7.37,-5.2
3310,603336.SH,603336,宏辉果蔬,农业综合,1.12,6.33,-5.21
3064,601619.SH,601619,嘉泽新能,新型电力,0.9,6.11,-5.21
219,000662.SZ,000662,天夏智慧,软件服务,1.27,6.58,-5.31
2207,600089.SH,600089,特变电工,电气设备,0.87,6.19,-5.32
3577,603976.SH,603976,正川股份,医疗保健,3.5,8.87,-5.37
2208,600090.SH,600090,同济堂,医药商业,2.98,8.35,-5.37
516,002054.SZ,002054,德美化工,化工原料,0.6,6.03,-5.43
2989,601128.SH,601128,常熟银行,银行,0.42,5.89,-5.47
2927,600975.SH,600975,新五丰,农业综合,4.01,9.5,-5.49
348,000839.SZ,000839,中信国安,综合类,3.64,9.14,-5.5
1675,300286.SZ,300286,安科瑞,电器仪表,2.19,7.69,-5.5
1687,300298.SZ,300298,三诺生物,医疗保健,1.87,7.4,-5.53
703,002241.SZ,002241,歌尔股份,元器件,2.38,7.93,-5.55
2631,600602.SH,600602,云赛智联,软件服务,1.12,6.71,-5.59
1264,002813.SZ,002813,路畅科技,汽车配件,1.35,6.94,-5.59
1008,002548.SZ,002548,金新农,饲料,4.29,9.9,-5.61
296,000767.SZ,000767,漳泽电力,火力发电,1.71,7.32,-5.61
864,002403.SZ,002403,爱仕达,家用电器,1.43,7.07,-5.64
3320,603358.SH,603358,华达科技,汽车配件,1.37,7.05,-5.68
3061,601615.SH,601615,明阳智能,机械基件,1.36,7.12,-5.76
2011,300630.SZ,300630,普利制药,化学制药,2.39,8.19,-5.8
942,002481.SZ,002481,双塔食品,食品,2.52,8.33,-5.81
3455,603707.SH,603707,健友股份,化学制药,5.41,11.22,-5.81
1454,300064.SZ,300064,豫金刚石,矿物制品,0.55,6.39,-5.84
1831,300444.SZ,300444,双杰电气,电气设备,1.23,7.1,-5.87
640,002178.SZ,002178,延华智能,建筑施工,0.64,6.55,-5.91
1031,002571.SZ,002571,德力股份,玻璃,2.69,8.64,-5.95
2848,600843.SH,600843,上工申贝,纺织机械,1.2,7.17,-5.97
415,000939.SZ,000939,*ST凯迪,新型电力,1.22,7.2,-5.98
631,002169.SZ,002169,智光电气,电气设备,2.63,8.68,-6.05
2688,600667.SH,600667,太极实业,半导体,2.64,8.7,-6.06
2987,601126.SH,601126,四方股份,电气设备,1.39,7.45,-6.06
3178,603050.SH,603050,科林电气,电气设备,0.73,6.85,-6.12
1033,002573.SZ,002573,清新环境,环境保护,2.31,8.45,-6.14
1117,002657.SZ,002657,中科金财,软件服务,1.44,7.58,-6.14
3137,603000.SH,603000,人民网,互联网,4.03,10.18,-6.15
637,002175.SZ,002175,东方网络,电器仪表,7.1,13.33,-6.23
147,000558.SZ,000558,莱茵体育,文教休闲,0.92,7.18,-6.26
2293,600187.SH,600187,国中水务,水务,0.54,6.82,-6.28
782,002321.SZ,002321,华英农业,农业综合,1.23,7.53,-6.3
1753,300365.SZ,300365,恒华科技,软件服务,3.69,10.05,-6.36
636,002174.SZ,002174,游族网络,互联网,2.86,9.23,-6.37
2919,600963.SH,600963,岳阳林纸,造纸,0.84,7.25,-6.41
817,002356.SZ,002356,赫美集团,其他商业,5.14,11.62,-6.48
1084,002624.SZ,002624,完美世界,影视音像,1.41,7.9,-6.49
2510,600460.SH,600460,士兰微,半导体,1.85,8.35,-6.5
2505,600452.SH,600452,涪陵电力,水力发电,1.65,8.16,-6.51
408,000931.SZ,000931,中关村,生物制药,1.56,8.21,-6.65
3541,603895.SH,603895,天永智能,专用机械,0.54,7.2,-6.66
123,000530.SZ,000530,大冷股份,机械基件,2.29,9.02,-6.73
3157,603022.SH,603022,新通联,广告包装,1.96,8.85,-6.89
861,002400.SZ,002400,省广集团,广告包装,0.9,7.85,-6.95
1068,002608.SZ,002608,江苏国信,火力发电,0.89,7.88,-6.99
2246,600131.SH,600131,岷江水电,水力发电,1.64,8.69,-7.05
1666,300277.SZ,300277,海联讯,软件服务,1.32,8.5,-7.18
2917,600961.SH,600961,株冶集团,铅锌,1.11,8.34,-7.23
2480,600406.SH,600406,国电南瑞,软件服务,1.39,8.97,-7.58
1267,002817.SZ,002817,黄山胶囊,化学制药,1.31,8.93,-7.62
841,002380.SZ,002380,科远股份,电气设备,1.42,9.05,-7.63
670,002208.SZ,002208,合肥城建,区域地产,1.16,8.92,-7.76
3568,603956.SH,603956,威派格,专用机械,2.09,9.92,-7.83
539,002077.SZ,002077,大港股份,区域地产,3.44,11.31,-7.87
2250,600136.SH,600136,当代明诚,影视音像,1.7,9.88,-8.18
1309,002862.SZ,002862,实丰文化,文教休闲,0.99,9.66,-8.67
1745,300356.SZ,300356,光一科技,电气设备,2.27,11.02,-8.75
1491,300101.SZ,300101,振芯科技,通信设备,2.09,10.96,-8.87
1304,002857.SZ,002857,三晖电气,电器仪表,0.62,9.52,-8.9
