code,name,outstanding,p_change_range0,p_change_range1,normalizing_std,stop_mark
600826,兰生股份,4.21,5.22,10.041,0.045,
600532,宏达矿业,5.16,0.19,10.039,0.085,
002866,传艺科技,0.81,-0.09,10.037,0.033,
600329,中新药业,5.66,0.96,10.028,0.032,
002905,金逸影视,0.67,0.29,10.024,0.035,
600277,亿利洁能,26.74,0.2,9.999,0.033,
601199,江南水务,9.35,0.76,9.992,0.028,
002413,雷科防务,9.95,0.65,9.99,0.021,
300189,神农基因,8.83,-1.04,9.988,0.034,
000861,海印股份,20.2,0.0,9.982,0.033,
002557,洽洽食品,5.07,-0.21,9.952,0.041,
600225,天津松江,9.32,0.63,9.935,0.051,
600909,华安证券,27.02,4.82,9.925,0.03,
002405,四维图新,10.42,0.91,9.914,0.033,
002878,元隆雅图,0.36,0.93,9.906,0.027,
300114,中航电测,5.91,-0.11,9.905,0.028,
600996,贵广网络,2.98,0.45,9.904,0.03,
600963,岳阳林纸,10.43,0.0,9.902,0.04,
600081,东风科技,3.14,1.36,9.883,0.027,
600522,中天科技,30.66,-0.25,9.883,0.038,
002345,潮宏基,8.78,0.18,9.881,0.043,
002051,中工国际,11.11,-0.33,9.88,0.035,
300245,天玑科技,2.17,1.5,9.87,0.028,
601019,山东出版,2.67,-1.6,9.847,0.035,
600482,中国动力,9.09,-0.04,9.837,0.039,
601388,怡球资源,20.25,-0.45,9.831,0.043,
002149,西部材料,4.25,0.5,9.83,0.031,
000731,四川美丰,5.91,0.0,9.825,0.03,
600497,驰宏锌锗,43.1,-0.42,9.824,0.036,
000919,金陵药业,5.03,0.45,9.82,0.029,
600456,宝钛股份,4.3,1.44,9.819,0.018,
002443,金洲管道,5.07,1.15,9.81,0.033,
002733,雄韬股份,3.27,3.21,9.784,0.026,
002062,宏润建设,9.59,0.0,9.781,0.026,
300199,翰宇药业,5.53,0.55,9.762,0.033,
601326,秦港股份,16.53,0.3,9.736,0.029,
002466,天齐锂业,11.36,1.74,9.725,0.039,
600780,通宝能源,11.47,0.0,9.716,0.03,
000897,津滨发展,16.17,0.39,9.716,0.046,
300190,维尔利,7.45,0.19,9.708,0.039,
300162,雷曼股份,2.19,-0.35,9.708,0.047,
600248,延长化建,6.08,0.22,9.696,0.026,
002747,埃斯顿,7.26,0.41,9.692,0.04,
600767,ST运盛,3.41,1.31,9.691,0.039,
600381,青海春天,5.83,0.92,9.688,0.036,
002300,太阳电缆,5.43,-0.51,9.679,0.033,
002087,新野纺织,8.16,1.28,9.674,0.033,
002053,云南能投,3.72,-0.64,9.657,0.035,
600114,东睦股份,6.34,0.28,9.657,0.046,
002273,水晶光电,8.1,0.85,9.653,0.028,
002430,杭氧股份,9.5,-1.34,9.65,0.039,
002108,沧州明珠,14.18,0.45,9.647,0.03,
300144,宋城演艺,11.83,0.09,9.644,0.037,
002596,海南瑞泽,7.26,1.25,9.644,0.031,
600705,中航资本,76.19,3.44,9.635,0.034,
002895,川恒股份,0.89,-0.85,9.63,0.04,
600076,康欣新材,7.52,0.68,9.629,0.041,
600372,中航电子,17.59,-0.07,9.617,0.033,
002673,西部证券,35.02,3.28,9.615,0.029,
002255,海陆重工,5.37,1.11,9.606,0.039,
002930,宏川智慧,0.61,-1.33,9.599,0.032,
600749,*ST藏旅,1.89,0.21,9.596,0.027,
600750,江中药业,4.2,1.42,9.574,0.025,
002771,真视通,0.92,1.12,9.569,0.034,
300055,万邦达,8.64,-0.34,9.55,0.037,
600577,精达股份,19.55,0.58,9.548,0.032,
002574,明牌珠宝,5.28,0.94,9.547,0.034,
300042,朗科科技,1.12,0.84,9.544,0.047,
000544,中原环保,5.22,0.37,9.527,0.044,
600993,马应龙,4.3,0.84,9.527,0.022,
000951,中国重汽,6.71,0.0,9.512,0.03,
600707,彩虹股份,12.88,1.04,9.499,0.037,
002587,奥拓电子,3.93,0.76,9.488,0.028,
600216,浙江医药,9.54,0.22,9.484,0.037,
000400,许继电气,10.08,-0.42,9.483,0.024,
600982,宁波热电,7.47,1.17,9.471,0.03,
002892,科力尔,0.26,0.32,9.47,0.023,
000417,合肥百货,7.79,2.05,9.468,0.033,
002567,唐人神,6.49,-1.73,9.446,0.036,
300217,东方电热,8.86,-0.39,9.443,0.039,
000603,盛达矿业,3.93,-0.35,9.44,0.033,
002624,完美世界,4.66,-2.04,9.421,0.036,
000519,中兵红箭,7.35,0.0,9.418,0.035,
600609,金杯汽车,10.93,0.0,9.417,0.037,
002439,启明星辰,5.85,-1.39,9.408,0.036,
002572,索菲亚,6.38,0.57,9.4,0.042,
002815,崇达技术,2.18,-1.93,9.393,0.036,
600726,华电能源,15.35,0.39,9.38,0.03,
000070,特发信息,5.42,0.86,9.367,0.031,
600743,华远地产,23.46,2.39,9.356,0.045,
002001,新 和 成,18.24,-0.13,9.334,0.04,
601258,庞大集团,65.38,-1.21,9.324,0.038,
600873,梅花生物,30.74,0.7,9.32,0.033,
000902,新洋丰,11.73,-0.1,9.313,0.04,
000413,东旭光电,40.95,1.4,9.306,0.028,
600138,中青旅,7.24,2.75,9.3,0.044,
002817,黄山胶囊,0.42,3.14,9.268,0.059,
600766,园城黄金,2.24,1.37,9.258,0.057,
600785,新华百货,2.26,-0.39,9.255,0.033,
002922,伊戈尔,0.33,0.11,9.242,0.029,
002166,莱茵生物,3.54,0.29,9.236,0.034,
601608,中信重工,43.0,0.35,9.227,0.03,
600176,中国巨石,35.02,1.56,9.225,0.036,
002516,旷达科技,9.43,-0.31,9.207,0.034,
002060,粤 水 电,12.02,0.68,9.202,0.029,
600262,北方股份,1.7,-0.06,9.192,0.037,
002510,天汽模,7.74,2.96,9.176,0.032,
300170,汉得信息,6.72,-0.66,9.161,0.022,
000705,浙江震元,2.82,0.0,9.157,0.029,
002900,哈三联,1.45,0.0,9.149,0.031,
002391,长青股份,2.38,0.0,9.141,0.029,
300034,钢研高纳,4.21,0.2,9.13,0.03,
002088,鲁阳节能,2.08,0.87,9.122,0.03,
000877,天山股份,8.8,0.26,9.117,0.027,
002386,天原集团,6.72,0.84,9.105,0.032,
600291,西水股份,9.79,1.25,9.086,0.033,
300072,三聚环保,21.29,-0.08,9.079,0.038,
600694,大商股份,2.94,0.56,9.07,0.026,
002849,威星智能,0.57,0.0,9.06,0.036,
000039,中集集团,12.68,-1.11,9.059,0.031,
600498,烽火通信,10.93,1.54,9.057,0.04,
600470,六国化工,5.22,0.24,9.056,0.032,
002539,云图控股,6.06,-0.21,9.044,0.029,
600190,锦州港,17.79,1.34,9.041,0.028,
601163,三角轮胎,2.8,2.01,9.033,0.025,
000667,美好置业,25.4,0.83,9.014,0.035,
300012,华测检测,15.05,-1.65,9.007,0.033,
600160,巨化股份,26.58,-0.41,9.002,0.024,
002695,煌上煌,4.53,1.16,8.983,0.031,
600756,浪潮软件,3.24,-0.06,8.967,0.025,
002628,成都路桥,7.25,-0.39,8.966,0.023,
300263,隆华科技,5.65,-0.43,8.966,0.035,
300023,宝德股份,1.44,-1.49,8.953,0.059,
002401,中远海科,3.0,2.12,8.935,0.028,
000554,泰山石油,3.63,0.18,8.924,0.032,
002691,冀凯股份,3.39,-0.64,8.894,0.03,
600859,王府井,3.05,1.32,8.886,0.028,
600837,海通证券,80.92,3.22,8.874,0.024,
600845,宝信软件,6.41,-0.21,8.866,0.033,
601500,通用股份,1.75,0.44,8.838,0.035,
600025,华能水电,18.0,-0.96,8.835,0.023,
002176,江特电机,14.68,0.77,8.831,0.031,
600865,百大集团,3.76,0.49,8.822,0.027,
002474,榕基软件,4.69,-0.7,8.821,0.029,
000598,兴蓉环境,29.86,0.68,8.82,0.025,
000561,烽火电子,5.94,0.5,8.814,0.026,
002880,卫光生物,0.27,-0.16,8.813,0.031,
600857,宁波中百,2.24,-0.23,8.793,0.025,
000501,鄂武商Ａ,6.77,1.44,8.773,0.028,
600303,曙光股份,6.2,-0.21,8.772,0.041,
002159,三特索道,1.39,-2.14,8.763,0.044,
002826,易明医药,1.32,-0.86,8.753,0.032,
601188,龙江交通,13.16,1.25,8.746,0.025,
600378,天科股份,2.97,0.31,8.73,0.03,
002586,围海股份,6.94,-0.39,8.716,0.03,
000581,威孚高科,8.36,1.54,8.714,0.027,
600073,上海梅林,9.38,0.92,8.705,0.028,
002893,华通热力,0.64,-1.73,8.664,0.038,
600811,东方集团,32.73,1.22,8.646,0.028,
600976,健民集团,1.53,0.31,8.643,0.038,
002309,中利集团,4.69,-0.35,8.634,0.04,
600499,科达洁能,14.11,0.82,8.633,0.027,
600326,西藏天路,8.65,0.95,8.617,0.031,
002828,贝肯能源,1.0,0.59,8.614,0.035,
000301,东方盛虹,12.18,1.89,8.61,0.027,
002264,新 华 都,6.02,2.14,8.606,0.03,
600367,红星发展,2.91,0.38,8.598,0.031,
000990,诚志股份,3.88,0.5,8.589,0.031,
600527,江南高纤,12.03,-0.44,8.583,0.041,
002392,北京利尔,7.37,0.28,8.583,0.031,
002033,丽江旅游,5.49,1.12,8.578,0.027,
600958,东方证券,51.88,2.56,8.569,0.025,
600251,冠农股份,7.85,0.37,8.541,0.025,
600269,赣粤高速,23.35,1.69,8.524,0.027,
300233,金城医药,3.55,0.97,8.523,0.027,
300065,海兰信,2.71,0.0,8.509,0.036,
002455,百川股份,3.49,0.0,8.482,0.026,
002750,龙津药业,3.97,0.33,8.481,0.039,
600496,精工钢构,15.1,0.34,8.479,0.021,
002603,以岭药业,9.89,-0.35,8.472,0.024,
000718,苏宁环球,22.89,-0.31,8.47,0.033,
000004,国农科技,0.83,0.94,8.468,0.038,
600724,宁波富达,14.45,0.88,8.463,0.03,
002099,海翔药业,15.92,0.0,8.459,0.025,
600488,天药股份,9.69,1.53,8.453,0.028,
000012,南 玻Ａ,17.36,0.67,8.449,0.028,
002307,北新路桥,8.92,0.34,8.445,0.033,
002611,东方精工,10.28,-0.22,8.444,0.03,
002731,萃华珠宝,1.29,2.25,8.441,0.026,
600252,中恒集团,34.75,0.0,8.434,0.021,
002046,轴研科技,3.41,1.08,8.432,0.031,
000061,农 产 品,16.95,1.03,8.431,0.079,
002554,惠博普,7.69,-0.62,8.427,0.034,
600720,祁连山,7.76,0.87,8.418,0.025,
600111,北方稀土,36.33,-0.58,8.416,0.03,
002813,路畅科技,0.3,2.11,8.412,0.018,
000014,沙河股份,2.02,1.11,8.402,0.036,
002218,拓日新能,12.16,-0.67,8.395,0.035,
601086,国芳集团,1.66,-0.83,8.381,0.034,
600276,恒瑞医药,36.62,-2.48,8.369,0.044,
000758,中色股份,19.69,0.5,8.364,0.027,
601139,深圳燃气,28.55,-2.09,8.363,0.031,
002882,金龙羽,0.83,0.5,8.363,0.025,
600475,华光股份,1.4,0.65,8.355,0.027,
002690,美亚光电,3.27,-0.6,8.352,0.032,
000733,振华科技,4.69,0.41,8.344,0.021,
002268,卫 士 通,8.1,-0.93,8.338,0.033,
002123,梦网集团,6.45,-0.26,8.338,0.027,
600327,大东方,7.37,0.44,8.337,0.027,
002937,兴瑞科技,0.46,-2.24,8.328,0.049,
000752,西藏发展,2.64,0.25,8.324,0.042,
000678,襄阳轴承,4.29,0.0,8.322,0.034,
002822,中装建设,3.06,-0.88,8.284,0.029,
600458,时代新材,6.61,0.0,8.28,0.024,
600223,鲁商置业,10.01,2.28,8.28,0.027,
002201,九鼎新材,2.29,-0.29,8.258,0.041,
300127,银河磁体,2.27,1.08,8.256,0.026,
000975,银泰资源,12.29,0.0,8.238,0.034,
002632,道明光学,5.54,1.14,8.23,0.027,
002919,名臣健康,0.2,-1.33,8.23,0.035,
002490,山东墨龙,2.89,0.21,8.228,0.028,
000952,广济药业,2.52,0.48,8.222,0.027,
601186,中国铁建,115.03,-0.36,8.216,0.031,
002848,高斯贝尔,0.88,-0.95,8.195,0.019,
300083,劲胜智能,11.89,-2.17,8.191,0.062,
600737,中粮糖业,20.52,0.41,8.189,0.03,
300131,英唐智控,7.96,-0.58,8.173,0.039,
600691,阳煤化工,17.56,-0.36,8.158,0.031,
000599,青岛双星,6.28,0.47,8.139,0.028,
002886,沃特股份,0.5,-1.23,8.132,0.034,
300026,红日药业,23.94,1.17,8.13,0.025,
002090,金智科技,2.31,0.13,8.104,0.036,
601107,四川成渝,21.63,1.17,8.101,0.024,
002249,大洋电机,13.65,0.78,8.098,0.041,
000818,航锦科技,6.7,0.96,8.089,0.024,
600477,杭萧钢构,16.42,-0.23,8.088,0.031,
002545,东方铁塔,6.18,-1.15,8.087,0.032,
002579,中京电子,3.47,1.71,8.087,0.021,
601007,金陵饭店,3.0,0.45,8.083,0.021,
000019,深深宝Ａ,4.16,0.62,8.082,0.031,
000597,东北制药,4.73,0.41,8.076,0.03,
601008,连云港,10.15,1.21,8.075,0.032,
600567,山鹰纸业,45.71,1.21,8.064,0.029,
601179,中国西电,51.26,-1.36,8.062,0.028,
002324,普利特,2.35,1.53,8.036,0.03,
600169,太原重工,25.64,0.41,8.024,0.026,
600600,青岛啤酒,6.96,0.71,8.021,0.044,
002267,陕天然气,11.12,-1.88,8.012,0.027,
002877,智能自控,0.52,-1.28,8.009,0.036,
002320,海峡股份,5.58,0.57,8.008,0.025,
002306,*ST云网,7.94,0.31,8.002,0.031,
000620,新华联,18.97,0.94,7.999,0.029,
002724,海洋王,3.32,0.36,7.938,0.024,
002361,神剑股份,6.06,0.25,7.933,0.026,
600148,长春一东,1.42,2.19,7.932,0.031,
600717,天津港,16.75,0.66,7.929,0.024,
000669,金鸿控股,6.7,-2.83,7.922,0.054,
002014,永新股份,4.86,0.84,7.916,0.026,
600520,文一科技,1.58,1.7,7.909,0.03,
600159,大龙地产,8.3,0.74,7.901,0.051,
600549,厦门钨业,14.06,0.43,7.885,0.026,
002340,格林美,31.32,0.67,7.884,0.028,
002463,沪电股份,16.74,2.8,7.875,0.034,
600435,北方导航,14.89,0.39,7.873,0.027,
600332,白云山,10.71,-0.87,7.87,0.038,
002251,步 步 高,8.03,1.31,7.864,0.021,
600617,国新能源,8.98,-1.2,7.851,0.032,
000738,航发控制,11.46,-0.46,7.841,0.022,
002697,红旗连锁,9.86,2.42,7.835,0.022,
600603,广汇物流,5.04,3.08,7.834,0.029,
600428,中远海特,16.9,0.28,7.822,0.028,
002125,湘潭电化,2.59,1.22,7.796,0.027,
000422,*ST宜化,8.98,0.34,7.792,0.036,
600729,重庆百货,4.06,4.58,7.782,0.023,
002465,海格通信,20.71,-0.63,7.778,0.028,
600221,海航控股,164.36,-0.95,7.774,0.03,
601038,一拖股份,5.94,-0.21,7.771,0.034,
300003,乐普医疗,14.07,-7.01,7.763,0.052,
002885,京泉华,0.45,-0.86,7.756,0.026,
002460,赣锋锂业,7.86,1.65,7.754,0.031,
002132,恒星科技,12.54,-2.86,7.74,0.05,
300224,正海磁材,7.36,0.31,7.728,0.026,
002756,永兴特钢,1.85,1.92,7.72,0.026,
000520,长航凤凰,10.12,-0.93,7.705,0.035,
000027,深圳能源,39.64,3.14,7.704,0.025,
002223,鱼跃医疗,8.55,0.54,7.691,0.029,
000911,南宁糖业,3.24,1.74,7.682,0.024,
002092,中泰化学,20.34,0.38,7.676,0.027,
000729,燕京啤酒,25.09,1.0,7.672,0.024,
000786,北新建材,14.14,0.67,7.665,0.033,
601211,国泰君安,75.16,1.95,7.652,0.024,
601005,重庆钢铁,83.8,-1.0,7.649,0.028,
002397,梦洁股份,4.28,0.65,7.644,0.022,
002395,双象股份,1.79,0.36,7.643,0.025,
002820,桂发祥,1.21,3.07,7.631,0.022,
000505,京粮控股,4.06,2.37,7.628,0.03,
000838,财信发展,6.32,-0.88,7.625,0.052,
002020,京新药业,5.87,0.1,7.623,0.033,
600351,亚宝药业,6.92,0.29,7.617,0.024,
002759,天际股份,1.26,0.12,7.612,0.028,
000069,华侨城Ａ,61.44,3.32,7.606,0.025,
300177,中海达,3.14,-0.72,7.6,0.027,
600723,首商股份,6.58,2.26,7.591,0.025,
600230,沧州大化,4.12,0.16,7.585,0.026,
300230,永利股份,5.4,-1.22,7.572,0.026,
002597,金禾实业,5.54,2.42,7.563,0.03,
002138,顺络电子,7.0,-1.19,7.56,0.037,
002631,德尔未来,6.47,0.0,7.557,0.03,
000410,沈阳机床,7.4,0.72,7.557,0.033,
601226,华电重工,11.55,0.0,7.556,0.022,
600168,武汉控股,7.1,1.46,7.55,0.024,
002672,东江环保,6.51,-0.08,7.548,0.038,
600259,广晟有色,2.62,-0.15,7.546,0.028,
002520,日发精机,4.97,1.42,7.53,0.023,
000848,承德露露,9.78,1.12,7.527,0.03,
000541,佛山照明,10.72,2.45,7.527,0.023,
000807,云铝股份,24.3,-0.87,7.521,0.034,
300037,新宙邦,2.44,-1.32,7.516,0.033,
002372,伟星新材,11.72,3.33,7.513,0.034,
600606,绿地控股,121.68,4.62,7.511,0.02,
600039,四川路桥,34.57,-0.55,7.492,0.022,
600068,葛洲坝,46.05,0.45,7.491,0.023,
600929,湖南盐业,1.5,-1.82,7.487,0.029,
600528,中铁工业,18.38,0.1,7.472,0.021,
002385,大北农,26.35,-0.28,7.468,0.028,
300253,卫宁健康,11.91,-0.84,7.463,0.041,
600265,ST景谷,1.3,-1.15,7.453,0.037,
600563,法拉电子,2.25,1.07,7.446,0.028,
300101,振芯科技,5.5,-0.72,7.445,0.033,
601579,会稽山,4.0,0.0,7.437,0.032,
002637,赞宇科技,2.59,1.03,7.419,0.048,
600979,广安爱众,7.18,1.0,7.413,0.029,
600966,博汇纸业,13.37,0.0,7.398,0.039,
600995,文山电力,4.79,0.42,7.387,0.022,
000813,德展健康,10.81,-0.42,7.379,0.026,
600686,金龙汽车,6.07,2.18,7.377,0.031,
002873,新天药业,0.65,-0.23,7.373,0.023,
002379,宏创控股,9.26,0.31,7.372,0.036,
002846,英联股份,0.5,0.92,7.367,0.041,
002333,罗普斯金,4.85,-1.75,7.363,0.036,
002203,海亮股份,16.35,0.0,7.349,0.027,
300009,安科生物,6.61,-0.13,7.341,0.029,
000059,华锦股份,15.99,0.77,7.337,0.027,
002057,中钢天源,3.2,0.16,7.328,0.026,
000030,富奥股份,17.51,0.74,7.321,0.033,
600094,大名城,22.77,0.71,7.319,0.039,
002521,齐峰新材,4.25,0.17,7.311,0.028,
002197,证通电子,4.35,5.13,7.309,0.037,
002256,兆新股份,12.47,-0.92,7.301,0.042,
300047,天源迪科,3.04,0.0,7.298,0.022,
000875,吉电股份,19.54,0.72,7.295,0.027,
002195,二三四五,42.3,-0.7,7.282,0.037,
600690,青岛海尔,60.97,2.51,7.275,0.038,
600249,两面针,5.5,-0.7,7.273,0.044,
002136,安 纳 达,2.14,0.46,7.272,0.022,
002775,文科园林,4.33,0.0,7.268,0.032,
002558,巨人网络,4.27,2.06,7.256,0.039,
600984,建设机械,7.86,-1.26,7.255,0.023,
002807,江阴银行,7.18,1.58,7.244,0.027,
300086,康芝药业,4.36,1.83,7.24,0.026,
300193,佳士科技,4.58,-1.63,7.238,0.027,
002839,张家港行,8.46,2.25,7.238,0.024,
000006,深振业Ａ,13.48,-0.55,7.226,0.031,
600697,欧亚集团,1.55,0.59,7.224,0.017,
300077,国民技术,5.41,-0.1,7.205,0.025,
600322,天房发展,11.06,0.48,7.192,0.03,
002819,东方中科,0.44,-0.04,7.184,0.023,
002380,科远股份,1.43,1.04,7.171,0.021,
300135,宝利国际,9.22,-1.32,7.167,0.034,
002336,人人乐,3.39,0.0,7.161,0.03,
600962,国投中鲁,2.54,-0.82,7.133,0.037,
600307,酒钢宏兴,62.63,-0.47,7.12,0.028,
002831,裕同科技,1.19,-0.6,7.103,0.031,
600153,建发股份,28.35,2.04,7.089,0.021,
601231,环旭电子,21.76,-0.4,7.082,0.033,
000090,天健集团,9.28,1.49,7.056,0.027,
000926,福星股份,9.47,0.43,7.049,0.037,
002244,滨江集团,27.03,-0.7,7.037,0.034,
000627,天茂集团,20.35,-0.62,7.028,0.031,
002135,东南网架,8.53,0.0,7.027,0.019,
002508,老板电器,9.35,2.12,7.017,0.028,
002774,快意电梯,0.88,-0.42,7.006,0.026,
600098,广州发展,27.26,0.53,6.98,0.026,
000759,中百集团,6.81,1.39,6.975,0.028,
002907,华森制药,0.59,-1.43,6.958,0.026,
600802,福建水泥,3.82,0.25,6.954,0.024,
600879,航天电子,24.13,0.0,6.945,0.022,
600177,雅戈尔,35.81,0.77,6.937,0.022,
002795,永和智控,0.64,1.06,6.934,0.036,
002734,利民股份,2.05,0.18,6.903,0.023,
000631,顺发恒业,24.33,1.3,6.865,0.036,
600886,国投电力,67.86,-1.45,6.843,0.028,
002503,搜于特,19.54,-0.71,6.839,0.04,
600397,*ST安煤,9.9,1.74,6.836,0.038,
601158,重庆水务,48.0,0.9,6.83,0.021,
600415,小商品城,54.43,1.55,6.809,0.023,
600876,洛阳玻璃,2.62,0.23,6.79,0.027,
002560,通达股份,2.71,0.2,6.76,0.037,
000933,神火股份,19.0,-0.22,6.755,0.035,
002080,中材科技,6.4,0.49,6.747,0.024,
600917,重庆燃气,15.56,-1.27,6.736,0.029,
002384,东山精密,11.63,4.26,6.733,0.025,
002221,东华能源,15.19,0.7,6.719,0.018,
000619,海螺型材,3.6,0.5,6.718,0.022,
002109,兴化股份,5.45,0.25,6.715,0.026,
002281,光迅科技,6.23,0.0,6.698,0.036,
002685,华东重机,6.2,-0.49,6.635,0.026,
002933,新兴装备,0.29,-1.21,6.634,0.04,
000868,安凯客车,6.96,0.24,6.626,0.035,
000553,沙隆达Ａ,2.44,-0.28,6.612,0.027,
002449,国星光电,6.08,0.63,6.602,0.03,
600106,重庆路桥,10.98,0.0,6.589,0.024,
000927,一汽夏利,15.95,-0.28,6.588,0.029,
002482,广田集团,15.29,0.0,6.586,0.047,
000732,泰禾集团,12.43,3.02,6.585,0.03,
000671,阳 光 城,32.41,0.53,6.565,0.016,
002183,怡 亚 通,21.2,1.79,6.563,0.031,
300094,国联水产,7.46,2.04,6.562,0.02,
000100,TCL 集团,117.28,0.0,6.549,0.022,
600079,人福医药,12.86,1.19,6.54,0.02,
002151,北斗星通,2.73,-0.6,6.53,0.022,
600270,外运发展,9.05,0.09,6.521,0.023,
600812,华北制药,16.31,0.23,6.52,0.02,
002003,伟星股份,6.3,0.13,6.516,0.037,
000028,国药一致,3.08,-0.02,6.512,0.012,
000007,全新好,3.09,3.15,6.502,0.06,
601155,新城控股,7.19,1.25,6.492,0.02,
600346,恒力股份,9.19,-0.67,6.472,0.025,
000751,锌业股份,14.1,0.32,6.465,0.024,
002789,建艺集团,0.66,0.41,6.464,0.025,
000819,岳阳兴长,2.71,-0.6,6.459,0.017,
600675,中华企业,18.67,-0.31,6.456,0.022,
000408,藏格控股,4.47,2.09,6.448,0.02,
600062,华润双鹤,8.23,-1.18,6.447,0.026,
600010,包钢股份,316.77,-1.79,6.437,0.025,
002186,全 聚 德,3.06,1.45,6.428,0.021,
600320,振华重工,33.22,0.61,6.425,0.018,
002155,湖南黄金,12.02,0.29,6.417,0.032,
600771,广誉远,3.02,0.12,6.415,0.016,
000962,东方钽业,4.41,-0.57,6.4,0.028,
002898,赛隆药业,0.6,0.06,6.374,0.026,
000613,大东海A,2.66,1.01,6.357,0.02,
601368,绿城水务,7.36,0.81,6.332,0.022,
300143,星普医科,2.63,1.74,6.331,0.022,
002909,集泰股份,0.79,-0.71,6.312,0.035,
002594,比亚迪,11.42,-0.25,6.305,0.043,
601138,工业富联,11.18,-0.31,6.292,0.019,
002899,英派斯,0.79,-0.97,6.283,0.033,
000546,金圆股份,6.61,3.95,6.282,0.018,
002927,泰永长征,0.3,-2.09,6.272,0.025,
600893,航发动力,19.48,0.04,6.268,0.025,
600369,西南证券,56.45,2.16,6.244,0.034,
300046,台基股份,2.13,-0.8,6.242,0.026,
000918,嘉凯城,18.04,-0.93,6.223,0.058,
600352,浙江龙盛,32.53,-0.32,6.216,0.028,
002224,三 力 士,4.66,-1.71,6.214,0.037,
000088,盐 田 港,19.42,1.34,6.21,0.022,
002648,卫星石化,10.36,0.85,6.206,0.031,
000615,京汉股份,6.46,0.35,6.193,0.025,
002440,闰土股份,9.24,0.32,6.141,0.026,
002599,盛通股份,1.91,1.52,6.137,0.01,
601333,广深铁路,56.52,0.92,6.137,0.028,
601375,中原证券,18.03,3.5,6.124,0.032,
300024,机器人,15.14,-0.66,6.116,0.021,
600758,红阳能源,6.76,2.41,6.1,0.023,
002052,同洲电子,7.46,0.79,6.089,0.053,
000166,申万宏源,200.28,2.39,6.078,0.019,
002742,三圣股份,2.69,-0.87,6.074,0.025,
600495,晋西车轴,12.08,0.0,6.06,0.024,
002228,合兴包装,10.39,-1.87,6.058,0.034,
002074,国轩高科,10.08,0.15,6.053,0.028,
600059,古越龙山,8.09,1.74,6.042,0.021,
002422,科伦药业,10.29,-2.99,6.032,0.04,
000800,一汽轿车,14.12,1.55,6.031,0.036,
002275,桂林三金,5.33,0.66,6.028,0.019,
600858,银座股份,5.18,-0.19,6.025,0.025,
002032,苏 泊 尔,5.44,0.76,6.02,0.033,
002757,南兴装备,0.97,2.07,6.01,0.019,
002358,森源电气,9.1,0.32,6.006,0.021,
000560,我爱我家,11.3,0.34,5.999,0.022,
000803,金宇车城,1.28,-0.96,5.992,0.047,
000677,恒天海龙,8.64,-0.98,5.965,0.045,
000514,渝 开 发,8.44,-0.49,5.958,0.037,
000767,漳泽电力,29.12,0.35,5.928,0.02,
002146,荣盛发展,38.94,0.86,5.92,0.018,
002403,爱仕达,2.93,0.61,5.911,0.023,
000550,江铃汽车,5.18,0.0,5.904,0.022,
002523,天桥起重,13.5,0.62,5.903,0.02,
000656,金科股份,52.22,0.82,5.887,0.016,
600763,通策医疗,3.21,-0.2,5.882,0.023,
002068,黑猫股份,6.07,0.14,5.876,0.027,
000151,中成股份,2.67,0.27,5.866,0.029,
600908,无锡银行,8.04,1.53,5.862,0.022,
600903,贵州燃气,4.51,-2.36,5.861,0.035,
600091,ST明科,3.37,2.69,5.826,0.031,
002078,太阳纸业,25.31,-1.02,5.767,0.048,
000537,广宇发展,5.13,2.54,5.754,0.024,
601228,广州港,14.43,1.84,5.736,0.021,
000895,双汇发展,32.99,0.8,5.7,0.032,
000723,美锦能源,10.81,-0.76,5.654,0.039,
002818,富森美,0.9,-0.34,5.643,0.025,
000089,深圳机场,20.51,-0.62,5.621,0.02,
600973,宝胜股份,8.95,0.0,5.619,0.016,
002621,三垒股份,2.71,-8.15,5.613,0.044,
601106,中国一重,65.38,-0.35,5.612,0.017,
600713,南京医药,8.97,0.85,5.578,0.021,
000625,长安汽车,37.61,1.37,5.575,0.019,
600385,山东金泰,1.43,3.72,5.491,0.029,
601068,中铝国际,2.96,-0.46,5.474,0.033,
002394,联发股份,3.24,0.29,5.466,0.015,
601000,唐山港,55.74,0.0,5.459,0.023,
600118,中国卫星,11.82,0.0,5.43,0.021,
000425,徐工机械,69.94,0.0,5.424,0.023,
600376,首开股份,25.46,1.12,5.423,0.023,
600161,天坛生物,8.71,-0.81,5.419,0.021,
000697,炼石航空,4.54,2.59,5.415,0.027,
600295,鄂尔多斯,6.12,1.3,5.415,0.021,
002199,东晶电子,2.26,-0.11,5.414,0.026,
002582,好想你,2.61,1.66,5.414,0.035,
000060,中金岭南,35.68,-0.22,5.414,0.021,
600170,上海建工,84.87,1.95,5.387,0.015,
600511,国药股份,2.78,-0.74,5.373,0.03,
600328,兰太实业,4.38,0.66,5.365,0.029,
000725,京东方Ａ,338.6,0.34,5.362,0.025,
601098,中南传媒,17.96,-1.54,5.352,0.025,
002187,广百股份,3.42,0.86,5.342,0.019,
600844,丹化科技,8.23,3.5,5.341,0.023,
300172,中电环保,3.46,-0.34,5.339,0.019,
600598,北大荒,17.78,0.33,5.328,0.018,
600129,太极集团,4.27,-0.27,5.322,0.021,
300120,经纬辉开,2.13,0.63,5.313,0.034,
