,ts_code,name,industry,turnover_rate,turnover_rate_f
209,000637.SZ,茂化实华,石油加工,,
210,000638.SZ,万方发展,批发业,,
211,000639.SZ,西王食品,食品,,
212,000650.SZ,仁和药业,中成药,,
213,000651.SZ,格力电器,家用电器,,
214,000652.SZ,泰达股份,批发业,,
215,000655.SZ,*ST金岭,普钢,,
216,000656.SZ,金科股份,区域地产,,
217,000657.SZ,中钨高新,小金属,,
218,000659.SZ,珠海中富,广告包装,,
219,000661.SZ,长春高新,生物制药,,
220,000662.SZ,天夏智慧,软件服务,,
221,000663.SZ,永安林业,林业,,
222,000665.SZ,湖北广电,影视音像,,
223,000666.SZ,经纬纺机,纺织机械,,
224,000667.SZ,美好置业,全国地产,,
225,000668.SZ,荣丰控股,区域地产,,
226,000669.SZ,金鸿控股,供气供热,,
227,000670.SZ,盈方微,元器件,,
228,000671.SZ,阳光城,区域地产,,
229,000672.SZ,上峰水泥,水泥,,
230,000673.SZ,当代东方,影视音像,,
231,000676.SZ,智度股份,互联网,,
232,000677.SZ,恒天海龙,化纤,,
233,000678.SZ,襄阳轴承,机械基件,,
234,000679.SZ,大连友谊,百货,,
235,000680.SZ,山推股份,工程机械,,
236,000681.SZ,视觉中国,互联网,,
237,000682.SZ,东方电子,电气设备,,
238,000683.SZ,远兴能源,化工原料,,
239,000685.SZ,中山公用,水务,,
240,000686.SZ,东北证券,证券,,
241,000687.SZ,华讯方舟,通信设备,,
242,000688.SZ,国城矿业,铅锌,,
243,000690.SZ,宝新能源,火力发电,,
244,000691.SZ,亚太实业,区域地产,,
245,000692.SZ,惠天热电,供气供热,,
246,000693.SZ,*ST华泽,小金属,,
247,000695.SZ,滨海能源,供气供热,,
248,000697.SZ,炼石航空,航空,,
249,000698.SZ,沈阳化工,化工原料,,
250,000700.SZ,模塑科技,汽车配件,,
251,000701.SZ,厦门信达,综合类,,
252,000702.SZ,正虹科技,饲料,,
253,000703.SZ,恒逸石化,化纤,,
254,000705.SZ,浙江震元,医药商业,,
255,000707.SZ,*ST双环,化工原料,,
256,000708.SZ,大冶特钢,特种钢,,
257,000709.SZ,河钢股份,普钢,,
258,000710.SZ,贝瑞基因,医疗保健,,
259,000711.SZ,京蓝科技,软件服务,,
260,000712.SZ,锦龙股份,证券,,
261,000713.SZ,丰乐种业,种植业,,
262,000715.SZ,中兴商业,百货,,
263,000716.SZ,黑芝麻,食品,,
264,000717.SZ,韶钢松山,普钢,,
265,000718.SZ,苏宁环球,区域地产,,
266,000719.SZ,中原传媒,出版业,,
267,000720.SZ,*ST新能,火力发电,,
268,000721.SZ,西安饮食,酒店餐饮,,
269,000722.SZ,湖南发展,水力发电,,
270,000723.SZ,美锦能源,焦炭加工,,
271,000725.SZ,京东方A,元器件,,
272,000726.SZ,鲁泰A,纺织,,
273,000727.SZ,华东科技,元器件,,
274,000728.SZ,国元证券,证券,,
275,000729.SZ,燕京啤酒,啤酒,,
276,000731.SZ,四川美丰,农药化肥,,
277,000732.SZ,泰禾集团,区域地产,,
278,000733.SZ,振华科技,元器件,,
279,000735.SZ,罗牛山,农业综合,,
280,000736.SZ,中交地产,全国地产,,
281,000737.SZ,*ST南风,日用化工,,
282,000738.SZ,航发控制,航空,,
283,000739.SZ,普洛药业,化学制药,,
284,000750.SZ,国海证券,证券,,
285,000751.SZ,锌业股份,铅锌,,
286,000752.SZ,西藏发展,啤酒,,
287,000753.SZ,漳州发展,汽车服务,,
288,000755.SZ,山西路桥,公路,,
289,000756.SZ,新华制药,化学制药,,
290,000757.SZ,浩物股份,汽车配件,,
291,000758.SZ,中色股份,铅锌,,
292,000759.SZ,中百集团,超市连锁,,
293,000760.SZ,斯太尔,汽车配件,,
294,000761.SZ,本钢板材,普钢,,
295,000762.SZ,西藏矿业,小金属,,
296,000766.SZ,通化金马,中成药,,
297,000767.SZ,漳泽电力,火力发电,,
298,000768.SZ,中航飞机,航空,,
299,000776.SZ,广发证券,证券,,
300,000777.SZ,中核科技,机械基件,,
301,000778.SZ,新兴铸管,钢加工,,
302,000779.SZ,三毛派神,纺织,,
303,000780.SZ,平庄能源,煤炭开采,,
304,000782.SZ,美达股份,化纤,,
305,000783.SZ,长江证券,证券,,
306,000785.SZ,武汉中商,百货,,
307,000786.SZ,北新建材,其他建材,,
308,000788.SZ,北大医药,化学制药,,
309,000789.SZ,万年青,水泥,,
310,000790.SZ,泰合健康,中成药,,
311,000791.SZ,甘肃电投,水力发电,,
312,000792.SZ,盐湖股份,化工原料,,
313,000793.SZ,华闻传媒,出版业,,
314,000795.SZ,英洛华,矿物制品,,
315,000796.SZ,凯撒旅游,旅游服务,,
316,000797.SZ,中国武夷,全国地产,,
317,000798.SZ,中水渔业,渔业,,
318,000799.SZ,酒鬼酒,白酒,,
319,000800.SZ,一汽轿车,汽车整车,,
320,000801.SZ,四川九洲,通信设备,,
321,000802.SZ,北京文化,影视音像,,
322,000803.SZ,金宇车城,纺织,,
323,000806.SZ,银河生物,生物制药,,
324,000807.SZ,云铝股份,铝,,
325,000809.SZ,铁岭新城,区域地产,,
326,000810.SZ,创维数字,家用电器,,
327,000811.SZ,冰轮环境,工程机械,,
328,000812.SZ,陕西金叶,广告包装,,
329,000813.SZ,德展健康,化学制药,,
330,000815.SZ,美利云,造纸,,
331,000816.SZ,*ST慧业,农用机械,,
332,000818.SZ,航锦科技,化工原料,,
333,000819.SZ,岳阳兴长,石油加工,,
334,000820.SZ,神雾节能,环境保护,,
335,000821.SZ,京山轻机,轻工机械,,
336,000822.SZ,山东海化,化工原料,,
337,000823.SZ,超声电子,元器件,,
338,000825.SZ,太钢不锈,特种钢,,
339,000826.SZ,启迪桑德,环境保护,,
340,000828.SZ,东莞控股,路桥,,
341,000829.SZ,天音控股,其他商业,,
342,000830.SZ,鲁西化工,农药化肥,,
343,000831.SZ,五矿稀土,小金属,,
344,000833.SZ,粤桂股份,造纸,,
345,000835.SZ,长城动漫,影视音像,,
346,000836.SZ,富通鑫茂,通信设备,,
347,000837.SZ,秦川机床,机床制造,,
348,000838.SZ,财信发展,区域地产,,
349,000839.SZ,中信国安,综合类,,
350,000848.SZ,承德露露,软饮料,,
351,000850.SZ,华茂股份,纺织,,
352,000851.SZ,高鸿股份,软件服务,,
353,000852.SZ,石化机械,化工机械,,
354,000856.SZ,冀东装备,机械基件,,
355,000858.SZ,五粮液,白酒,,
356,000859.SZ,国风塑业,塑料,,
357,000860.SZ,顺鑫农业,白酒,,
358,000861.SZ,海印股份,房产服务,,
359,000862.SZ,银星能源,新型电力,,
360,000863.SZ,三湘印象,区域地产,,
361,000868.SZ,安凯客车,汽车整车,,
362,000869.SZ,张裕A,红黄药酒,,
363,000875.SZ,吉电股份,火力发电,,
364,000876.SZ,新希望,饲料,,
365,000877.SZ,天山股份,水泥,,
366,000878.SZ,云南铜业,铜,,
367,000880.SZ,潍柴重机,机械基件,,
368,000881.SZ,中广核技,综合类,,
369,000882.SZ,华联股份,百货,,
370,000883.SZ,湖北能源,火力发电,,
371,000885.SZ,城发环境,公路,,
372,000886.SZ,海南高速,路桥,,
373,000887.SZ,中鼎股份,橡胶,,
374,000888.SZ,峨眉山A,旅游景点,,
375,000889.SZ,茂业通信,通信设备,,
376,000890.SZ,法尔胜,钢加工,,
377,000892.SZ,欢瑞世纪,影视音像,,
378,000893.SZ,*ST东凌,食品,,
379,000895.SZ,双汇发展,食品,,
380,000897.SZ,津滨发展,区域地产,,
381,000898.SZ,鞍钢股份,普钢,,
382,000899.SZ,赣能股份,火力发电,,
383,000900.SZ,现代投资,路桥,,
384,000901.SZ,航天科技,航空,,
385,000902.SZ,新洋丰,农药化肥,,
386,000903.SZ,云内动力,机械基件,,
387,000905.SZ,厦门港务,港口,,
388,000906.SZ,浙商中拓,批发业,,
389,000908.SZ,景峰医药,化学制药,,
390,000909.SZ,数源科技,综合类,,
391,000910.SZ,大亚圣象,家居用品,,
392,000911.SZ,南宁糖业,食品,,
393,000912.SZ,*ST天化,农药化肥,,
394,000913.SZ,钱江摩托,摩托车,,
395,000915.SZ,山大华特,化学制药,,
396,000917.SZ,电广传媒,影视音像,,
397,000918.SZ,嘉凯城,全国地产,,
398,000919.SZ,金陵药业,化学制药,,
399,000920.SZ,南方汇通,环境保护,,
400,000921.SZ,海信家电,家用电器,,
401,000922.SZ,佳电股份,电气设备,,
402,000923.SZ,河北宣工,铜,,
403,000925.SZ,众合科技,专用机械,,
404,000926.SZ,福星股份,区域地产,,
405,000927.SZ,一汽夏利,汽车整车,,
406,000928.SZ,中钢国际,建筑施工,,
407,000929.SZ,兰州黄河,啤酒,,
408,000930.SZ,中粮生化,农业综合,,
409,000931.SZ,中关村,生物制药,,
410,000932.SZ,华菱钢铁,普钢,,
411,000933.SZ,神火股份,煤炭开采,,
412,000935.SZ,四川双马,水泥,,
413,000936.SZ,华西股份,化纤,,
414,000937.SZ,冀中能源,煤炭开采,,
415,000938.SZ,紫光股份,软件服务,,
416,000939.SZ,*ST凯迪,新型电力,,
417,000948.SZ,南天信息,软件服务,,
418,000949.SZ,新乡化纤,化纤,,
419,000950.SZ,重药控股,农药化肥,,
420,000951.SZ,中国重汽,汽车整车,,
421,000952.SZ,广济药业,化学制药,,
422,000953.SZ,ST河化,农药化肥,,
423,000955.SZ,欣龙控股,纺织,,
424,000957.SZ,中通客车,汽车整车,,
425,000958.SZ,东方能源,火力发电,,
426,000959.SZ,首钢股份,普钢,,
427,000960.SZ,锡业股份,小金属,,
428,000961.SZ,中南建设,建筑施工,,
429,000962.SZ,东方钽业,小金属,,
430,000963.SZ,华东医药,化学制药,,
431,000965.SZ,天保基建,区域地产,,
432,000966.SZ,长源电力,火力发电,,
433,000967.SZ,盈峰环境,环境保护,,
434,000968.SZ,蓝焰控股,煤炭开采,,
435,000969.SZ,安泰科技,钢加工,,
436,000970.SZ,中科三环,元器件,,
437,000971.SZ,高升控股,互联网,,
438,000972.SZ,ST中基,食品,,
439,000973.SZ,佛塑科技,塑料,,
440,000975.SZ,银泰资源,铅锌,,
441,000976.SZ,华铁股份,运输设备,,
442,000977.SZ,浪潮信息,电脑设备,,
443,000978.SZ,桂林旅游,旅游景点,,
444,000979.SZ,中弘退,,,
445,000980.SZ,众泰汽车,汽车配件,,
446,000981.SZ,银亿股份,汽车配件,,
533,002070.SZ,*ST众和,纺织,,
647,002184.SZ,海得控制,软件服务,,
648,002185.SZ,华天科技,半导体,,
649,002186.SZ,全聚德,酒店餐饮,,
650,002187.SZ,广百股份,百货,,
651,002188.SZ,*ST巴士,广告包装,,
652,002189.SZ,利达光电,元器件,,
653,002190.SZ,成飞集成,汽车配件,,
654,002191.SZ,劲嘉股份,广告包装,,
655,002192.SZ,融捷股份,专用机械,,
656,002193.SZ,如意集团,纺织,,
657,002194.SZ,*ST凡谷,通信设备,,
658,002195.SZ,二三四五,软件服务,,
659,002196.SZ,方正电机,纺织机械,,
660,002197.SZ,证通电子,电器仪表,,
661,002198.SZ,嘉应制药,中成药,,
662,002199.SZ,东晶电子,元器件,,
663,002200.SZ,云投生态,环境保护,,
664,002201.SZ,九鼎新材,玻璃,,
665,002202.SZ,金风科技,电气设备,,
666,002203.SZ,海亮股份,铜,,
667,002204.SZ,大连重工,专用机械,,
668,002205.SZ,国统股份,其他建材,,
669,002206.SZ,海利得,化纤,,
670,002207.SZ,ST准油,石油开采,,
671,002208.SZ,合肥城建,区域地产,,
672,002209.SZ,达意隆,轻工机械,,
673,002210.SZ,飞马国际,仓储物流,,
674,002211.SZ,宏达新材,橡胶,,
675,002212.SZ,南洋股份,电气设备,,
676,002213.SZ,特尔佳,汽车配件,,
677,002214.SZ,大立科技,电器仪表,,
678,002215.SZ,诺普信,农药化肥,,
679,002216.SZ,三全食品,食品,,
680,002217.SZ,合力泰,元器件,,
681,002218.SZ,拓日新能,半导体,,
682,002219.SZ,恒康医疗,中成药,,
683,002220.SZ,天宝食品,食品,,
684,002221.SZ,东华能源,石油贸易,,
685,002222.SZ,福晶科技,元器件,,
686,002223.SZ,鱼跃医疗,医疗保健,,
687,002224.SZ,三力士,橡胶,,
688,002225.SZ,濮耐股份,其他建材,,
689,002226.SZ,江南化工,化工原料,,
690,002227.SZ,奥特迅,电气设备,,
691,002228.SZ,合兴包装,广告包装,,
692,002229.SZ,鸿博股份,广告包装,,
693,002230.SZ,科大讯飞,软件服务,,
694,002231.SZ,奥维通信,通信设备,,
695,002232.SZ,启明信息,软件服务,,
696,002233.SZ,塔牌集团,水泥,,
697,002234.SZ,民和股份,农业综合,,
698,002235.SZ,安妮股份,互联网,,
699,002236.SZ,大华股份,电器仪表,,
700,002237.SZ,恒邦股份,黄金,,
701,002238.SZ,天威视讯,影视音像,,
702,002239.SZ,奥特佳,汽车配件,,
703,002240.SZ,威华股份,家居用品,,
704,002241.SZ,歌尔股份,元器件,,
705,002242.SZ,九阳股份,家用电器,,
706,002243.SZ,通产丽星,塑料,,
707,002244.SZ,滨江集团,区域地产,,
708,002245.SZ,澳洋顺昌,仓储物流,,
709,002246.SZ,北化股份,化工原料,,
710,002247.SZ,聚力文化,软件服务,,
711,002248.SZ,华东数控,机床制造,,
712,002249.SZ,大洋电机,电气设备,,
713,002250.SZ,联化科技,化工原料,,
714,002251.SZ,步步高,超市连锁,,
715,002252.SZ,上海莱士,生物制药,,
716,002253.SZ,川大智胜,软件服务,,
717,002254.SZ,泰和新材,化纤,,
718,002255.SZ,海陆重工,专用机械,,
719,002256.SZ,兆新股份,染料涂料,,
720,002258.SZ,利尔化学,农药化肥,,
721,002259.SZ,ST升达,供气供热,,
722,002260.SZ,*ST德奥,航空,,
723,002261.SZ,拓维信息,互联网,,
724,002262.SZ,恩华药业,化学制药,,
725,002263.SZ,*ST东南,塑料,,
726,002264.SZ,新华都,超市连锁,,
727,002265.SZ,西仪股份,汽车配件,,
728,002266.SZ,浙富控股,电气设备,,
729,002267.SZ,陕天然气,供气供热,,
730,002268.SZ,卫士通,软件服务,,
731,002269.SZ,美邦服饰,服饰,,
732,002270.SZ,华明装备,电气设备,,
733,002271.SZ,东方雨虹,其他建材,,
734,002272.SZ,川润股份,机械基件,,
735,002273.SZ,水晶光电,元器件,,
736,002274.SZ,华昌化工,农药化肥,,
737,002275.SZ,桂林三金,中成药,,
738,002276.SZ,万马股份,电气设备,,
739,002277.SZ,友阿股份,百货,,
740,002278.SZ,神开股份,化工机械,,
741,002279.SZ,久其软件,软件服务,,
742,002280.SZ,联络互动,软件服务,,
743,002281.SZ,光迅科技,通信设备,,
744,002282.SZ,博深工具,轻工机械,,
745,002283.SZ,天润曲轴,汽车配件,,
746,002284.SZ,亚太股份,汽车配件,,
747,002285.SZ,世联行,房产服务,,
748,002286.SZ,保龄宝,食品,,
749,002287.SZ,奇正藏药,中成药,,
750,002288.SZ,超华科技,元器件,,
751,002289.SZ,宇顺电子,元器件,,
752,002290.SZ,中科新材,家用电器,,
753,002291.SZ,星期六,服饰,,
754,002292.SZ,奥飞娱乐,影视音像,,
755,002293.SZ,罗莱生活,纺织,,
756,002294.SZ,信立泰,化学制药,,
757,002295.SZ,精艺股份,铜,,
758,002296.SZ,辉煌科技,通信设备,,
759,002297.SZ,博云新材,矿物制品,,
760,002298.SZ,中电兴发,软件服务,,
761,002299.SZ,圣农发展,农业综合,,
762,002300.SZ,太阳电缆,电气设备,,
763,002301.SZ,齐心集团,文教休闲,,
764,002302.SZ,西部建设,水泥,,
765,002303.SZ,美盈森,造纸,,
766,002304.SZ,洋河股份,白酒,,
767,002305.SZ,南国置业,区域地产,,
768,002306.SZ,*ST云网,酒店餐饮,,
769,002307.SZ,北新路桥,建筑施工,,
770,002308.SZ,威创股份,电脑设备,,
771,002309.SZ,中利集团,电气设备,,
772,002310.SZ,东方园林,建筑施工,,
773,002311.SZ,海大集团,饲料,,
774,002312.SZ,三泰控股,电脑设备,,
775,002313.SZ,日海智能,通信设备,,
776,002314.SZ,南山控股,区域地产,,
777,002315.SZ,焦点科技,互联网,,
778,002316.SZ,亚联发展,软件服务,,
779,002317.SZ,众生药业,中成药,,
780,002318.SZ,久立特材,特种钢,,
781,002319.SZ,乐通股份,染料涂料,,
782,002320.SZ,海峡股份,水运,,
783,002321.SZ,华英农业,农业综合,,
784,002322.SZ,理工环科,环境保护,,
785,002323.SZ,*ST百特,建筑施工,,
786,002324.SZ,普利特,塑料,,
787,002325.SZ,洪涛股份,装修装饰,,
788,002326.SZ,永太科技,化工原料,,
789,002327.SZ,富安娜,纺织,,
790,002328.SZ,新朋股份,汽车配件,,
791,002329.SZ,皇氏集团,乳制品,,
792,002330.SZ,得利斯,食品,,
793,002331.SZ,皖通科技,软件服务,,
794,002332.SZ,仙琚制药,生物制药,,
795,002333.SZ,罗普斯金,铝,,
796,002334.SZ,英威腾,电气设备,,
797,002335.SZ,科华恒盛,电气设备,,
798,002336.SZ,人人乐,超市连锁,,
799,002337.SZ,赛象科技,化工机械,,
800,002338.SZ,奥普光电,电器仪表,,
801,002339.SZ,积成电子,电气设备,,
802,002340.SZ,格林美,小金属,,
803,002341.SZ,新纶科技,化工原料,,
804,002342.SZ,巨力索具,机械基件,,
805,002343.SZ,慈文传媒,影视音像,,
806,002344.SZ,海宁皮城,商品城,,
807,002345.SZ,潮宏基,服饰,,
808,002346.SZ,柘中股份,电气设备,,
809,002347.SZ,泰尔股份,机械基件,,
810,002348.SZ,高乐股份,文教休闲,,
811,002349.SZ,精华制药,中成药,,
812,002350.SZ,北京科锐,电气设备,,
813,002351.SZ,漫步者,电脑设备,,
814,002352.SZ,顺丰控股,仓储物流,,
815,002353.SZ,杰瑞股份,化工机械,,
816,002354.SZ,天神娱乐,互联网,,
817,002355.SZ,兴民智通,汽车配件,,
818,002356.SZ,赫美集团,其他商业,,
819,002357.SZ,富临运业,公路,,
820,002358.SZ,森源电气,电气设备,,
821,002359.SZ,北讯集团,通信设备,,
822,002360.SZ,同德化工,化工原料,,
823,002361.SZ,神剑股份,化工原料,,
824,002362.SZ,汉王科技,电脑设备,,
825,002363.SZ,隆基机械,汽车配件,,
826,002364.SZ,中恒电气,电气设备,,
827,002365.SZ,永安药业,化学制药,,
828,002366.SZ,台海核电,专用机械,,
829,002367.SZ,康力电梯,运输设备,,
830,002368.SZ,太极股份,软件服务,,
831,002369.SZ,卓翼科技,通信设备,,
832,002370.SZ,亚太药业,化学制药,,
833,002371.SZ,北方华创,专用机械,,
834,002372.SZ,伟星新材,其他建材,,
835,002373.SZ,千方科技,软件服务,,
836,002374.SZ,丽鹏股份,建筑施工,,
837,002375.SZ,亚厦股份,装修装饰,,
838,002376.SZ,新北洋,电脑设备,,
839,002377.SZ,国创高新,石油加工,,
840,002378.SZ,章源钨业,小金属,,
841,002379.SZ,宏创控股,铝,,
842,002380.SZ,科远股份,电气设备,,
843,002381.SZ,双箭股份,橡胶,,
844,002382.SZ,蓝帆医疗,医疗保健,,
845,002383.SZ,合众思壮,通信设备,,
846,002384.SZ,东山精密,通信设备,,
847,002385.SZ,大北农,饲料,,
848,002386.SZ,天原集团,化工原料,,
849,002387.SZ,维信诺,元器件,,
850,002388.SZ,新亚制程,元器件,,
851,002389.SZ,南洋科技,元器件,,
852,002390.SZ,信邦制药,中成药,,
853,002391.SZ,长青股份,农药化肥,,
854,002392.SZ,北京利尔,其他建材,,
855,002393.SZ,力生制药,化学制药,,
856,002394.SZ,联发股份,纺织,,
857,002395.SZ,双象股份,塑料,,
858,002396.SZ,星网锐捷,通信设备,,
859,002397.SZ,梦洁股份,纺织,,
860,002398.SZ,建研集团,其他建材,,
861,002399.SZ,海普瑞,化学制药,,
862,002400.SZ,省广集团,广告包装,,
863,002401.SZ,中远海科,软件服务,,
864,002402.SZ,和而泰,元器件,,
865,002403.SZ,爱仕达,家用电器,,
866,002404.SZ,嘉欣丝绸,纺织,,
867,002405.SZ,四维图新,软件服务,,
868,002406.SZ,远东传动,汽车配件,,
869,002407.SZ,多氟多,化工原料,,
870,002408.SZ,齐翔腾达,化工原料,,
871,002409.SZ,雅克科技,化工原料,,
872,002410.SZ,广联达,软件服务,,
873,002411.SZ,延安必康,化学制药,,
874,002412.SZ,汉森制药,中成药,,
875,002413.SZ,雷科防务,通信设备,,
876,002414.SZ,高德红外,电器仪表,,
877,002415.SZ,海康威视,电器仪表,,
878,002416.SZ,爱施德,电器连锁,,
879,002417.SZ,深南股份,通信设备,,
880,002418.SZ,康盛股份,机械基件,,
881,002419.SZ,天虹股份,百货,,
882,002420.SZ,毅昌股份,塑料,,
883,002421.SZ,达实智能,软件服务,,
884,002422.SZ,科伦药业,化学制药,,
885,002423.SZ,中原特钢,特种钢,,
886,002424.SZ,贵州百灵,中成药,,
887,002425.SZ,凯撒文化,互联网,,
888,002426.SZ,胜利精密,元器件,,
889,002427.SZ,*ST尤夫,化纤,,
890,002428.SZ,云南锗业,小金属,,
891,002429.SZ,兆驰股份,家用电器,,
892,002430.SZ,杭氧股份,化工机械,,
893,002431.SZ,棕榈股份,建筑施工,,
894,002432.SZ,九安医疗,医疗保健,,
895,002433.SZ,太安堂,中成药,,
896,002434.SZ,万里扬,汽车配件,,
897,002435.SZ,长江润发,化学制药,,
898,002436.SZ,兴森科技,元器件,,
899,002437.SZ,誉衡药业,化学制药,,
900,002438.SZ,江苏神通,机械基件,,
901,002439.SZ,启明星辰,软件服务,,
902,002440.SZ,闰土股份,染料涂料,,
903,002441.SZ,众业达,批发业,,
904,002442.SZ,龙星化工,化工原料,,
905,002443.SZ,金洲管道,钢加工,,
906,002444.SZ,巨星科技,轻工机械,,
907,002445.SZ,ST中南,影视音像,,
908,002446.SZ,盛路通信,通信设备,,
909,002447.SZ,晨鑫科技,互联网,,
910,002448.SZ,中原内配,汽车配件,,
911,002449.SZ,国星光电,半导体,,
912,002450.SZ,康得新,化工原料,,
913,002451.SZ,摩恩电气,电气设备,,
914,002452.SZ,长高集团,电气设备,,
915,002453.SZ,华软科技,化工原料,,
916,002454.SZ,松芝股份,汽车配件,,
917,002455.SZ,百川股份,化工原料,,
918,002456.SZ,欧菲科技,元器件,,
919,002457.SZ,青龙管业,塑料,,
920,002458.SZ,益生股份,农业综合,,
921,002459.SZ,天业通联,工程机械,,
922,002460.SZ,赣锋锂业,小金属,,
923,002461.SZ,珠江啤酒,啤酒,,
924,002462.SZ,嘉事堂,医药商业,,
925,002463.SZ,沪电股份,元器件,,
926,002464.SZ,众应互联,互联网,,
927,002465.SZ,海格通信,通信设备,,
928,002466.SZ,天齐锂业,小金属,,
929,002467.SZ,二六三,电信运营,,
930,002468.SZ,申通快递,仓储物流,,
931,002469.SZ,三维工程,建筑施工,,
932,002470.SZ,金正大,农药化肥,,
933,002471.SZ,中超控股,电气设备,,
934,002472.SZ,双环传动,机械基件,,
935,002473.SZ,*ST圣莱,家用电器,,
936,002474.SZ,榕基软件,软件服务,,
937,002475.SZ,立讯精密,元器件,,
938,002476.SZ,宝莫股份,化工原料,,
939,002477.SZ,雏鹰农牧,农业综合,,
940,002478.SZ,常宝股份,钢加工,,
941,002479.SZ,富春环保,火力发电,,
942,002480.SZ,新筑股份,机械基件,,
943,002481.SZ,双塔食品,食品,,
944,002482.SZ,广田集团,装修装饰,,
945,002483.SZ,润邦股份,工程机械,,
946,002484.SZ,江海股份,元器件,,
947,002485.SZ,希努尔,服饰,,
948,002486.SZ,嘉麟杰,服饰,,
949,002487.SZ,大金重工,钢加工,,
950,002488.SZ,金固股份,汽车配件,,
951,002489.SZ,浙江永强,家居用品,,
952,002490.SZ,山东墨龙,化工机械,,
953,002491.SZ,通鼎互联,通信设备,,
954,002492.SZ,恒基达鑫,仓储物流,,
955,002493.SZ,荣盛石化,化纤,,
956,002494.SZ,华斯股份,服饰,,
957,002495.SZ,佳隆股份,食品,,
958,002496.SZ,ST辉丰,农药化肥,,
959,002497.SZ,雅化集团,化工原料,,
960,002498.SZ,汉缆股份,电气设备,,
961,002499.SZ,科林环保,环境保护,,
962,002500.SZ,山西证券,证券,,
963,002501.SZ,利源精制,铝,,
964,002502.SZ,骅威文化,影视音像,,
965,002503.SZ,搜于特,服饰,,
966,002504.SZ,弘高创意,装修装饰,,
967,002505.SZ,大康农业,农业综合,,
968,002506.SZ,协鑫集成,电气设备,,
969,002507.SZ,涪陵榨菜,食品,,
970,002508.SZ,老板电器,家用电器,,
971,002509.SZ,天广中茂,专用机械,,
972,002510.SZ,天汽模,汽车配件,,
973,002511.SZ,中顺洁柔,造纸,,
974,002512.SZ,达华智能,元器件,,
975,002513.SZ,蓝丰生化,农药化肥,,
976,002514.SZ,宝馨科技,机械基件,,
977,002515.SZ,金字火腿,食品,,
978,002516.SZ,旷达科技,纺织,,
979,002517.SZ,恺英网络,互联网,,
980,002518.SZ,科士达,电器仪表,,
981,002519.SZ,银河电子,通信设备,,
982,002520.SZ,日发精机,机床制造,,
983,002521.SZ,齐峰新材,造纸,,
984,002522.SZ,浙江众成,塑料,,
985,002523.SZ,天桥起重,工程机械,,
1141,002680.SZ,*ST长生,生物制药,,
1186,002728.SZ,特一药业,中成药,,
1187,002729.SZ,好利来,元器件,,
1188,002730.SZ,电光科技,电气设备,,
1189,002731.SZ,萃华珠宝,服饰,,
1190,002732.SZ,燕塘乳业,乳制品,,
1191,002733.SZ,雄韬股份,电气设备,,
1192,002734.SZ,利民股份,农药化肥,,
1193,002735.SZ,王子新材,塑料,,
1194,002736.SZ,国信证券,证券,,
1195,002737.SZ,葵花药业,中成药,,
1196,002738.SZ,中矿资源,建筑施工,,
1197,002739.SZ,万达电影,影视音像,,
1198,002740.SZ,爱迪尔,服饰,,
1199,002741.SZ,光华科技,化工原料,,
1200,002742.SZ,三圣股份,其他建材,,
1201,002743.SZ,富煌钢构,钢加工,,
1202,002745.SZ,木林森,半导体,,
1203,002746.SZ,仙坛股份,农业综合,,
1204,002747.SZ,埃斯顿,机械基件,,
1205,002748.SZ,世龙实业,化工原料,,
1206,002749.SZ,国光股份,农药化肥,,
1207,002750.SZ,龙津药业,中成药,,
1208,002751.SZ,易尚展示,家居用品,,
1209,002752.SZ,昇兴股份,广告包装,,
1210,002753.SZ,永东股份,化工原料,,
1211,002755.SZ,东方新星,建筑施工,,
1212,002756.SZ,永兴特钢,特种钢,,
1213,002757.SZ,南兴装备,家居用品,,
1214,002758.SZ,华通医药,医药商业,,
1215,002759.SZ,天际股份,家用电器,,
1216,002760.SZ,凤形股份,机械基件,,
1217,002761.SZ,多喜爱,纺织,,
1218,002762.SZ,金发拉比,服饰,,
1219,002763.SZ,汇洁股份,服饰,,
1220,002765.SZ,蓝黛传动,汽车配件,,
1221,002766.SZ,索菱股份,汽车配件,,
1222,002767.SZ,先锋电子,电器仪表,,
1223,002768.SZ,国恩股份,塑料,,
1224,002769.SZ,普路通,仓储物流,,
1225,002770.SZ,科迪乳业,乳制品,,
1226,002771.SZ,真视通,软件服务,,
1227,002772.SZ,众兴菌业,种植业,,
1228,002773.SZ,康弘药业,中成药,,
1229,002774.SZ,快意电梯,运输设备,,
1230,002775.SZ,文科园林,建筑施工,,
1231,002776.SZ,柏堡龙,服饰,,
1232,002777.SZ,久远银海,软件服务,,
1233,002778.SZ,高科石化,石油加工,,
1234,002779.SZ,中坚科技,农用机械,,
1235,002780.SZ,三夫户外,其他商业,,
1236,002781.SZ,奇信股份,装修装饰,,
1237,002782.SZ,可立克,电气设备,,
1238,002783.SZ,凯龙股份,化工原料,,
1239,002785.SZ,万里石,其他建材,,
1240,002786.SZ,银宝山新,专用机械,,
1241,002787.SZ,华源控股,广告包装,,
1242,002788.SZ,鹭燕医药,医药商业,,
1243,002789.SZ,建艺集团,装修装饰,,
1244,002790.SZ,瑞尔特,家居用品,,
1245,002791.SZ,坚朗五金,其他建材,,
1246,002792.SZ,通宇通讯,通信设备,,
1247,002793.SZ,东音股份,专用机械,,
