,ts_code,name,industry,turnover_rate,continuously_up,average_p_change,float_share,free_share,circ_mv
607,002144.SZ,宏达高科,纺织,,,,,,
608,002145.SZ,中核钛白,化工原料,,,,,,
609,002146.SZ,荣盛发展,全国地产,,,,,,
610,002147.SZ,ST新光,区域地产,,,,,,
611,002148.SZ,北纬科技,互联网,,,,,,
612,002149.SZ,西部材料,小金属,,,,,,
613,002150.SZ,通润装备,机械基件,,,,,,
614,002151.SZ,北斗星通,通信设备,,,,,,
615,002152.SZ,广电运通,电脑设备,,,,,,
616,002153.SZ,石基信息,软件服务,,,,,,
617,002154.SZ,报喜鸟,服饰,,,,,,
618,002155.SZ,湖南黄金,黄金,,,,,,
619,002156.SZ,通富微电,半导体,,,,,,
620,002157.SZ,正邦科技,饲料,,,,,,
706,002243.SZ,通产丽星,塑料,,,,,,
715,002252.SZ,上海莱士,生物制药,0.022,,,497258.9099,141170.1203,8736839.0469
785,002323.SZ,*ST百特,建筑施工,,,,,,
821,002359.SZ,北讯集团,通信设备,,,,,,
822,002360.SZ,同德化工,化工原料,,,,,,
823,002361.SZ,神剑股份,化工原料,,,,,,
824,002362.SZ,汉王科技,电脑设备,,,,,,
825,002363.SZ,隆基机械,汽车配件,,,,,,
826,002364.SZ,中恒电气,电气设备,,,,,,
827,002365.SZ,永安药业,化学制药,,,,,,
828,002366.SZ,台海核电,专用机械,,,,,,
829,002367.SZ,康力电梯,运输设备,,,,,,
830,002368.SZ,太极股份,软件服务,,,,,,
831,002369.SZ,卓翼科技,通信设备,,,,,,
832,002370.SZ,亚太药业,化学制药,,,,,,
833,002371.SZ,北方华创,专用机械,,,,,,
834,002372.SZ,伟星新材,其他建材,,,,,,
835,002373.SZ,千方科技,软件服务,,,,,,
836,002374.SZ,丽鹏股份,建筑施工,,,,,,
837,002375.SZ,亚厦股份,装修装饰,,,,,,
838,002376.SZ,新北洋,电脑设备,,,,,,
839,002377.SZ,国创高新,石油加工,,,,,,
840,002378.SZ,章源钨业,小金属,,,,,,
841,002379.SZ,宏创控股,铝,,,,,,
842,002380.SZ,科远股份,电气设备,,,,,,
843,002381.SZ,双箭股份,橡胶,,,,,,
844,002382.SZ,蓝帆医疗,医疗保健,,,,,,
845,002383.SZ,合众思壮,通信设备,,,,,,
846,002384.SZ,东山精密,通信设备,,,,,,
847,002385.SZ,大北农,饲料,,,,,,
848,002386.SZ,天原集团,化工原料,,,,,,
849,002387.SZ,维信诺,元器件,,,,,,
850,002388.SZ,新亚制程,元器件,,,,,,
851,002389.SZ,南洋科技,元器件,,,,,,
852,002390.SZ,信邦制药,中成药,,,,,,
853,002391.SZ,长青股份,农药化肥,,,,,,
854,002392.SZ,北京利尔,其他建材,,,,,,
855,002393.SZ,力生制药,化学制药,,,,,,
856,002394.SZ,联发股份,纺织,,,,,,
857,002395.SZ,双象股份,塑料,,,,,,
858,002396.SZ,星网锐捷,通信设备,,,,,,
859,002397.SZ,梦洁股份,纺织,,,,,,
860,002398.SZ,建研集团,其他建材,,,,,,
861,002399.SZ,海普瑞,化学制药,,,,,,
862,002400.SZ,省广集团,广告包装,,,,,,
863,002401.SZ,中远海科,软件服务,,,,,,
864,002402.SZ,和而泰,元器件,,,,,,
865,002403.SZ,爱仕达,家用电器,,,,,,
866,002404.SZ,嘉欣丝绸,纺织,,,,,,
867,002405.SZ,四维图新,软件服务,,,,,,
868,002406.SZ,远东传动,汽车配件,,,,,,
869,002407.SZ,多氟多,化工原料,,,,,,
870,002408.SZ,齐翔腾达,化工原料,,,,,,
1071,002610.SZ,爱康科技,电气设备,,,,,,
1072,002611.SZ,东方精工,轻工机械,,,,,,
1073,002612.SZ,朗姿股份,服饰,,,,,,
1074,002613.SZ,北玻股份,专用机械,,,,,,
1075,002614.SZ,奥佳华,医疗保健,,,,,,
1076,002615.SZ,哈尔斯,家居用品,,,,,,
1077,002616.SZ,长青集团,环境保护,,,,,,
1078,002617.SZ,露笑科技,电气设备,,,,,,
1079,002618.SZ,丹邦科技,元器件,,,,,,
1080,002619.SZ,艾格拉斯,互联网,,,,,,
1081,002620.SZ,瑞和股份,装修装饰,,,,,,
1082,002621.SZ,三垒股份,专用机械,,,,,,
1083,002622.SZ,融钰集团,电气设备,,,,,,
1084,002623.SZ,亚玛顿,玻璃,,,,,,
1085,002624.SZ,完美世界,影视音像,,,,,,
1086,002625.SZ,光启技术,汽车配件,,,,,,
1087,002626.SZ,金达威,食品,,,,,,
1088,002627.SZ,宜昌交运,公共交通,,,,,,
1089,002628.SZ,成都路桥,建筑施工,,,,,,
1090,002629.SZ,仁智股份,石油开采,,,,,,
1091,002630.SZ,华西能源,专用机械,,,,,,
1092,002631.SZ,德尔未来,家居用品,,,,,,
1093,002632.SZ,道明光学,化工原料,,,,,,
1094,002633.SZ,申科股份,机械基件,,,,,,
1095,002634.SZ,棒杰股份,服饰,,,,,,
1096,002635.SZ,安洁科技,电脑设备,,,,,,
1097,002636.SZ,金安国纪,元器件,,,,,,
1098,002637.SZ,赞宇科技,日用化工,,,,,,
1099,002638.SZ,勤上股份,半导体,,,,,,
1100,002639.SZ,雪人股份,专用机械,,,,,,
1101,002640.SZ,跨境通,服饰,,,,,,
1102,002641.SZ,永高股份,塑料,,,,,,
1103,002642.SZ,荣之联,软件服务,,,,,,
1104,002643.SZ,万润股份,化工原料,,,,,,
1105,002644.SZ,佛慈制药,中成药,,,,,,
1106,002645.SZ,华宏科技,专用机械,,,,,,
1107,002646.SZ,青青稞酒,白酒,,,,,,
1108,002647.SZ,仁东控股,多元金融,,,,,,
1109,002648.SZ,卫星石化,化工原料,,,,,,
1110,002649.SZ,博彦科技,软件服务,,,,,,
1111,002650.SZ,加加食品,食品,,,,,,
1112,002651.SZ,利君股份,专用机械,,,,,,
1113,002652.SZ,扬子新材,其他建材,,,,,,
1114,002653.SZ,海思科,化学制药,,,,,,
1115,002654.SZ,万润科技,半导体,,,,,,
1116,002655.SZ,共达电声,元器件,,,,,,
1117,002656.SZ,摩登大道,服饰,,,,,,
1118,002657.SZ,中科金财,软件服务,,,,,,
1119,002658.SZ,雪迪龙,环境保护,,,,,,
1120,002659.SZ,凯文教育,文教休闲,,,,,,
1121,002660.SZ,茂硕电源,电气设备,2.6573,,,21128.6047,16877.3908,133110.2096
1141,002680.SZ,*ST长生,生物制药,,,,,,
1217,002761.SZ,多喜爱,纺织,,,,,,
1383,002941.SZ,新疆交建,建筑施工,1.4262,,,6500.0,6500.0,130975.0
1384,002942.SZ,新农股份,农药化肥,0.0913,,,3000.0,3000.0,74910.0
1385,002943.SZ,宇晶股份,机床制造,65.5674,,,2500.0,2500.0,105500.0
1386,300001.SZ,特锐德,电气设备,,,,,,
1387,300002.SZ,神州泰岳,软件服务,,,,,,
1388,300003.SZ,乐普医疗,医疗保健,,,,,,
1389,300004.SZ,南风股份,电气设备,,,,,,
1390,300005.SZ,探路者,服饰,,,,,,
1391,300006.SZ,莱美药业,化学制药,,,,,,
1392,300007.SZ,汉威科技,电器仪表,,,,,,
1393,300008.SZ,天海防务,船舶,,,,,,
1394,300009.SZ,安科生物,生物制药,,,,,,
1395,300010.SZ,立思辰,软件服务,,,,,,
1396,300011.SZ,鼎汉技术,运输设备,,,,,,
1397,300012.SZ,华测检测,电器仪表,,,,,,
1398,300013.SZ,新宁物流,仓储物流,,,,,,
1399,300014.SZ,亿纬锂能,元器件,,,,,,
1400,300015.SZ,爱尔眼科,医疗保健,,,,,,
1401,300016.SZ,北陆药业,中成药,,,,,,
1402,300017.SZ,网宿科技,电信运营,,,,,,
1403,300018.SZ,中元股份,电气设备,,,,,,
1404,300019.SZ,硅宝科技,化工原料,,,,,,
1405,300020.SZ,银江股份,软件服务,,,,,,
1406,300021.SZ,大禹节水,农业综合,,,,,,
1407,300022.SZ,吉峰科技,农用机械,,,,,,
1408,300023.SZ,宝德股份,专用机械,,,,,,
1409,300024.SZ,机器人,专用机械,,,,,,
1410,300025.SZ,华星创业,通信设备,,,,,,
1411,300026.SZ,红日药业,中成药,,,,,,
1412,300027.SZ,华谊兄弟,影视音像,,,,,,
1413,300028.SZ,金亚科技,通信设备,,,,,,
1414,300029.SZ,天龙光电,专用机械,,,,,,
1415,300030.SZ,阳普医疗,医疗保健,,,,,,
1416,300031.SZ,宝通科技,互联网,,,,,,
1417,300032.SZ,金龙机电,元器件,,,,,,
1418,300033.SZ,同花顺,软件服务,,,,,,
1419,300034.SZ,钢研高纳,小金属,,,,,,
1420,300035.SZ,中科电气,电气设备,,,,,,
1421,300036.SZ,超图软件,软件服务,,,,,,
1422,300037.SZ,新宙邦,化工原料,,,,,,
1423,300038.SZ,数知科技,通信设备,,,,,,
1424,300039.SZ,上海凯宝,中成药,,,,,,
1425,300040.SZ,九洲电气,电气设备,,,,,,
1426,300041.SZ,回天新材,化工原料,,,,,,
1427,300042.SZ,朗科科技,电脑设备,,,,,,
1428,300043.SZ,星辉娱乐,文教休闲,,,,,,
1429,300044.SZ,赛为智能,软件服务,,,,,,
1430,300045.SZ,华力创通,电脑设备,,,,,,
1431,300046.SZ,台基股份,半导体,,,,,,
1432,300047.SZ,天源迪科,软件服务,,,,,,
1433,300048.SZ,合康新能,电气设备,,,,,,
1434,300049.SZ,福瑞股份,中成药,,,,,,
1435,300050.SZ,世纪鼎利,软件服务,,,,,,
1436,300051.SZ,三五互联,互联网,,,,,,
1437,300052.SZ,中青宝,互联网,,,,,,
1438,300053.SZ,欧比特,半导体,,,,,,
1439,300054.SZ,鼎龙股份,化工原料,,,,,,
1440,300055.SZ,万邦达,环境保护,,,,,,
1441,300056.SZ,三维丝,环境保护,,,,,,
1442,300057.SZ,万顺股份,广告包装,,,,,,
1443,300058.SZ,蓝色光标,广告包装,,,,,,
1444,300059.SZ,东方财富,证券,,,,,,
1445,300061.SZ,康旗股份,医疗保健,,,,,,
1446,300062.SZ,中能电气,电气设备,,,,,,
1447,300063.SZ,天龙集团,染料涂料,,,,,,
1448,300064.SZ,豫金刚石,矿物制品,,,,,,
1449,300065.SZ,海兰信,软件服务,,,,,,
1450,300066.SZ,三川智慧,电器仪表,,,,,,
1451,300067.SZ,安诺其,染料涂料,,,,,,
1452,300068.SZ,南都电源,电气设备,,,,,,
1453,300069.SZ,金利华电,电气设备,,,,,,
1454,300070.SZ,碧水源,环境保护,,,,,,
1455,300071.SZ,华谊嘉信,广告包装,,,,,,
1456,300072.SZ,三聚环保,环境保护,,,,,,
1457,300073.SZ,当升科技,矿物制品,,,,,,
1458,300074.SZ,华平股份,通信设备,,,,,,
1459,300075.SZ,数字政通,软件服务,,,,,,
1460,300076.SZ,GQY视讯,电脑设备,,,,,,
1461,300077.SZ,国民技术,半导体,,,,,,
1462,300078.SZ,思创医惠,元器件,,,,,,
1463,300079.SZ,数码科技,通信设备,,,,,,
1464,300080.SZ,易成新能,半导体,,,,,,
1465,300081.SZ,恒信东方,文教休闲,,,,,,
1466,300082.SZ,奥克股份,化工原料,,,,,,
1467,300083.SZ,劲胜智能,元器件,,,,,,
1468,300084.SZ,海默科技,石油开采,,,,,,
1469,300085.SZ,银之杰,软件服务,,,,,,
1470,300086.SZ,康芝药业,化学制药,,,,,,
1471,300087.SZ,荃银高科,种植业,,,,,,
1472,300088.SZ,长信科技,元器件,,,,,,
1473,300089.SZ,文化长城,陶瓷,,,,,,
1474,300090.SZ,盛运环保,环境保护,,,,,,
1475,300091.SZ,金通灵,机械基件,,,,,,
1476,300092.SZ,科新机电,专用机械,,,,,,
1477,300093.SZ,金刚玻璃,玻璃,,,,,,
1478,300094.SZ,国联水产,渔业,,,,,,
1479,300095.SZ,华伍股份,机械基件,,,,,,
1480,300096.SZ,易联众,软件服务,,,,,,
1481,300097.SZ,智云股份,电器仪表,,,,,,
1482,300098.SZ,高新兴,通信设备,,,,,,
1483,300099.SZ,精准信息,电器仪表,,,,,,
1484,300100.SZ,双林股份,汽车服务,,,,,,
1485,300101.SZ,振芯科技,通信设备,,,,,,
1486,300102.SZ,乾照光电,半导体,,,,,,
1487,300103.SZ,达刚路机,工程机械,,,,,,
1488,300104.SZ,乐视网,互联网,,,,,,
1489,300105.SZ,龙源技术,电器仪表,,,,,,
1490,300106.SZ,西部牧业,农业综合,,,,,,
1491,300107.SZ,建新股份,化工原料,,,,,,
1492,300108.SZ,吉药控股,中成药,,,,,,
1493,300109.SZ,新开源,化工原料,,,,,,
1494,300110.SZ,华仁药业,化学制药,,,,,,
1495,300111.SZ,向日葵,半导体,,,,,,
1496,300112.SZ,万讯自控,电器仪表,,,,,,
1497,300113.SZ,顺网科技,互联网,,,,,,
1498,300114.SZ,中航电测,元器件,,,,,,
1499,300115.SZ,长盈精密,元器件,,,,,,
1500,300116.SZ,坚瑞沃能,电气设备,,,,,,
1501,300117.SZ,嘉寓股份,装修装饰,,,,,,
1502,300118.SZ,东方日升,半导体,,,,,,
1503,300119.SZ,瑞普生物,生物制药,,,,,,
1504,300120.SZ,经纬辉开,电气设备,,,,,,
1505,300121.SZ,阳谷华泰,化工原料,,,,,,
1506,300122.SZ,智飞生物,生物制药,,,,,,
1507,300123.SZ,亚光科技,船舶,,,,,,
1508,300124.SZ,汇川技术,电器仪表,,,,,,
1509,300125.SZ,易世达,电气设备,,,,,,
1510,300126.SZ,锐奇股份,轻工机械,,,,,,
1511,300127.SZ,银河磁体,元器件,,,,,,
1512,300128.SZ,锦富技术,元器件,,,,,,
1513,300129.SZ,泰胜风能,电气设备,,,,,,
1514,300130.SZ,新国都,电脑设备,,,,,,
1515,300131.SZ,英唐智控,元器件,,,,,,
1516,300132.SZ,青松股份,化工原料,,,,,,
1517,300133.SZ,华策影视,影视音像,,,,,,
1518,300134.SZ,大富科技,通信设备,,,,,,
1519,300135.SZ,宝利国际,化工原料,,,,,,
1520,300136.SZ,信维通信,通信设备,,,,,,
1521,300137.SZ,先河环保,环境保护,,,,,,
1522,300138.SZ,晨光生物,食品,,,,,,
1523,300139.SZ,晓程科技,元器件,,,,,,
1524,300140.SZ,中环装备,电气设备,,,,,,
1525,300141.SZ,和顺电气,电气设备,,,,,,
1526,300142.SZ,沃森生物,生物制药,,,,,,
1527,300143.SZ,星普医科,医疗保健,,,,,,
1528,300144.SZ,宋城演艺,旅游景点,,,,,,
1529,300145.SZ,中金环境,专用机械,,,,,,
1530,300146.SZ,汤臣倍健,食品,,,,,,
1531,300147.SZ,香雪制药,中成药,,,,,,
1532,300148.SZ,天舟文化,出版业,,,,,,
1533,300149.SZ,量子生物,食品,,,,,,
1534,300150.SZ,世纪瑞尔,软件服务,,,,,,
1535,300151.SZ,昌红科技,机械基件,,,,,,
1536,300152.SZ,科融环境,环境保护,,,,,,
1537,300153.SZ,科泰电源,电气设备,,,,,,
1538,300154.SZ,瑞凌股份,元器件,,,,,,
1539,300155.SZ,安居宝,元器件,,,,,,
1540,300156.SZ,神雾环保,环境保护,,,,,,
1541,300157.SZ,恒泰艾普,石油开采,,,,,,
1542,300158.SZ,振东制药,中成药,,,,,,
1543,300159.SZ,新研股份,农用机械,,,,,,
1544,300160.SZ,秀强股份,玻璃,,,,,,
1545,300161.SZ,华中数控,机床制造,,,,,,
1546,300162.SZ,雷曼股份,元器件,,,,,,
1547,300163.SZ,先锋新材,其他建材,,,,,,
1548,300164.SZ,通源石油,石油开采,,,,,,
1549,300165.SZ,天瑞仪器,电器仪表,,,,,,
1550,300166.SZ,东方国信,软件服务,,,,,,
1551,300167.SZ,迪威迅,通信设备,,,,,,
1552,300168.SZ,万达信息,软件服务,,,,,,
1553,300169.SZ,天晟新材,塑料,,,,,,
1554,300170.SZ,汉得信息,软件服务,,,,,,
1555,300171.SZ,东富龙,医疗保健,,,,,,
1556,300172.SZ,中电环保,环境保护,,,,,,
1557,300173.SZ,智慧松德,轻工机械,,,,,,
1558,300174.SZ,元力股份,化工原料,,,,,,
1559,300175.SZ,朗源股份,食品,,,,,,
1560,300176.SZ,鸿特科技,汽车配件,,,,,,
1561,300177.SZ,中海达,通信设备,,,,,,
1562,300178.SZ,腾邦国际,旅游服务,,,,,,
1563,300179.SZ,四方达,矿物制品,,,,,,
1564,300180.SZ,华峰超纤,化纤,,,,,,
1565,300181.SZ,佐力药业,中成药,,,,,,
1566,300182.SZ,捷成股份,软件服务,,,,,,
1567,300183.SZ,东软载波,软件服务,,,,,,
1568,300184.SZ,力源信息,元器件,,,,,,
1569,300185.SZ,通裕重工,工程机械,,,,,,
1570,300187.SZ,永清环保,环境保护,,,,,,
1571,300188.SZ,美亚柏科,软件服务,,,,,,
1572,300189.SZ,神农基因,种植业,,,,,,
1573,300190.SZ,维尔利,环境保护,,,,,,
1574,300191.SZ,潜能恒信,石油开采,,,,,,
1575,300192.SZ,科斯伍德,染料涂料,,,,,,
1576,300193.SZ,佳士科技,专用机械,,,,,,
1577,300194.SZ,福安药业,化学制药,,,,,,
1578,300195.SZ,长荣股份,轻工机械,,,,,,
1579,300196.SZ,长海股份,玻璃,,,,,,
1580,300197.SZ,铁汉生态,环境保护,,,,,,
1581,300198.SZ,纳川股份,塑料,,,,,,
1582,300199.SZ,翰宇药业,化学制药,,,,,,
1583,300200.SZ,高盟新材,化工原料,,,,,,
1584,300201.SZ,海伦哲,专用机械,,,,,,
1585,300202.SZ,聚龙股份,专用机械,,,,,,
1586,300203.SZ,聚光科技,环境保护,,,,,,
1587,300204.SZ,舒泰神,生物制药,,,,,,
1588,300205.SZ,天喻信息,元器件,,,,,,
1589,300206.SZ,理邦仪器,医疗保健,,,,,,
1590,300207.SZ,欣旺达,元器件,,,,,,
1591,300208.SZ,恒顺众昇,电气设备,,,,,,
1592,300209.SZ,天泽信息,软件服务,,,,,,
1593,300210.SZ,森远股份,专用机械,,,,,,
1594,300211.SZ,亿通科技,通信设备,,,,,,
1595,300212.SZ,易华录,软件服务,,,,,,
1596,300213.SZ,佳讯飞鸿,通信设备,,,,,,
1597,300214.SZ,日科化学,化工原料,,,,,,
1598,300215.SZ,电科院,电气设备,,,,,,
1599,300216.SZ,千山药机,医疗保健,,,,,,
1600,300217.SZ,东方电热,电器仪表,,,,,,
1601,300218.SZ,安利股份,塑料,,,,,,
1602,300219.SZ,鸿利智汇,元器件,,,,,,
1603,300220.SZ,金运激光,元器件,,,,,,
1604,300221.SZ,银禧科技,塑料,,,,,,
1605,300222.SZ,科大智能,电气设备,,,,,,
1606,300223.SZ,北京君正,半导体,,,,,,
1607,300224.SZ,正海磁材,元器件,,,,,,
1608,300225.SZ,金力泰,染料涂料,,,,,,
1609,300226.SZ,上海钢联,互联网,,,,,,
1610,300227.SZ,光韵达,元器件,,,,,,
1611,300228.SZ,富瑞特装,化工机械,,,,,,
1612,300229.SZ,拓尔思,软件服务,,,,,,
1613,300230.SZ,永利股份,塑料,,,,,,
1614,300231.SZ,银信科技,软件服务,,,,,,
1615,300232.SZ,洲明科技,半导体,,,,,,
1616,300233.SZ,金城医药,化学制药,,,,,,
1617,300234.SZ,开尔新材,陶瓷,,,,,,
1618,300235.SZ,方直科技,软件服务,,,,,,
1619,300236.SZ,上海新阳,半导体,,,,,,
1620,300237.SZ,美晨生态,建筑施工,,,,,,
1621,300238.SZ,冠昊生物,医疗保健,,,,,,
1622,300239.SZ,东宝生物,生物制药,,,,,,
1623,300240.SZ,飞力达,仓储物流,,,,,,
1624,300241.SZ,瑞丰光电,半导体,,,,,,
1625,300242.SZ,佳云科技,互联网,,,,,,
1626,300243.SZ,瑞丰高材,化工原料,,,,,,
1627,300244.SZ,迪安诊断,医疗保健,,,,,,
1628,300245.SZ,天玑科技,软件服务,,,,,,
1629,300246.SZ,宝莱特,医疗保健,,,,,,
1630,300247.SZ,乐金健康,医疗保健,,,,,,
1631,300248.SZ,新开普,软件服务,,,,,,
1632,300249.SZ,依米康,软件服务,,,,,,
1633,300250.SZ,初灵信息,软件服务,,,,,,
1634,300251.SZ,光线传媒,影视音像,,,,,,
1635,300252.SZ,金信诺,电气设备,,,,,,
1636,300253.SZ,卫宁健康,软件服务,,,,,,
1637,300254.SZ,仟源医药,化学制药,,,,,,
1638,300255.SZ,常山药业,生物制药,,,,,,
1639,300256.SZ,星星科技,元器件,,,,,,
1640,300257.SZ,开山股份,机械基件,,,,,,
1641,300258.SZ,精锻科技,汽车配件,,,,,,
1642,300259.SZ,新天科技,电器仪表,,,,,,
1643,300260.SZ,新莱应材,机械基件,,,,,,
1644,300261.SZ,雅本化学,农药化肥,,,,,,
1645,300262.SZ,巴安水务,环境保护,,,,,,
1646,300263.SZ,隆华科技,专用机械,,,,,,
1647,300264.SZ,佳创视讯,通信设备,,,,,,
1648,300265.SZ,通光线缆,电气设备,,,,,,
1649,300266.SZ,兴源环境,环境保护,,,,,,
1650,300267.SZ,尔康制药,化学制药,,,,,,
1651,300268.SZ,佳沃股份,农业综合,,,,,,
1652,300269.SZ,联建光电,半导体,,,,,,
1653,300270.SZ,中威电子,通信设备,,,,,,
1654,300271.SZ,华宇软件,软件服务,,,,,,
1655,300272.SZ,开能健康,环境保护,,,,,,
1656,300273.SZ,和佳股份,医疗保健,,,,,,
1657,300274.SZ,阳光电源,电气设备,,,,,,
1658,300275.SZ,梅安森,软件服务,,,,,,
1659,300276.SZ,三丰智能,专用机械,,,,,,
1660,300277.SZ,海联讯,软件服务,,,,,,
1661,300278.SZ,华昌达,专用机械,,,,,,
1662,300279.SZ,和晶科技,元器件,,,,,,
1663,300280.SZ,紫天科技,专用机械,,,,,,
1664,300281.SZ,金明精机,专用机械,,,,,,
1665,300282.SZ,三盛教育,文教休闲,,,,,,
1666,300283.SZ,温州宏丰,电气设备,,,,,,
1667,300284.SZ,苏交科,建筑施工,,,,,,
1668,300285.SZ,国瓷材料,陶瓷,,,,,,
1669,300286.SZ,安科瑞,电器仪表,,,,,,
1670,300287.SZ,飞利信,软件服务,,,,,,
1671,300288.SZ,朗玛信息,软件服务,,,,,,
1672,300289.SZ,利德曼,生物制药,,,,,,
1673,300290.SZ,荣科科技,软件服务,,,,,,
1674,300291.SZ,华录百纳,影视音像,,,,,,
1675,300292.SZ,吴通控股,软件服务,,,,,,
1676,300293.SZ,蓝英装备,专用机械,,,,,,
1677,300294.SZ,博雅生物,生物制药,,,,,,
1678,300295.SZ,三六五网,互联网,,,,,,
1679,300296.SZ,利亚德,半导体,,,,,,
1680,300297.SZ,蓝盾股份,软件服务,,,,,,
1681,300298.SZ,三诺生物,医疗保健,,,,,,
1682,300299.SZ,富春股份,通信设备,,,,,,
1683,300300.SZ,汉鼎宇佑,软件服务,,,,,,
1684,300301.SZ,长方集团,半导体,,,,,,
1685,300302.SZ,同有科技,软件服务,,,,,,
1686,300303.SZ,聚飞光电,半导体,,,,,,
1687,300304.SZ,云意电气,汽车配件,,,,,,
1688,300305.SZ,裕兴股份,塑料,,,,,,
1689,300306.SZ,远方信息,电器仪表,,,,,,
1690,300307.SZ,慈星股份,纺织机械,,,,,,
1691,300308.SZ,中际旭创,电气设备,,,,,,
1692,300309.SZ,吉艾科技,多元金融,,,,,,
1693,300310.SZ,宜通世纪,通信设备,,,,,,
1694,300311.SZ,任子行,软件服务,,,,,,
1695,300312.SZ,邦讯技术,通信设备,,,,,,
1696,300313.SZ,天山生物,农业综合,,,,,,
1697,300314.SZ,戴维医疗,医疗保健,,,,,,
1698,300315.SZ,掌趣科技,互联网,,,,,,
1699,300316.SZ,晶盛机电,专用机械,,,,,,
1700,300317.SZ,珈伟新能,半导体,,,,,,
1701,300318.SZ,博晖创新,医疗保健,,,,,,
1702,300319.SZ,麦捷科技,元器件,,,,,,
1703,300320.SZ,海达股份,橡胶,,,,,,
1704,300321.SZ,同大股份,塑料,,,,,,
1705,300322.SZ,硕贝德,通信设备,,,,,,
1706,300323.SZ,华灿光电,半导体,,,,,,
1707,300324.SZ,旋极信息,软件服务,,,,,,
1708,300325.SZ,德威新材,塑料,,,,,,
1709,300326.SZ,凯利泰,医疗保健,,,,,,
1710,300327.SZ,中颖电子,半导体,,,,,,
1711,300328.SZ,宜安科技,铝,,,,,,
1712,300329.SZ,海伦钢琴,文教休闲,,,,,,
1713,300330.SZ,华虹计通,软件服务,,,,,,
1714,300331.SZ,苏大维格,元器件,,,,,,
1715,300332.SZ,天壕环境,环境保护,,,,,,
1716,300333.SZ,兆日科技,元器件,,,,,,
1717,300334.SZ,津膜科技,专用机械,,,,,,
1718,300335.SZ,迪森股份,供气供热,,,,,,
1719,300336.SZ,新文化,影视音像,,,,,,
1720,300337.SZ,银邦股份,铝,,,,,,
1721,300338.SZ,开元股份,电器仪表,,,,,,
1722,300339.SZ,润和软件,软件服务,,,,,,
1723,300340.SZ,科恒股份,元器件,,,,,,
1724,300341.SZ,麦迪电气,电气设备,,,,,,
1725,300342.SZ,天银机电,元器件,,,,,,
1726,300343.SZ,联创互联,互联网,,,,,,
1727,300344.SZ,太空智造,其他建材,,,,,,
1728,300345.SZ,红宇新材,钢加工,,,,,,
1729,300346.SZ,南大光电,元器件,,,,,,
1730,300347.SZ,泰格医药,医疗保健,,,,,,
1731,300348.SZ,长亮科技,软件服务,,,,,,
1732,300349.SZ,金卡智能,软件服务,,,,,,
1733,300350.SZ,华鹏飞,仓储物流,,,,,,
1734,300351.SZ,永贵电器,元器件,,,,,,
1735,300352.SZ,北信源,软件服务,,,,,,
1736,300353.SZ,东土科技,通信设备,,,,,,
1737,300354.SZ,东华测试,电器仪表,,,,,,
1738,300355.SZ,蒙草生态,环境保护,,,,,,
1739,300356.SZ,光一科技,电气设备,,,,,,
1740,300357.SZ,我武生物,生物制药,,,,,,
1741,300358.SZ,楚天科技,医疗保健,,,,,,
1742,300359.SZ,全通教育,文教休闲,,,,,,
1743,300360.SZ,炬华科技,电器仪表,,,,,,
1744,300362.SZ,天翔环境,环境保护,,,,,,
1745,300363.SZ,博腾股份,化学制药,,,,,,
1746,300364.SZ,中文在线,出版业,,,,,,
1747,300365.SZ,恒华科技,软件服务,,,,,,
1748,300366.SZ,创意信息,软件服务,,,,,,
1749,300367.SZ,东方网力,电脑设备,,,,,,
1750,300368.SZ,汇金股份,专用机械,,,,,,
1751,300369.SZ,绿盟科技,软件服务,,,,,,
1752,300370.SZ,安控科技,电器仪表,,,,,,
1753,300371.SZ,汇中股份,电器仪表,,,,,,
1754,300373.SZ,扬杰科技,半导体,,,,,,
1755,300374.SZ,恒通科技,其他建材,,,,,,
1756,300375.SZ,鹏翎股份,汽车配件,,,,,,
1757,300376.SZ,易事特,电气设备,,,,,,
1758,300377.SZ,赢时胜,软件服务,,,,,,
1759,300378.SZ,鼎捷软件,软件服务,,,,,,
1760,300379.SZ,东方通,软件服务,,,,,,
1761,300380.SZ,安硕信息,软件服务,,,,,,
1762,300381.SZ,溢多利,饲料,,,,,,
1763,300382.SZ,斯莱克,专用机械,,,,,,
1764,300383.SZ,光环新网,电信运营,,,,,,
1765,300384.SZ,三联虹普,纺织机械,,,,,,
1766,300385.SZ,雪浪环境,环境保护,,,,,,
1767,300386.SZ,飞天诚信,软件服务,,,,,,
1768,300387.SZ,富邦股份,化工原料,,,,,,
1769,300388.SZ,国祯环保,环境保护,,,,,,
1770,300389.SZ,艾比森,半导体,,,,,,
1771,300390.SZ,天华超净,元器件,,,,,,
1772,300391.SZ,康跃科技,机械基件,,,,,,
1773,300392.SZ,腾信股份,互联网,,,,,,
1774,300393.SZ,中来股份,塑料,,,,,,
1775,300394.SZ,天孚通信,通信设备,,,,,,
1776,300395.SZ,菲利华,玻璃,,,,,,
1777,300396.SZ,迪瑞医疗,医疗保健,,,,,,
1778,300397.SZ,天和防务,通信设备,,,,,,
1779,300398.SZ,飞凯材料,染料涂料,,,,,,
1780,300399.SZ,京天利,互联网,,,,,,
1781,300400.SZ,劲拓股份,专用机械,,,,,,
1782,300401.SZ,花园生物,食品,,,,,,
