,ts_code,symbol,name,industry,COL_MA_10,COL_MA_20,COL_LASTPRICE,concept
643,600660.SH,600660,福耀玻璃,汽车配件,26.19,25.96,25.12,"高股息, 白马股, MSCI, 蔚来汽车概念股, 社保重仓, 汽车零部件, 玻璃, "
644,300735.SZ,300735,光弘科技,通信设备,27.12,26.82,25.22,"华为产业链, 小米概念股, 透明工厂, "
645,000004.SZ,000004,国农科技,生物制药,21.99,21.7,25.28,"网络安全, 资产重组, 游戏, 壳公司, "
646,002930.SZ,002930,宏川智慧,仓储物流,27.39,27.27,25.4,"业绩预增, 粤港澳大湾区, 快递物流, 强势人气股, "
647,000977.SZ,000977,浪潮信息,电脑设备,27.17,26.54,25.49,"MSCI, 美团概念股, 山东国企改革, 数字中国, 云计算, 国产操作系统, 智慧安防, "
648,300739.SZ,300739,明阳电路,元器件,25.97,25.34,25.69,"PCB板, 人民币贬值受益, "
649,603721.SH,603721,中广天择,影视音像,27.07,26.47,26.0,"直播/短视频, 广电, 影视, "
650,002475.SZ,002475,立讯精密,元器件,26.41,25.79,26.09,"5G, 白马股, MSCI, 华为产业链, 蔚来汽车概念股, 业绩预增, 无线充电, 苹果产业链, "
651,002780.SZ,002780,三夫户外,其他商业,26.89,24.51,26.18,"主题公园, 纺织服装, 体育产业, "
652,002299.SZ,002299,圣农发展,农业综合,27.05,26.49,26.47,"MSCI, 业绩预增, 养鸡, "
653,002776.SZ,002776,柏堡龙,服饰,26.31,25.82,26.51,"社保重仓, 纺织服装, 特色小镇, "
654,603681.SH,603681,永冠新材,化工原料,32.0,30.98,26.7,"次新股, "
655,603226.SH,603226,菲林格尔,家居用品,23.81,22.1,26.79,"家具家居, "
656,300136.SZ,300136,信维通信,通信设备,29.38,29.3,26.79,"5G, 白马股, MSCI, 华为产业链, 社保重仓, 物联网, 工业自动化, 智能制造, 无线充电, 移动支付, 半导体, VR&AR, 苹果产业链, "
657,300220.SZ,300220,金运激光,元器件,27.05,26.76,26.83,"3D打印, 智能制造, "
658,002810.SZ,002810,山东赫达,化工原料,26.45,25.73,26.9,"业绩预增, 高送转, "
659,603708.SH,603708,家家悦,超市连锁,26.04,25.77,26.9,"社保重仓, 新零售, 快递物流, "
660,603860.SH,603860,中公高科,公路,29.64,29.6,26.95,
661,600338.SH,600338,西藏珠峰,铅锌,27.5,27.36,26.99,"有色-锌, 有色金属, 西藏, "
662,300436.SZ,300436,广生堂,化学制药,28.67,28.56,27.1,"民营医院, 医药, 创新药, 化学药, 基因测序, 独角兽, "
663,300488.SZ,300488,恒锋工具,机械基件,27.06,26.78,27.1,
664,300578.SZ,300578,会畅通讯,通信设备,25.25,25.08,27.15,"业绩预增, 大数据, 资产重组, "
665,603360.SH,603360,百傲化学,化工原料,29.11,28.12,27.15,"农药, 石油化工, "
666,300142.SZ,300142,沃森生物,生物制药,27.41,27.4,27.25,"MSCI, 新进指数成份股, 医药, 创新药, 疫苗, 创业板人气股, "
667,600104.SH,600104,上汽集团,汽车整车,28.27,28.23,27.38,"安邦系, 高股息, 白马股, MSCI, 阿里巴巴概念股, 新能源整车, 大消费, 汽车整车, 华为产业链, 宁德时代概念股, 无人驾驶, 万达系, 燃料电池, 上海国企改革, 新能源汽车, 人工智能, 足球, 共享经济, "
668,002869.SZ,002869,金溢科技,通信设备,28.94,28.77,27.5,"粤港澳大湾区, 物联网, 智慧停车, 人工智能, 区块链, 智慧城市, 国产软件, 电子车牌, "
669,002733.SZ,002733,雄韬股份,电气设备,30.9,29.04,27.51,"回购, 业绩预增, 储能, 锂电池, 燃料电池, 新能源汽车, 强势人气股, "
670,002679.SZ,002679,福建金森,林业,25.52,25.02,27.77,"土地流转, 林业, "
671,603568.SH,603568,伟明环保,环境保护,27.6,27.18,27.78,"固废处理, 环保, "
672,000895.SZ,000895,双汇发展,食品,26.77,26.69,27.83,"高股息, 白马股, MSCI, 大消费, 食品, "
673,600529.SH,600529,山东药玻,医疗保健,26.31,25.94,28.0,"社保重仓, 山东国企改革, 医疗器械, 玻璃, "
674,600265.SH,600265,ST景谷,林业,27.8,27.5,28.3,"林业, 股权转让, ST股, "
675,300174.SZ,300174,元力股份,化工原料,30.46,28.6,28.59,"业绩预增, 游戏, 手游, "
676,300568.SZ,300568,星源材质,化工原料,30.6,30.48,28.7,"社保重仓, 业绩预增, 宁德时代概念股, 锂电池, 新能源汽车, "
677,002727.SZ,002727,一心堂,医药商业,28.36,27.32,29.05,"医药商业, 医药, 医疗信息化, "
678,002746.SZ,002746,仙坛股份,农业综合,26.57,25.41,29.19,"业绩预增, 养鸡, 高送转, "
679,002938.SZ,002938,鹏鼎控股,元器件,30.61,29.43,29.36,"密集调研, PCB板, 苹果产业链, "
680,000403.SZ,000403,振兴生化,生物制药,28.99,28.55,29.51,"血制品, 业绩预增, 股权争夺, ST摘帽, "
681,300492.SZ,300492,山鼎设计,建筑施工,31.48,29.13,29.53,"新零售, 跨境电商, 复牌股, 年报季报, 装修装饰, 体育产业, "
682,300502.SZ,300502,新易盛,通信设备,29.52,29.2,29.58,"5G, 光通信, "
683,300394.SZ,300394,天孚通信,通信设备,32.86,32.43,29.64,"5G, 光通信, "
684,603222.SH,603222,济民制药,化学制药,30.17,29.54,29.65,"民营医院, 海南自由贸易港, 医疗器械, 自贸区, 自由贸易港, "
685,601628.SH,601628,中国人寿,保险,30.19,29.69,30.3,"保险, MSCI, 中字头, 金改, 混改, 滴滴出行概念股, 独角兽, 蚂蚁金服概念股, "
686,002311.SZ,002311,海大集团,饲料,30.62,29.29,30.66,"MSCI, 新进指数成份股, 社保重仓, 饲料, 养猪, 供应链金融, "
687,600887.SH,600887,伊利股份,乳制品,30.72,30.39,31.0,"高股息, 白马股, MSCI, 健康中国, 内蒙古, 大消费, 二胎, 饮料, 食品, 乳业（奶粉）, "
688,002792.SZ,002792,通宇通讯,通信设备,33.79,33.15,31.11,"5G, 光通信, 华为产业链, "
689,600085.SH,600085,同仁堂,中成药,31.94,31.87,31.17,"安邦系, MSCI, 健康中国, 大消费, 医药商业, 社保重仓, 医药, 中药, "
690,300538.SZ,300538,同益股份,批发业,33.39,33.26,31.38,"华为产业链, 小米概念股, 高送转, 国资入股, "
691,603186.SH,603186,华正新材,元器件,32.09,31.12,31.45,"5G, 锂电池, 新能源汽车, "
692,603045.SH,603045,福达合金,电气设备,33.84,32.49,31.6,
693,603083.SH,603083,剑桥科技,通信设备,34.77,34.08,31.71,"5G, 光通信, 工业互联网, "
694,002847.SZ,002847,盐津铺子,食品,30.41,29.18,31.9,"大消费, 高送转-预期, 社保重仓, 食品, 休闲食品, "
695,603711.SH,603711,香飘飘,软饮料,31.32,30.78,32.0,"大消费, 饮料, "
696,000063.SZ,000063,中兴通讯,通信设备,34.58,32.56,32.15,"5G, 光通信, 白马股, MSCI, 物联网, 百度概念股, 互联网金融, 移动支付, 大数据, 云计算, 人工智能, 智慧城市, "
697,603520.SH,603520,司太立,化学制药,31.23,31.13,33.29,"回购, 医药, 化学药, 资产重组, "
698,603499.SH,603499,翔港科技,广告包装,33.44,31.86,33.4,"包装印刷, 化妆品, "
699,300212.SZ,300212,易华录,软件服务,33.9,33.13,33.5,"阿里巴巴概念股, 央企改革, 业绩预增, 物联网, 百度概念股, 无人驾驶, 雄安-智慧城市, 养老产业, 智慧停车, PPP, 小米概念股, 数字中国, 雄安新区, 京津冀, 大数据, 云计算, 智慧城市, 智慧安防, 独角兽, 电子车牌, "
700,002729.SZ,002729,好利来,元器件,34.52,33.17,34.0,
701,600845.SH,600845,宝信软件,软件服务,34.37,33.56,34.43,"央企改革, 业绩预增, 物联网, 无人驾驶, 万达系, 大数据, 云计算, 工业互联网, 国产软件, VR&AR, "
702,600036.SH,600036,招商银行,银行,35.27,35.22,34.45,"AH溢价股, 银行, 安邦系, 白马股, MSCI, 央企改革, "
703,603032.SH,603032,德新交运,公路,35.99,35.79,34.48,"社保重仓, 业绩预增, 新疆, 资产重组, 强势人气股, "
704,300508.SZ,300508,维宏股份,软件服务,32.57,31.44,34.56,"工业自动化, 智能制造, 工业互联网, "
705,000963.SZ,000963,华东医药,化学制药,33.59,33.48,34.9,"MSCI, 健康中国, 医药商业, 社保重仓, 医药, 中药, 创新药, 化学药, 医疗器械, "
706,600848.SH,600848,上海临港,园区开发,35.22,34.23,35.22,"电改, 特斯拉, 环杭州湾大湾区, 房地产, 小米概念股, 上海国企改革, 住房租赁, 自贸区, 智慧城市, 自由贸易港, 资产重组, 独角兽, 上海自由贸易港, 创投, "
707,600566.SH,600566,济川药业,中成药,37.04,36.94,36.1,"MSCI, 新进指数成份股, 二胎, 社保重仓, 医药, 中药, 流感, "
708,601601.SH,601601,中国太保,保险,37.36,36.46,36.18,"保险, MSCI, 中字头, 阿里巴巴概念股, 养老产业, 独角兽, 蚂蚁金服概念股, "
709,300659.SZ,300659,中孚信息,软件服务,34.1,33.68,36.24,"网络安全, 国产软件, 资产重组, "
710,603368.SH,603368,柳药股份,医药商业,35.47,34.81,36.52,"医药商业, 回购, 医药, 中药, 互联网医疗, 广西, "
711,603806.SH,603806,福斯特,塑料,36.04,34.84,36.68,"光伏, "
712,300483.SZ,300483,沃施股份,专用机械,37.7,36.81,37.09,"天然气, 资产重组, "
713,300015.SZ,300015,爱尔眼科,医疗保健,35.1,34.36,37.33,"MSCI, 健康中国, 教育, 民营医院, 创业板人气股, 互联网医疗, 眼科, "
714,603899.SH,603899,晨光文具,文教休闲,36.85,36.34,37.41,"MSCI, "
715,002796.SZ,002796,世嘉科技,专用机械,39.18,35.88,38.7,"5G, 业绩预增, 高送转-填权, "
716,002757.SZ,002757,南兴装备,家居用品,36.56,34.82,39.18,"云计算, 高送转, "
717,002234.SZ,002234,民和股份,农业综合,33.82,31.01,39.41,"养鸡, "
718,300590.SZ,300590,移为通信,通信设备,40.91,40.11,39.5,"高送转-预期, 业绩预增, 物联网, 智慧物流, 北斗导航, 智能制造, "
719,603387.SH,603387,基蛋生物,生物制药,42.86,41.28,39.52,"医疗器械, 体外诊断, "
720,300743.SZ,300743,天地数码,电脑设备,51.49,50.12,40.2,"高送转-预期, "
721,300767.SZ,300767,震安科技,橡胶,46.35,46.25,40.45,
722,600593.SH,600593,大连圣亚,旅游服务,43.4,42.88,40.53,"主题公园, 旅游, "
723,300498.SZ,300498,温氏股份,农业综合,40.68,40.6,41.21,"MSCI, 养猪, 养鸡, 创业板人气股, "
724,002179.SZ,002179,中航光电,元器件,40.98,40.77,41.6,"5G, MSCI, 新进指数成份股, 央企改革, 军工研究所, 社保重仓, 大飞机, 回购, 军工, 军民融合, 新能源汽车, "
725,300679.SZ,300679,电连技术,元器件,43.07,40.83,41.7,"5G, 华为产业链, 小米概念股, "
726,300723.SZ,300723,一品红,化学制药,46.21,45.58,44.5,"高送转-预期, 医药, 化学药, "
727,603345.SH,603345,安井食品,食品,41.89,41.38,45.46,"海底捞概念股, 社保重仓, 独角兽, "
728,600332.SH,600332,白云山,中成药,42.4,41.83,45.49,"MSCI, 阿里巴巴概念股, 高送转-预期, 业绩预增, 饮料, 保健品, 食品, 医药, 中药, 创新药, 化学药, 疫苗, 流感, "
729,300357.SZ,300357,我武生物,生物制药,45.99,45.8,47.92,"社保重仓, 高送转, "
730,603187.SH,603187,海容冷链,机械基件,50.15,49.79,48.55,"冷链, "
731,002773.SZ,002773,康弘药业,中成药,54.39,52.69,49.95,"MSCI, 新进指数成份股, 医药, 中药, 创新药, 化学药, "
732,603679.SH,603679,华体科技,电气设备,48.11,44.64,50.35,"华为产业链, 新能源汽车, 智慧城市, 共享经济, LED, 充电桩, "
733,600600.SH,600600,青岛啤酒,啤酒,49.16,48.62,51.0,"啤酒, MSCI, 大消费, 新零售, 山东国企改革, "
734,300308.SZ,300308,中际旭创,通信设备,54.19,53.95,52.43,"5G, 光通信, "
735,603508.SH,603508,思维列控,软件服务,47.56,46.54,54.0,"回购, 无人机, 高铁轨交, 资产重组, "
736,603501.SH,603501,韦尔股份,半导体,55.69,55.55,54.8,"回购, 小米概念股, 半导体, 国产芯片, 资产重组, "
737,000651.SZ,000651,格力电器,家用电器,59.08,55.39,55.58,"高股息, 白马股, MSCI, 大消费, 宝能系, 汽车零部件, 小家电, 工业自动化, 白色家电, 家电, 智能制造, 工业互联网, 股权转让, 复牌股, 国产芯片, 机器人, "
738,300766.SZ,300766,每日互动,互联网,65.19,58.36,56.79,
739,002594.SZ,002594,比亚迪,汽车整车,57.87,56.31,56.9,"MSCI, 新能源整车, 大消费, 汽车整车, 华为产业链, 业绩预增, 百度概念股, 光伏, 储能, 无人驾驶, 锂电池, 新能源汽车, 3D玻璃, 共享经济, 充电桩, "
740,601336.SH,601336,新华保险,保险,60.8,59.74,57.45,"保险, MSCI, 业绩预增, 养老产业, 独角兽, 蚂蚁金服概念股, "
741,300595.SZ,300595,欧普康视,医疗保健,55.67,55.53,57.81,"基因测序, 医疗器械, 高送转, 眼科, "
742,000860.SZ,000860,顺鑫农业,白酒,59.4,59.11,58.0,"MSCI, 社保重仓, 白酒, 养猪, 业绩预增, 京津冀, "
743,300573.SZ,300573,兴齐眼药,化学制药,49.9,36.29,60.0,"医药, 化学药, 眼科, "
744,300529.SZ,300529,健帆生物,医疗保健,60.9,59.93,61.5,"新进指数成份股, 社保重仓, 医疗器械, "
745,603096.SH,603096,新经典,出版业,60.94,60.23,63.6,
746,603589.SH,603589,口子窖,白酒,61.48,58.24,64.99,"MSCI, 白酒, "
747,300550.SZ,300550,和仁科技,软件服务,66.5,65.96,65.9,"互联网医疗, 国产软件, 医疗信息化, "
748,603583.SH,603583,捷昌驱动,电气设备,69.0,67.76,70.44,"业绩预增, "
749,600009.SH,600009,上海机场,机场,67.29,64.55,70.63,"机场, 白马股, MSCI, 大消费, 上海国企改革, 自贸区, 自由贸易港, 上海自由贸易港, "
750,601799.SH,601799,星宇股份,汽车配件,71.86,69.09,74.74,"汽车零部件, 无人驾驶, "
751,600763.SH,600763,通策医疗,医疗保健,70.34,69.12,77.28,"健康中国, 二胎, 民营医院, 业绩预增, "
752,601888.SH,601888,中国国旅,旅游服务,78.14,75.24,77.49,"MSCI, 中字头, 人民币升值受益, 阿里巴巴概念股, 大消费, 央企改革, 旅游, 中韩自贸区, 海南自由贸易港, 自贸区, 自由贸易港, 股权转让, "
753,000568.SZ,000568,泸州老窖,白酒,72.22,70.49,77.88,"MSCI, 白酒, "
754,601318.SH,601318,中国平安,保险,85.09,83.07,86.1,"AH溢价股, 保险, 白马股, MSCI, 中字头, 回购, 信托, 互联网金融, 区块链, 智慧城市, 独角兽, "
755,000538.SZ,000538,云南白药,中成药,89.75,89.27,88.5,"白马股, MSCI, 健康中国, 大消费, 医药, 中药, 资产重组, "
756,603288.SH,603288,海天味业,食品,86.74,86.42,89.28,"白马股, MSCI, 大消费, 调味品, 食品, "
757,300661.SZ,300661,圣邦股份,元器件,90.6,89.18,89.85,"社保重仓, 半导体, 国产芯片, 共享经济, "
758,002821.SZ,002821,凯莱英,生物制药,92.78,90.31,91.21,"社保重仓, 医药, 创新药, "
759,300454.SZ,300454,深信服,软件服务,99.4,99.17,99.0,"新进指数成份股, 网络安全, 国产软件, "
760,000858.SZ,000858,五粮液,白酒,102.41,101.85,102.36,"高价股, 白马股, MSCI, 大消费, 白酒, "
761,300628.SZ,300628,亿联网络,通信设备,103.39,99.73,108.39,"MSCI, 云计算, "
762,000596.SZ,000596,古井贡酒,白酒,111.86,109.17,117.55,"高价股, MSCI, 安徽国企改革, 白酒, "
763,603160.SH,603160,汇顶科技,元器件,128.84,117.82,125.93,"高价股, 华为产业链, 小米概念股, 人工智能, 指纹识别, 半导体, 3D感应, 国产芯片, 手势识别, 人脸识别, "
764,300760.SZ,300760,迈瑞医疗,医疗保健,132.53,131.13,140.84,"高价股, MSCI, 新进指数成份股, 医疗器械, "
765,300751.SZ,300751,迈为股份,专用机械,176.38,175.94,160.69,"高价股, 高送转-预期, 光伏, "
766,603444.SH,603444,吉比特,互联网,222.99,219.43,227.0,"高价股, 教育, 游戏, 手游, "
767,600519.SH,600519,贵州茅台,白酒,958.75,929.32,974.0,"高价股, 白马股, MSCI, 大消费, 白酒, 大数据, "
