,ts_code,symbol,name,industry,COL_CHG,COL_ODDS,COL_CIRC_MV
1209,600387.SH,600387,ST海越,石油贸易,4.88,0.56,18.22
1210,300166.SZ,300166,东方国信,软件服务,-0.11,0.56,76.98
1211,002281.SZ,002281,光迅科技,通信设备,3.9,0.56,160.88
1212,603021.SH,603021,山东华鹏,玻璃,5.84,0.56,16.83
1213,603777.SH,603777,来伊份,食品,7.43,0.56,42.84
1214,600060.SH,600060,海信视像,家用电器,4.17,0.56,163.56
1215,300864.SZ,300864,南大环境,环境保护,6.5,0.56,11.96
1216,300607.SZ,300607,拓斯达,专用机械,1.64,0.55,53.81
1217,002542.SZ,002542,中化岩土,建筑工程,4.83,0.55,44.22
1218,002611.SZ,002611,东方精工,轻工机械,6.68,0.55,60.21
1219,603063.SH,603063,禾望电气,电气设备,4.41,0.55,55.19
1220,600605.SH,600605,汇通能源,房产服务,6.48,0.55,18.3
1221,002595.SZ,002595,豪迈科技,专用机械,5.61,0.55,155.85
1222,600997.SH,600997,开滦股份,煤炭开采,6.87,0.55,120.99
1223,601231.SH,601231,环旭电子,元器件,3.58,0.55,343.93
1224,002191.SZ,002191,劲嘉股份,广告包装,7.2,0.55,167.54
1225,603408.SH,603408,建霖家居,家居用品,5.95,0.55,7.09
1226,600307.SH,600307,酒钢宏兴,普钢,9.05,0.55,158.46
1227,300743.SZ,300743,天地数码,IT设备,2.25,0.55,11.15
1228,000811.SZ,000811,冰轮环境,工程机械,5.96,0.55,62.28
1229,002213.SZ,002213,大为股份,汽车配件,1.27,0.55,32.96
1230,600195.SH,600195,中牧股份,饲料,5.05,0.55,120.35
1231,002245.SZ,002245,蔚蓝锂芯,仓储物流,7.01,0.55,137.6
1232,300688.SZ,300688,创业黑马,综合类,5.03,0.54,13.27
1233,000788.SZ,000788,北大医药,化学制药,4.08,0.54,42.55
1234,300107.SZ,300107,建新股份,化工原料,4.59,0.54,18.06
1235,300881.SZ,300881,盛德鑫泰,钢加工,7.72,0.54,7.92
1236,300402.SZ,300402,宝色股份,专用机械,5.78,0.54,28.46
1237,605166.SH,605166,聚合顺,化工原料,6.0,0.54,7.69
1238,605258.SH,605258,协和电子,元器件,4.2,0.54,7.05
1239,601058.SH,601058,赛轮轮胎,汽车配件,3.6,0.54,257.68
1240,002295.SZ,002295,精艺股份,铜,5.47,0.54,17.86
1241,300533.SZ,300533,冰川网络,软件服务,4.16,0.54,19.83
1242,603615.SH,603615,茶花股份,家居用品,4.19,0.54,27.42
1243,600999.SH,600999,招商证券,证券,2.36,0.54,1480.69
1244,600379.SH,600379,宝光股份,电气设备,6.53,0.54,26.94
1245,603085.SH,603085,天成自控,汽车配件,8.64,0.54,26.99
1246,603773.SH,603773,沃格光电,元器件,5.76,0.54,24.32
1247,300602.SZ,300602,飞荣达,元器件,6.4,0.54,46.95
1248,603729.SH,603729,ST龙韵,广告包装,4.68,0.54,9.81
1249,002682.SZ,002682,龙洲股份,公路,5.15,0.54,19.18
1250,002781.SZ,002781,奇信股份,装修装饰,5.76,0.54,15.28
1251,601788.SH,601788,光大证券,证券,1.81,0.54,638.75
1252,600340.SH,600340,华夏幸福,区域地产,8.7,0.54,209.07
1253,605117.SH,605117,德业股份,家用电器,6.21,0.54,31.1
1254,600640.SH,600640,号百控股,影视音像,7.28,0.54,103.2
1255,000703.SZ,000703,恒逸石化,化纤,5.85,0.54,433.79
1256,300063.SZ,300063,天龙集团,互联网,3.89,0.53,27.45
1257,600889.SH,600889,南京化纤,化纤,7.73,0.53,23.48
1258,002336.SZ,002336,人人乐,超市连锁,5.42,0.53,17.43
1259,600599.SH,600599,ST熊猫,多元金融,6.95,0.53,9.96
1260,601188.SH,601188,龙江交通,路桥,1.0,0.53,39.74
1261,300437.SZ,300437,清水源,化工原料,1.39,0.53,11.98
1262,000768.SZ,000768,中航西飞,航空,4.72,0.53,737.57
1263,600073.SH,600073,上海梅林,食品,0.69,0.53,82.33
1264,300127.SZ,300127,银河磁体,元器件,7.49,0.53,37.88
1265,000723.SZ,000723,美锦能源,焦炭加工,4.84,0.53,286.08
1266,603725.SH,603725,天安新材,塑料,5.11,0.53,16.06
1267,603978.SH,603978,深圳新星,铝,4.4,0.53,26.58
1268,300812.SZ,300812,易天股份,专用机械,4.47,0.53,13.6
1269,300262.SZ,300262,巴安水务,环境保护,5.87,0.53,16.55
1270,300224.SZ,300224,正海磁材,元器件,3.96,0.53,91.74
1271,300673.SZ,300673,佩蒂股份,饲料,5.06,0.53,39.83
1272,601881.SH,601881,中国银河,证券,0.37,0.52,690.4
1273,300203.SZ,300203,聚光科技,环境保护,4.72,0.52,53.11
1274,600758.SH,600758,辽宁能源,煤炭开采,6.5,0.52,45.43
1275,603929.SH,603929,亚翔集成,装修装饰,5.12,0.52,21.91
1276,603042.SH,603042,华脉科技,通信设备,3.93,0.52,16.9
1277,000509.SZ,000509,*ST华塑,医疗保健,5.18,0.52,21.79
1278,600031.SH,600031,三一重工,工程机械,2.19,0.52,2575.26
1279,600971.SH,600971,恒源煤电,煤炭开采,4.05,0.52,73.08
1280,002529.SZ,002529,*ST海源,专用机械,5.0,0.52,18.56
1281,002645.SZ,002645,华宏科技,专用机械,5.79,0.52,68.62
1282,002010.SZ,002010,传化智联,仓储物流,5.3,0.52,215.15
1283,003029.SZ,003029,吉大正元,软件服务,3.9,0.52,10.54
1284,600654.SH,600654,ST中安,软件服务,6.59,0.52,14.65
1285,600740.SH,600740,山西焦化,焦炭加工,4.14,0.52,129.9
1286,002338.SZ,002338,奥普光电,电器仪表,1.99,0.52,45.41
1287,603380.SH,603380,易德龙,元器件,4.95,0.52,37.31
1288,002897.SZ,002897,意华股份,元器件,3.12,0.52,32.2
1289,603583.SH,603583,捷昌驱动,电气设备,6.98,0.52,119.2
1290,603577.SH,603577,汇金通,钢加工,4.67,0.52,23.08
1291,600399.SH,600399,抚顺特钢,特种钢,5.24,0.52,281.42
1292,300435.SZ,300435,中泰股份,机械基件,4.24,0.51,34.05
1293,300925.SZ,300925,法本信息,软件服务,2.16,0.51,11.76
1294,000584.SZ,000584,哈工智能,专用机械,0.8,0.51,55.29
1295,300534.SZ,300534,陇神戎发,中成药,5.61,0.51,18.65
1296,605277.SH,605277,新亚电子,电气设备,5.57,0.51,7.21
1297,601118.SH,601118,海南橡胶,橡胶,4.52,0.51,237.51
1298,300498.SZ,300498,温氏股份,农业综合,5.84,0.51,699.21
1299,002400.SZ,002400,省广集团,广告包装,2.57,0.51,87.4
1300,002100.SZ,002100,天康生物,饲料,7.36,0.51,108.31
1301,600165.SH,600165,新日恒力,化工原料,0.71,0.51,48.56
1302,300443.SZ,300443,金雷股份,专用机械,6.85,0.51,49.41
1303,002853.SZ,002853,皮阿诺,家居用品,7.07,0.51,18.52
1304,600980.SH,600980,北矿科技,元器件,2.67,0.51,22.79
1305,002449.SZ,002449,国星光电,半导体,4.21,0.51,56.05
1306,002790.SZ,002790,瑞尔特,家居用品,2.0,0.51,14.36
1307,002089.SZ,002089,ST新海,通信设备,5.03,0.51,24.71
1308,300329.SZ,300329,海伦钢琴,文教休闲,3.82,0.51,17.15
1309,605058.SH,605058,澳弘电子,元器件,3.46,0.51,8.1
1310,000989.SZ,000989,九芝堂,中成药,5.36,0.5,55.65
1311,300494.SZ,300494,盛天网络,互联网,5.02,0.5,23.34
1312,003006.SZ,003006,百亚股份,造纸,3.75,0.5,11.39
1313,300580.SZ,300580,贝斯特,汽车配件,4.06,0.5,36.8
1314,600644.SH,600644,乐山电力,水力发电,0.0,0.5,31.23
1315,300245.SZ,300245,天玑科技,软件服务,1.98,0.5,25.44
1316,605288.SH,605288,凯迪股份,电气设备,3.39,0.5,14.04
1317,603559.SH,603559,中通国脉,通信设备,4.9,0.5,17.48
1318,002420.SZ,002420,毅昌股份,塑料,1.7,0.5,18.76
1319,600120.SH,600120,浙江东方,多元金融,3.36,0.5,130.11
1320,000821.SZ,000821,京山轻机,轻工机械,5.11,0.5,38.35
1321,603687.SH,603687,大胜达,广告包装,4.78,0.5,12.13
1322,300597.SZ,300597,吉大通信,通信设备,3.2,0.5,19.2
1323,300271.SZ,300271,华宇软件,软件服务,2.64,0.49,133.77
1324,600890.SH,600890,*ST中房,区域地产,12.96,0.49,16.16
1325,002122.SZ,002122,*ST天马,机械基件,3.7,0.49,36.59
1326,601198.SH,601198,东兴证券,证券,3.14,0.49,308.34
1327,002205.SZ,002205,国统股份,其他建材,2.26,0.49,13.44
1328,000880.SZ,000880,潍柴重机,机械基件,4.6,0.49,12.99
1329,002953.SZ,002953,日丰股份,电气设备,4.01,0.49,10.81
1330,300625.SZ,300625,三雄极光,半导体,4.44,0.49,21.81
1331,603602.SH,603602,纵横通信,通信设备,3.51,0.49,21.67
1332,300693.SZ,300693,盛弘股份,电气设备,7.2,0.49,25.86
1333,002328.SZ,002328,新朋股份,汽车配件,4.48,0.49,25.95
1334,600708.SH,600708,光明地产,全国地产,4.8,0.49,58.3
1335,002836.SZ,002836,新宏泽,广告包装,4.54,0.49,14.0
1336,300742.SZ,300742,越博动力,汽车配件,6.82,0.49,10.26
1337,300162.SZ,300162,雷曼光电,元器件,4.07,0.49,18.92
1338,300684.SZ,300684,中石科技,化工原料,3.73,0.49,32.92
1339,603366.SH,603366,日出东方,家用电器,4.7,0.49,37.44
1340,600094.SH,600094,大名城,区域地产,3.56,0.49,86.06
1341,300055.SZ,300055,万邦达,环境保护,7.15,0.49,64.65
1342,603056.SH,603056,德邦股份,仓储物流,5.21,0.49,112.51
1343,603398.SH,603398,邦宝益智,文教休闲,1.19,0.49,27.68
1344,300679.SZ,300679,电连技术,元器件,7.7,0.48,87.39
1345,002760.SZ,002760,凤形股份,机械基件,4.48,0.48,14.38
1346,601166.SH,601166,兴业银行,银行,3.42,0.48,4391.85
1347,600848.SH,600848,上海临港,园区开发,3.38,0.48,267.33
1348,002961.SZ,002961,瑞达期货,多元金融,5.12,0.48,22.54
1349,600666.SH,600666,ST瑞德,元器件,4.76,0.48,12.38
1350,002786.SZ,002786,银宝山新,专用机械,7.95,0.48,27.34
1351,002263.SZ,002263,大东南,塑料,3.99,0.48,53.91
1352,002129.SZ,002129,中环股份,半导体,7.5,0.48,843.54
1353,003021.SZ,003021,兆威机电,元器件,5.65,0.48,25.55
1354,300722.SZ,300722,新余国科,专用机械,3.0,0.48,72.58
1355,600159.SH,600159,大龙地产,区域地产,1.95,0.48,21.66
1356,300947.SZ,300947,德必集团,综合类,6.53,0.48,7.59
1357,002174.SZ,002174,游族网络,互联网,15.2,0.48,119.75
1358,300768.SZ,300768,迪普科技,软件服务,1.5,0.48,50.52
1359,300757.SZ,300757,罗博特科,专用机械,8.33,0.48,20.77
1360,300538.SZ,300538,同益股份,批发业,5.11,0.48,15.29
1361,601216.SH,601216,君正集团,化工原料,5.2,0.48,495.31
1362,000570.SZ,000570,苏常柴A,机械基件,4.8,0.48,23.37
1363,000988.SZ,000988,华工科技,电器仪表,3.95,0.48,211.47
1364,000823.SZ,000823,超声电子,元器件,4.13,0.48,58.15
1365,601799.SH,601799,星宇股份,汽车配件,6.69,0.48,550.35
1366,603616.SH,603616,韩建河山,其他建材,2.39,0.48,16.34
1367,603713.SH,603713,密尔克卫,仓储物流,5.73,0.48,81.44
1368,300198.SZ,300198,纳川股份,塑料,4.28,0.48,33.91
1369,603109.SH,603109,神驰机电,电气设备,2.19,0.48,11.09
1370,601311.SH,601311,骆驼股份,电气设备,8.09,0.48,142.46
1371,000009.SZ,000009,中国宝安,综合类,7.26,0.48,259.99
1372,600461.SH,600461,洪城环境,水务,6.26,0.47,71.12
1373,000691.SZ,000691,亚太实业,化工原料,4.09,0.47,15.51
1374,002306.SZ,002306,中科云网,酒店餐饮,7.59,0.47,25.85
1375,601963.SH,601963,重庆银行,银行,4.38,0.47,39.71
1376,300778.SZ,300778,新城市,建筑工程,3.38,0.47,11.05
1377,603496.SH,603496,恒为科技,IT设备,4.26,0.47,28.2
1378,000729.SZ,000729,燕京啤酒,啤酒,4.87,0.47,200.01
1379,300146.SZ,300146,汤臣倍健,医疗保健,3.96,0.47,332.72
1380,000809.SZ,000809,铁岭新城,区域地产,3.08,0.47,16.58
1381,600606.SH,600606,绿地控股,全国地产,4.54,0.47,728.87
1382,002519.SZ,002519,银河电子,通信设备,3.95,0.47,39.93
1383,605177.SH,605177,东亚药业,化学制药,5.11,0.47,9.82
1384,605398.SH,605398,新炬网络,软件服务,3.96,0.47,6.51
1385,603800.SH,603800,道森股份,专用机械,4.75,0.47,18.8
1386,002317.SZ,002317,众生药业,中成药,5.2,0.47,64.03
1387,603277.SH,603277,银都股份,专用机械,9.74,0.46,95.68
1388,002935.SZ,002935,天奥电子,元器件,4.72,0.46,22.76
1389,300430.SZ,300430,诚益通,电器仪表,10.01,0.46,24.82
1390,300098.SZ,300098,高新兴,通信设备,9.46,0.46,63.86
1391,600602.SH,600602,云赛智联,软件服务,4.04,0.46,60.81
1392,300856.SZ,300856,科思股份,化工原料,6.95,0.46,14.76
1393,600650.SH,600650,锦江在线,公共交通,3.77,0.46,38.67
1394,603897.SH,603897,长城科技,电气设备,3.42,0.46,34.57
1395,600540.SH,600540,新赛股份,种植业,5.48,0.46,27.17
1396,300242.SZ,300242,佳云科技,互联网,5.05,0.46,28.61
1397,600487.SH,600487,亨通光电,通信设备,3.61,0.46,235.11
1398,603399.SH,603399,吉翔股份,小金属,2.79,0.46,24.34
1399,603090.SH,603090,宏盛股份,专用机械,5.13,0.46,12.92
1400,000698.SZ,000698,沈阳化工,化工原料,4.12,0.46,55.63
1401,300816.SZ,300816,艾可蓝,环境保护,2.98,0.46,28.75
1402,002527.SZ,002527,新时达,电器仪表,7.57,0.46,36.46
1403,300283.SZ,300283,温州宏丰,电气设备,5.21,0.46,13.66
1404,002603.SZ,002603,以岭药业,中成药,6.48,0.46,285.72
1405,300299.SZ,300299,富春股份,互联网,6.0,0.46,33.9
1406,000711.SZ,000711,京蓝科技,软件服务,5.22,0.46,19.89
1407,000001.SZ,000001,平安银行,银行,4.51,0.46,4762.17
1408,601890.SH,601890,亚星锚链,船舶,-0.65,0.46,58.24
1409,600883.SH,600883,博闻科技,水泥,5.83,0.46,21.01
1410,300482.SZ,300482,万孚生物,医疗保健,4.17,0.46,227.43
1411,601375.SH,601375,中原证券,证券,4.85,0.46,171.34
1412,002092.SZ,002092,中泰化学,化工原料,4.08,0.46,213.56
1413,300007.SZ,300007,汉威科技,电器仪表,3.56,0.46,35.59
1414,601718.SH,601718,际华集团,服饰,3.02,0.46,119.89
1415,300505.SZ,300505,川金诺,化工原料,3.35,0.46,11.51
1416,300542.SZ,300542,新晨科技,软件服务,2.15,0.46,27.28
1417,600723.SH,600723,首商股份,百货,6.57,0.45,60.81
1418,300405.SZ,300405,科隆股份,化工原料,4.68,0.45,11.48
1419,001872.SZ,001872,招商港口,港口,3.15,0.45,93.47
1420,600592.SH,600592,龙溪股份,机械基件,4.8,0.45,41.83
1421,601886.SH,601886,江河集团,装修装饰,5.29,0.45,82.63
1422,600522.SH,600522,中天科技,通信设备,3.68,0.45,319.49
1423,002467.SZ,002467,二六三,电信运营,3.33,0.45,52.36
1424,603288.SH,603288,海天味业,食品,3.87,0.45,5788.92
1425,300543.SZ,300543,朗科智能,电气设备,7.0,0.45,26.09
1426,300342.SZ,300342,天银机电,元器件,2.52,0.45,45.92
1427,002221.SZ,002221,东华能源,石油贸易,5.27,0.45,183.65
1428,002457.SZ,002457,青龙管业,塑料,0.63,0.45,30.07
1429,600756.SH,600756,浪潮软件,软件服务,-0.23,0.45,42.13
1430,300427.SZ,300427,红相股份,电气设备,0.56,0.45,40.38
1431,000686.SZ,000686,东北证券,证券,2.77,0.45,204.56
1432,600446.SH,600446,金证股份,软件服务,2.99,0.45,123.68
1433,000921.SZ,000921,海信家电,家用电器,7.16,0.45,140.37
1434,300444.SZ,300444,双杰电气,电气设备,5.57,0.45,19.33
1435,300921.SZ,300921,南凌科技,互联网,4.18,0.45,8.07
1436,300815.SZ,300815,玉禾田,环境保护,4.02,0.45,49.87
1437,603936.SH,603936,博敏电子,元器件,2.97,0.45,51.61
1438,300383.SZ,300383,光环新网,电信运营,3.39,0.45,227.2
1439,600523.SH,600523,贵航股份,汽车配件,6.01,0.44,59.11
1440,002337.SZ,002337,赛象科技,化工机械,3.4,0.44,17.87
1441,300497.SZ,300497,富祥药业,化学制药,5.31,0.44,44.66
1442,603358.SH,603358,华达科技,汽车配件,5.21,0.44,74.73
1443,600287.SH,600287,江苏舜天,商贸代理,4.23,0.44,23.67
1444,600730.SH,600730,中国高科,综合类,3.42,0.44,26.63
1445,600847.SH,600847,万里股份,电气设备,4.69,0.44,14.03
1446,002113.SZ,002113,*ST天润,互联网,4.35,0.44,13.88
1447,603681.SH,603681,永冠新材,化工原料,4.26,0.44,16.0
1448,600479.SH,600479,千金药业,中成药,4.24,0.44,41.14
1449,600310.SH,600310,桂东电力,水力发电,6.87,0.44,37.33
1450,002399.SZ,002399,海普瑞,化学制药,4.21,0.44,209.78
1451,300128.SZ,300128,锦富技术,元器件,4.07,0.44,39.16
1452,000782.SZ,000782,美达股份,化纤,4.72,0.44,18.75
1453,002374.SZ,002374,中锐股份,建筑工程,4.87,0.44,23.19
1454,300318.SZ,300318,博晖创新,医疗保健,3.7,0.44,64.76
1455,002972.SZ,002972,科安达,运输设备,5.03,0.44,10.09
1456,300916.SZ,300916,朗特智能,元器件,3.93,0.44,9.92
1457,300931.SZ,300931,通用电梯,运输设备,7.74,0.44,8.8
1458,300978.SZ,300978,东箭科技,汽车配件,4.05,0.44,8.3
1459,002991.SZ,002991,甘源食品,食品,5.97,0.44,17.47
1460,601162.SH,601162,天风证券,证券,3.14,0.44,189.24
1461,002747.SZ,002747,埃斯顿,机械基件,4.97,0.44,232.91
1462,300288.SZ,300288,朗玛信息,软件服务,5.2,0.44,25.63
1463,600623.SH,600623,华谊集团,汽车配件,4.92,0.44,154.93
1464,002666.SZ,002666,德联集团,化工原料,3.56,0.44,22.13
1465,300011.SZ,300011,鼎汉技术,运输设备,4.45,0.44,27.49
1466,603786.SH,603786,科博达,汽车配件,6.26,0.44,26.42
1467,002830.SZ,002830,名雕股份,装修装饰,3.84,0.44,6.49
1468,600184.SH,600184,光电股份,专用机械,4.09,0.44,56.93
1469,603192.SH,603192,汇得科技,化工原料,3.92,0.44,6.15
1470,300360.SZ,300360,炬华科技,电器仪表,3.9,0.43,33.65
1471,300001.SZ,300001,特锐德,电气设备,5.28,0.43,261.78
1472,600391.SH,600391,航发科技,航空,3.65,0.43,60.02
1473,300875.SZ,300875,捷强装备,专用机械,3.06,0.43,13.55
1474,002528.SZ,002528,英飞拓,IT设备,2.54,0.43,37.99
1475,300212.SZ,300212,易华录,软件服务,4.02,0.43,160.45
1476,300170.SZ,300170,汉得信息,软件服务,0.73,0.43,55.63
1477,300988.SZ,300988,津荣天宇,机械基件,7.98,0.43,8.0
1478,603896.SH,603896,寿仙谷,中成药,5.18,0.43,56.84
1479,300317.SZ,300317,珈伟新能,半导体,13.08,0.43,47.22
1480,300726.SZ,300726,宏达电子,元器件,-0.1,0.43,123.78
1481,000626.SZ,000626,远大控股,商贸代理,5.51,0.43,87.96
1482,002867.SZ,002867,周大生,服饰,8.32,0.43,211.69
1483,603610.SH,603610,麒盛科技,家居用品,4.42,0.43,32.7
1484,000953.SZ,000953,河化股份,农药化肥,8.64,0.43,17.69
1485,000750.SZ,000750,国海证券,证券,2.82,0.43,238.47
1486,603226.SH,603226,菲林格尔,家居用品,3.15,0.43,18.62
1487,600770.SH,600770,综艺股份,综合类,2.5,0.43,69.16
1488,000836.SZ,000836,富通信息,通信设备,3.43,0.43,29.12
1489,300585.SZ,300585,奥联电子,汽车配件,5.01,0.43,20.11
1490,300486.SZ,300486,东杰智能,专用机械,8.71,0.43,37.66
1491,300084.SZ,300084,海默科技,石油开采,6.44,0.43,14.18
1492,603016.SH,603016,新宏泰,电气设备,8.53,0.43,39.11
1493,000581.SZ,000581,威孚高科,汽车配件,5.15,0.42,201.87
1494,603060.SH,603060,国检集团,建筑工程,4.14,0.42,109.61
1495,002299.SZ,002299,圣农发展,农业综合,5.3,0.42,313.92
1496,603101.SH,603101,汇嘉时代,百货,4.44,0.42,24.32
1497,300303.SZ,300303,聚飞光电,半导体,3.77,0.42,56.92
1498,300194.SZ,300194,福安药业,化学制药,4.17,0.42,42.34
1499,600775.SH,600775,南京熊猫,通信设备,2.81,0.42,51.66
1500,300017.SZ,300017,网宿科技,电信运营,2.87,0.42,130.12
1501,000825.SZ,000825,太钢不锈,特种钢,7.15,0.42,382.12
1502,002049.SZ,002049,紫光国微,元器件,0.21,0.42,803.43
1503,300441.SZ,300441,鲍斯股份,机床制造,3.74,0.42,64.7
1504,002593.SZ,002593,日上集团,汽车配件,3.06,0.42,17.3
1505,000020.SZ,000020,深华发A,元器件,3.7,0.42,16.78
1506,300165.SZ,300165,天瑞仪器,电器仪表,3.9,0.42,15.3
1507,002388.SZ,002388,新亚制程,元器件,3.54,0.42,25.47
1508,300117.SZ,300117,嘉寓股份,装修装饰,3.26,0.42,24.94
1509,300707.SZ,300707,威唐工业,专用机械,4.83,0.42,16.59
1510,601229.SH,601229,上海银行,银行,4.0,0.42,1177.16
1511,603118.SH,603118,共进股份,通信设备,3.52,0.41,68.42
1512,600107.SH,600107,美尔雅,服饰,4.25,0.41,25.63
1513,600728.SH,600728,佳都科技,软件服务,3.74,0.41,115.2
1514,601628.SH,601628,中国人寿,保险,2.73,0.41,7450.66
1515,002249.SZ,002249,大洋电机,电气设备,8.0,0.41,95.48
1516,300969.SZ,300969,恒帅股份,汽车配件,3.85,0.41,8.31
1517,000045.SZ,000045,深纺织A,元器件,1.17,0.41,39.53
1518,605111.SH,605111,新洁能,半导体,2.52,0.41,45.27
1519,002296.SZ,002296,辉煌科技,通信设备,1.84,0.41,22.42
1520,300276.SZ,300276,三丰智能,专用机械,3.67,0.41,31.97
1521,300801.SZ,300801,泰和科技,化工原料,3.7,0.41,14.95
1522,300787.SZ,300787,海能实业,通信设备,6.16,0.41,13.55
1523,603823.SH,603823,百合花,染料涂料,1.97,0.41,48.98
1524,601566.SH,601566,九牧王,服饰,3.05,0.41,66.03
1525,603058.SH,603058,永吉股份,广告包装,3.05,0.41,29.74
1526,603717.SH,603717,天域生态,环境保护,3.9,0.41,25.15
1527,002347.SZ,002347,泰尔股份,机械基件,3.62,0.41,13.59
1528,601225.SH,601225,陕西煤业,煤炭开采,4.36,0.41,1197.0
1529,300173.SZ,300173,福能东方,轻工机械,7.03,0.41,34.76
1530,000776.SZ,000776,广发证券,证券,2.77,0.41,922.23
1531,002546.SZ,002546,新联电子,电气设备,4.17,0.41,29.58
1532,002148.SZ,002148,北纬科技,互联网,3.43,0.41,19.37
1533,002057.SZ,002057,中钢天源,元器件,2.65,0.41,40.16
1534,000636.SZ,000636,风华高科,元器件,6.1,0.41,236.79
1535,600533.SH,600533,栖霞建设,区域地产,2.74,0.4,35.49
1536,300092.SZ,300092,科新机电,专用机械,2.51,0.4,14.36
1537,603200.SH,603200,上海洗霸,环境保护,4.9,0.4,22.96
1538,002491.SZ,002491,通鼎互联,通信设备,2.63,0.4,45.66
1539,300895.SZ,300895,铜牛信息,软件服务,0.2,0.4,9.01
1540,300668.SZ,300668,杰恩设计,装修装饰,2.9,0.4,7.06
1541,000987.SZ,000987,越秀金控,多元金融,3.23,0.4,349.4
1542,603989.SH,603989,艾华集团,元器件,3.84,0.4,117.29
1543,002376.SZ,002376,新北洋,IT设备,1.67,0.4,58.26
1544,600879.SH,600879,航天电子,航空,3.41,0.4,197.69
1545,300595.SZ,300595,欧普康视,医疗保健,5.04,0.4,614.44
1546,300475.SZ,300475,聚隆科技,专用机械,4.76,0.4,54.25
1547,300956.SZ,300956,英力股份,IT设备,3.94,0.4,8.74
1548,002512.SZ,002512,达华智能,元器件,3.86,0.4,29.92
1549,603303.SH,603303,得邦照明,家用电器,4.35,0.4,64.62
1550,603536.SH,603536,惠发食品,食品,7.82,0.4,23.4
1551,002820.SZ,002820,桂发祥,食品,2.76,0.4,21.85
1552,002926.SZ,002926,华西证券,证券,2.69,0.4,186.5
1553,600405.SH,600405,动力源,电气设备,8.77,0.4,37.07
1554,600030.SH,600030,中信证券,证券,1.43,0.39,2506.66
1555,600617.SH,600617,国新能源,供气供热,4.65,0.39,41.73
1556,603759.SH,603759,海天股份,水务,5.94,0.39,19.4
1557,600458.SH,600458,时代新材,塑料,2.68,0.39,70.65
1558,603938.SH,603938,三孚股份,化工原料,2.18,0.39,43.05
1559,300865.SZ,300865,大宏立,专用机械,4.3,0.39,7.2
1560,002625.SZ,002625,光启技术,汽车配件,6.03,0.39,269.68
1561,603136.SH,603136,天目湖,旅游景点,2.21,0.39,30.83
1562,600939.SH,600939,重庆建工,建筑工程,3.37,0.39,66.77
1563,600318.SH,600318,新力金融,多元金融,2.41,0.39,40.74
1564,603815.SH,603815,交建股份,建筑工程,3.5,0.39,14.96
1565,002217.SZ,002217,合力泰,元器件,4.14,0.39,109.58
1566,603701.SH,603701,德宏股份,汽车配件,3.46,0.39,22.63
1567,600642.SH,600642,申能股份,火力发电,4.26,0.39,278.58
1568,601001.SH,601001,晋控煤业,煤炭开采,7.33,0.39,125.03
1569,600187.SH,600187,国中水务,水务,3.0,0.39,39.69
1570,002726.SZ,002726,龙大肉食,食品,7.18,0.39,116.71
1571,603166.SH,603166,福达股份,汽车配件,3.97,0.39,38.78
1572,600641.SH,600641,万业企业,区域地产,6.25,0.39,152.98
1573,002368.SZ,002368,太极股份,软件服务,0.1,0.39,119.59
1574,600512.SH,600512,腾达建设,建筑工程,3.91,0.39,51.0
1575,300030.SZ,300030,阳普医疗,医疗保健,5.04,0.39,28.65
1576,300561.SZ,300561,汇金科技,软件服务,2.35,0.39,19.09
1577,002866.SZ,002866,传艺科技,IT设备,1.06,0.39,22.57
1578,002823.SZ,002823,凯中精密,机械基件,3.96,0.39,16.27
1579,002829.SZ,002829,星网宇达,通信设备,4.6,0.39,26.11
1580,002783.SZ,002783,凯龙股份,化工原料,2.86,0.39,30.76
1581,300022.SZ,300022,吉峰科技,农用机械,3.37,0.39,15.88
1582,600626.SH,600626,申达股份,纺织,2.77,0.38,35.96
1583,002106.SZ,002106,莱宝高科,元器件,6.05,0.38,83.93
1584,002887.SZ,002887,绿茵生态,环境保护,2.29,0.38,18.76
1585,002088.SZ,002088,鲁阳节能,矿物制品,3.02,0.38,63.18
1586,002062.SZ,002062,宏润建设,建筑工程,1.13,0.38,42.48
1587,300621.SZ,300621,维业股份,装修装饰,4.01,0.38,17.09
1588,002973.SZ,002973,侨银股份,环境保护,3.24,0.38,17.98
1589,300344.SZ,300344,立方数科,软件服务,6.98,0.38,17.3
1590,300014.SZ,300014,亿纬锂能,电气设备,3.86,0.38,1900.45
1591,300280.SZ,300280,紫天科技,广告包装,5.96,0.38,62.56
1592,300345.SZ,300345,华民股份,钢加工,2.42,0.38,16.81
1593,300990.SZ,300990,同飞股份,专用机械,5.4,0.38,10.84
1594,600929.SH,600929,雪天盐业,食品,3.73,0.38,58.46
1595,300039.SZ,300039,上海凯宝,中成药,4.17,0.38,43.51
1596,002208.SZ,002208,合肥城建,区域地产,1.81,0.38,48.91
1597,603331.SH,603331,百达精工,专用机械,3.05,0.38,18.05
1598,000798.SZ,000798,中水渔业,渔业,1.9,0.38,27.37
1599,600745.SH,600745,闻泰科技,通信设备,4.07,0.38,751.67
1600,300667.SZ,300667,必创科技,电器仪表,3.98,0.38,25.64
1601,002199.SZ,002199,东晶电子,元器件,2.58,0.38,17.43
1602,002841.SZ,002841,视源股份,元器件,2.3,0.38,497.52
1603,000863.SZ,000863,三湘印象,区域地产,3.29,0.38,42.56
