,ts_code,symbol,name,industry,COL_MA_A,COL_MA_B,COL_MA_GAP,COL_LASTPRICE,concept
610,603568.SH,603568,伟明环保,环境保护,27.42,26.88,2.01,28.01,"固废处理, 环保, "
611,002398.SZ,002398,建研集团,其他建材,7.11,6.97,2.01,6.5,"福建自贸区, 业绩预增, 兜底式增持, 装配式建筑, 雄安-建材, 雄安新区, 自贸区, "
612,600660.SH,600660,福耀玻璃,汽车配件,26.42,25.9,2.01,25.34,"高股息, 白马股, MSCI, 蔚来汽车概念股, 社保重仓, 汽车零部件, 玻璃, "
613,002250.SZ,002250,联化科技,化工原料,10.65,10.44,2.01,11.35,"农药, 社保重仓, 业绩预增, 医药, 创新药, "
614,002667.SZ,002667,鞍重股份,工程机械,9.06,8.88,2.03,8.85,"壳公司, "
615,600846.SH,600846,同济科技,综合类,11.07,10.85,2.03,9.99,"大基建, 雄安新区, 高校系, 雄安-设计, "
616,000819.SZ,000819,岳阳兴长,石油加工,12.09,11.85,2.03,10.9,"油气改革, 央企改革, 石油化工, "
617,300130.SZ,300130,新国都,电脑设备,18.03,17.67,2.04,18.5,"业绩预增, 物联网, 网络安全, 互联网金融, 移动支付, 大数据, 区块链, 腾讯概念股, "
618,002791.SZ,002791,坚朗五金,其他建材,15.53,15.22,2.04,15.95,"社保重仓, 回购, "
619,000850.SZ,000850,华茂股份,纺织,5.01,4.91,2.04,4.74,"棉花, 纺织服装, "
620,300098.SZ,300098,高新兴,通信设备,10.45,10.24,2.05,9.83,"社保重仓, 回购, 物联网, 无人驾驶, 智能制造, 人工智能, 无人商店, 智慧城市, 共享经济, 智慧安防, 机器人, 人脸识别, 电子车牌, "
621,603003.SH,603003,龙宇燃油,石油贸易,9.48,9.29,2.05,9.85,"油气改革, 回购, 石油化工, 大数据, 云计算, "
622,300062.SZ,300062,中能电气,电气设备,6.93,6.79,2.06,6.48,"储能, 新能源汽车, 高铁轨交, 充电桩, "
623,603787.SH,603787,新日股份,摩托车,12.87,12.61,2.06,12.12,"共享经济, "
624,300510.SZ,300510,金冠股份,电气设备,11.82,11.58,2.07,10.94,"智能仪表, 锂电池, 新能源汽车, 股权转让, 国资入股, 资产重组, 充电桩, "
625,603908.SH,603908,牧高笛,纺织,29.07,28.48,2.07,28.8,"纺织服装, 体育产业, "
626,002788.SZ,002788,鹭燕医药,医药商业,16.73,16.39,2.07,16.9,"医药商业, 医药, 中药, 医疗器械, "
627,600370.SH,600370,三房巷,纺织,3.93,3.85,2.08,3.85,"高质押率, 印染, "
628,002475.SZ,002475,立讯精密,元器件,26.24,25.7,2.1,26.06,"5G, 白马股, MSCI, 华为产业链, 蔚来汽车概念股, 业绩预增, 无线充电, 苹果产业链, "
629,300161.SZ,300161,华中数控,机床制造,15.56,15.24,2.1,15.3,"阿里巴巴概念股, 工业自动化, 智能制造, 高校系, 机器人, "
630,300417.SZ,300417,南华仪器,电器仪表,19.88,19.47,2.11,20.15,"智能仪表, "
631,002593.SZ,002593,日上集团,汽车配件,4.36,4.27,2.11,3.97,"回购, 汽车零部件, 物联网, 装配式建筑, "
632,002485.SZ,002485,希努尔,服饰,9.17,8.98,2.12,7.88,"旅游, 回购, 业绩预增, 纺织服装, 特色小镇, 高质押率, 资产重组, "
633,000919.SZ,000919,金陵药业,化学制药,8.62,8.44,2.13,8.1,"健康中国, 民营医院, 养老产业, 医药, 中药, 创投, "
634,002221.SZ,002221,东华能源,石油贸易,11.93,11.68,2.14,11.16,"MSCI, 油气改革, 回购, 石油化工, 燃料电池, "
635,300265.SZ,300265,通光线缆,电气设备,10.51,10.29,2.14,9.96,"5G, 特高压, 光通信, 军工, 军民融合, "
636,002436.SZ,002436,兴森科技,元器件,5.7,5.58,2.15,5.78,"PCB板, 互联网金融, 半导体, 国资入股, "
637,600246.SH,600246,万通地产,区域地产,4.75,4.65,2.15,4.47,"高质押率, 房地产, 锂电池, 新能源汽车, 京津冀, "
638,600696.SH,600696,ST岩石,区域地产,6.64,6.5,2.15,6.79,"ST股, 壳公司, "
639,002553.SZ,002553,南方轴承,汽车配件,7.53,7.37,2.17,7.06,"大飞机, 业绩预增, 汽车零部件, "
640,002084.SZ,002084,海鸥住工,家居用品,5.57,5.45,2.2,5.3,"回购, 定增破发, 家具家居, 独角兽, "
641,000683.SZ,000683,远兴能源,化工原料,3.25,3.18,2.2,3.17,"内蒙古, 石墨电极, 甲醇, 纯碱, 回购, 业绩预增, 化肥, "
642,600522.SH,600522,中天科技,通信设备,10.7,10.47,2.2,10.27,"5G, 光通信, MSCI, 风电, 储能, 量子通信, 新能源汽车, 石墨烯, 工业互联网, 充电桩, "
643,603536.SH,603536,惠发股份,食品,12.08,11.82,2.2,10.28,"海底捞概念股, "
644,300628.SZ,300628,亿联网络,通信设备,101.03,98.85,2.21,106.21,"MSCI, 云计算, "
645,603399.SH,603399,吉翔股份,小金属,12.5,12.23,2.21,12.91,"有色金属, 有色-钼, 百度概念股, 游戏, 手游, 影视, "
646,002190.SZ,002190,*ST集成,汽车配件,19.81,19.38,2.22,18.64,"央企改革, 军工研究所, 军工, 汽车零部件, 定增破发, 锂电池, 新能源汽车, ST股, "
647,600861.SH,600861,北京城乡,百货,8.75,8.56,2.22,8.43,"北京城市规划, 新零售, "
648,600741.SH,600741,华域汽车,汽车配件,24.29,23.76,2.23,22.6,"安邦系, 高股息, 白马股, MSCI, 蔚来汽车概念股, 参股券商, 汽车零部件, 无人驾驶, 上海国企改革, 工业互联网, 科创板概念股, "
649,300254.SZ,300254,仟源医药,化学制药,9.61,9.4,2.23,8.83,"二胎, 医药, 中药, 创新药, 化学药, 基因测序, "
650,300560.SZ,300560,中富通,通信设备,22.19,21.7,2.26,22.8,"5G, 华为产业链, 军工, 军民融合, 数字中国, "
651,601001.SH,601001,大同煤业,煤炭开采,5.42,5.3,2.26,5.17,"煤炭, 山西国企改革, "
652,300235.SZ,300235,方直科技,软件服务,11.21,10.96,2.28,10.44,"教育, 云计算, 国产软件, "
653,601126.SH,601126,四方股份,电气设备,7.14,6.98,2.29,6.57,"特高压, 军工, 军民融合, 工业自动化, 智能制造, "
654,002093.SZ,002093,国脉科技,电信运营,10.29,10.06,2.29,9.61,"5G, 教育, 物联网, 数字中国, 云计算, "
655,000838.SZ,000838,财信发展,区域地产,4.47,4.37,2.29,3.98,"固废处理, 高质押率, 房地产, 环保, 住房租赁, "
656,002480.SZ,002480,新筑股份,机械基件,6.22,6.08,2.3,6.0,"储能, 股权转让, 高铁轨交, "
657,001872.SZ,001872,招商港口,港口,19.5,19.06,2.31,18.1,"一带一路, 央企改革, 港口, 粤港澳大湾区, 资产重组, "
658,000851.SZ,000851,高鸿股份,软件服务,7.96,7.78,2.31,7.9,"阿里巴巴概念股, 央企改革, 物联网, 无人驾驶, 数字中国, 移动支付, 大数据, 云计算, 人工智能, 无人商店, 彩票, 滴滴出行概念股, 独角兽, 创投, "
659,300128.SZ,300128,锦富技术,元器件,5.28,5.16,2.33,4.87,"OLED, 新零售, 石油化工, 物联网, 光伏, 大数据, 云计算, 石墨烯, 股权转让, VR&AR, 苹果产业链, "
660,300338.SZ,300338,开元股份,文教休闲,11.43,11.17,2.33,11.5,"教育, 社保重仓, 智能仪表, "
661,600882.SH,600882,妙可蓝多,乳制品,11.32,11.06,2.35,11.53,"回购, 食品, 乳业（奶粉）, "
662,600353.SH,600353,旭光股份,元器件,6.1,5.96,2.35,5.71,"业绩预增, "
663,300090.SZ,300090,盛运环保,环境保护,2.61,2.55,2.35,2.32,"固废处理, 环保, 低价股, 股权转让, "
664,600995.SH,600995,文山电力,水力发电,9.1,8.89,2.36,8.37,"水电, 电改, 央企改革, 业绩预增, "
665,002147.SZ,002147,ST新光,区域地产,3.46,3.38,2.37,3.31,"破净股, 债转股-AMC, 高质押率, 房地产, 共享经济, 资产重组, ST股, "
666,300508.SZ,300508,维宏股份,软件服务,31.82,31.08,2.38,33.37,"工业自动化, 智能制造, 工业互联网, "
667,300459.SZ,300459,金科文化,化工原料,8.98,8.77,2.39,9.31,"阿里巴巴概念股, 新进指数成份股, 回购, 业绩预增, 谷歌概念股, 高质押率, 大数据, 人工智能, "
668,603806.SH,603806,福斯特,塑料,35.47,34.64,2.4,36.42,"光伏, "
669,603680.SH,603680,今创集团,运输设备,18.36,17.93,2.4,17.12,"高铁轨交, "
670,300580.SZ,300580,贝斯特,汽车配件,19.63,19.17,2.4,17.97,"高送转-预期, 通用航空, 汽车零部件, 燃料电池, "
671,000878.SZ,000878,云南铜业,铜,11.51,11.24,2.4,10.92,"央企改革, 有色金属, 有色-铜, 期货概念, "
672,300394.SZ,300394,天孚通信,通信设备,33.52,32.73,2.41,31.4,"5G, 光通信, "
673,300208.SZ,300208,青岛中程,电气设备,8.5,8.3,2.41,7.31,"有色金属, 有色-镍, 举牌股, "
674,300376.SZ,300376,易事特,电气设备,5.95,5.81,2.41,5.95,"光伏, 储能, 工业自动化, 高质押率, 燃料电池, 智能制造, 新能源汽车, 股权转让, 充电桩, "
675,300697.SZ,300697,电工合金,铜,13.91,13.58,2.43,12.92,"有色金属, 有色-铜, 高铁轨交, "
676,002568.SZ,002568,百润股份,红黄药酒,17.3,16.89,2.43,17.65,"社保重仓, 回购, 饮料, "
677,000885.SZ,000885,城发环境,公路,10.06,9.82,2.44,9.99,"高速公路, 固废处理, 河南自贸区, PPP, 环保, 自贸区, "
678,002036.SZ,002036,联创电子,元器件,14.29,13.95,2.44,14.0,"OLED, 特斯拉, 华为产业链, 回购, 无人驾驶, 无线充电, 3D感应, 3D玻璃, VR&AR, 国产芯片, 虹膜识别, 创投, "
679,002138.SZ,002138,顺络电子,元器件,19.68,19.21,2.45,20.11,"5G, 被动元件, 华为产业链, 回购, 物联网, 小米概念股, 无线充电, 移动支付, 指纹识别, "
680,002408.SZ,002408,齐翔腾达,化工原料,9.63,9.4,2.45,8.9,"环氧丙烷, 回购, 石油化工, 油品升级, 资产重组, "
681,002638.SZ,002638,勤上股份,半导体,3.34,3.26,2.45,3.05,"教育, 破净股, LED, "
682,002207.SZ,002207,ST准油,石油开采,7.52,7.34,2.45,7.49,"油气改革, 一带一路, 可燃冰, 页岩气, 新疆, ST股, 壳公司, "
683,000534.SZ,000534,万泽股份,生物制药,11.26,10.99,2.46,11.4,"社保重仓, 大飞机, 军工, 军民融合, 互联网金融, 股权转让, 资产重组, "
684,300590.SZ,300590,移为通信,通信设备,41.24,40.25,2.46,39.82,"高送转-预期, 业绩预增, 物联网, 智慧物流, 北斗导航, 智能制造, "
685,300593.SZ,300593,新雷能,电气设备,20.8,20.3,2.46,20.97,"5G, 高送转-预期, 军工, 军民融合, "
686,603721.SH,603721,中广天择,影视音像,27.12,26.47,2.46,26.0,"直播/短视频, 广电, 影视, "
687,002767.SZ,002767,先锋电子,电器仪表,17.87,17.44,2.47,17.36,"物联网, 智能仪表, "
688,603778.SH,603778,乾景园林,建筑施工,5.39,5.26,2.47,5.18,"园林, 雄安-园林环保, PPP, 雄安新区, 国资入股, "
689,002773.SZ,002773,康弘药业,中成药,53.92,52.62,2.47,56.08,"MSCI, 新进指数成份股, 医药, 中药, 创新药, 化学药, "
690,601038.SH,601038,一拖股份,农用机械,5.81,5.67,2.47,5.23,"央企改革, 乡村振兴, 债转股-AMC, 农机, "
691,603118.SH,603118,共进股份,通信设备,11.58,11.3,2.48,11.37,"5G, 光通信, 业绩预增, 物联网, 基因测序, 医疗器械, "
692,002238.SZ,002238,天威视讯,影视音像,10.32,10.07,2.48,10.14,"广电, 深圳本地股/深汕合作, "
693,300116.SZ,300116,坚瑞沃能,电气设备,2.06,2.01,2.49,1.95,"锂电池, 新能源汽车, 低价股, "
694,300448.SZ,300448,浩云科技,软件服务,15.2,14.83,2.49,14.42,"回购, 物联网, 大数据, 国产软件, 股权转让, 智慧安防, "
695,300680.SZ,300680,隆盛科技,汽车配件,20.91,20.4,2.5,19.25,"高送转-预期, 汽车零部件, 定增破发, 燃料电池, "
696,002711.SZ,002711,ST欧浦,仓储物流,4.92,4.8,2.5,4.46,"供应链金融, 智慧物流, 高质押率, 智能制造, 快递物流, 区块链, 股权转让, "
697,600338.SH,600338,西藏珠峰,铅锌,27.85,27.17,2.5,27.16,"有色-锌, 有色金属, 西藏, "
698,300622.SZ,300622,博士眼镜,其他商业,22.09,21.55,2.51,22.94,"高送转-预期, 眼科, "
699,002560.SZ,002560,通达股份,电气设备,6.53,6.37,2.51,6.28,"特高压, 大飞机, 有色金属, 军工, 军民融合, 有色-钛, "
700,300106.SZ,300106,西部牧业,农业综合,7.32,7.14,2.52,6.92,"食品, 新疆, 乳业（奶粉）, 新疆国企改革, "
701,000601.SZ,000601,韶能股份,水力发电,5.28,5.15,2.52,4.9,"火电, 水电, 宝能系, 新能源汽车, 造纸, 充电桩, "
702,000666.SZ,000666,经纬纺机,纺织机械,15.32,14.94,2.54,14.43,"央企改革, 信托, 恒大概念股, 资产重组, "
703,603637.SH,603637,镇海股份,建筑施工,18.16,17.71,2.54,20.17,"大气治理, 环保, 举牌股, 股权争夺, "
704,600241.SH,600241,时代万恒,商贸代理,7.68,7.49,2.54,6.95,"中韩自贸区, 定增破发, 锂电池, 新能源汽车, 自贸区, 资产重组, "
705,000544.SZ,000544,中原环保,环境保护,6.87,6.7,2.54,6.68,"水务, PPP, 环保, 污水处理, 国资入股, "
706,600822.SH,600822,上海物贸,商贸代理,13.68,13.34,2.55,12.75,"上海国企改革, 自贸区, 自由贸易港, 上海自由贸易港, "
707,002188.SZ,002188,*ST巴士,广告包装,4.8,4.68,2.56,4.42,"直播/短视频, 资产重组, ST股, 壳公司, "
708,603186.SH,603186,华正新材,元器件,32.05,31.25,2.56,30.89,"5G, 锂电池, 新能源汽车, "
709,600506.SH,600506,香梨股份,种植业,13.6,13.26,2.56,12.04,"乡村振兴, 新疆, 土地流转, 新疆国企改革, 农业种植, "
710,002329.SZ,002329,皇氏集团,乳制品,4.76,4.64,2.59,4.62,"二胎, 教育, 食品, 乳业（奶粉）, 万达系, 广西, 影视, 知识产权, 动漫, "
711,600153.SH,600153,建发股份,商贸代理,9.9,9.65,2.59,10.37,"MSCI, 福建自贸区, 供应链金融, 快递物流, 自贸区, "
712,300396.SZ,300396,迪瑞医疗,医疗保健,18.63,18.16,2.59,18.34,"回购, 医疗器械, 体外诊断, "
713,000736.SZ,000736,中交地产,全国地产,11.47,11.18,2.59,10.79,"央企改革, 债转股-AMC, 房地产, "
714,002664.SZ,002664,长鹰信质,汽车配件,15.86,15.46,2.59,15.07,"特斯拉, 社保重仓, 军工, 军民融合, 无人机, 汽车零部件, "
715,000551.SZ,000551,创元科技,专用机械,8.28,8.07,2.6,8.37,"大气治理, 北斗导航, 环保, "
716,002866.SZ,002866,传艺科技,电脑设备,13.79,13.44,2.6,14.91,"PCB板, "
717,000001.SZ,000001,平安银行,银行,14.23,13.87,2.6,13.79,"银行, MSCI, 供应链金融, "
718,601727.SH,601727,上海电气,电气设备,6.63,6.46,2.63,6.09,"MSCI, 一带一路, 特斯拉, 核电, 风电, 光伏, 工业自动化, 智能制造, 上海国企改革, 新能源汽车, 高铁轨交, 独角兽, 充电桩, "
719,600830.SH,600830,香溢融通,多元金融,7.34,7.15,2.66,6.75,"金改, "
720,000567.SZ,000567,海德股份,多元金融,15.02,14.63,2.67,14.03,"债转股-AMC, 高质押率, 海南自由贸易港, 自贸区, 自由贸易港, 海南, "
721,600096.SH,600096,云天化,农药化肥,7.68,7.48,2.67,7.93,"甲醇, 煤化工, 化肥, 磷化工, 工业大麻, "
722,002634.SZ,002634,棒杰股份,服饰,6.48,6.31,2.69,6.3,"回购, 纺织服装, 股权转让, 科创板概念股, "
723,002114.SZ,002114,罗平锌电,铅锌,9.54,9.29,2.69,8.48,"有色-锌, 有色金属, "
724,600617.SH,600617,国新能源,供气供热,6.08,5.92,2.7,5.9,"油气改革, 天然气, 山西国企改革, 雄安-公共服务, 雄安新区, "
725,002776.SZ,002776,柏堡龙,服饰,26.27,25.58,2.7,26.9,"社保重仓, 纺织服装, 特色小镇, "
726,000056.SZ,000056,皇庭国际,房产服务,6.45,6.28,2.71,5.68,"回购, 通用航空, 兜底式增持, 高质押率, 房地产, 住房租赁, "
727,002571.SZ,002571,德力股份,玻璃,6.42,6.25,2.72,5.75,"ST摘帽, 创投, "
728,002778.SZ,002778,高科石化,石油加工,22.17,21.58,2.73,21.84,"石油化工, 工业自动化, 智能制造, 股权转让, 资产重组, "
729,300483.SZ,300483,沃施股份,专用机械,37.66,36.66,2.73,37.84,"天然气, 资产重组, "
730,600183.SH,600183,生益科技,元器件,13.93,13.56,2.73,13.78,"MSCI, PCB板, 华为产业链, 举牌股, "
731,300317.SZ,300317,珈伟新能,半导体,6.76,6.58,2.74,6.15,"光伏, 高质押率, 锂电池, 新能源汽车, 石墨烯, 共享经济, LED, "
732,603966.SH,603966,法兰泰克,机械基件,13.51,13.15,2.74,13.08,"机械, "
733,002229.SZ,002229,鸿博股份,广告包装,9.73,9.47,2.75,8.75,"5G, 华为产业链, 回购, 彩票, 包装印刷, "
734,601318.SH,601318,中国平安,保险,84.5,82.23,2.76,83.11,"AH溢价股, 保险, 白马股, MSCI, 中字头, 回购, 信托, 互联网金融, 区块链, 智慧城市, 独角兽, "
735,603360.SH,603360,百傲化学,化工原料,29.06,28.28,2.76,27.5,"农药, 石油化工, "
736,300204.SZ,300204,舒泰神,生物制药,17.12,16.66,2.76,15.78,"回购, 医药, 创新药, "
737,002135.SZ,002135,东南网架,建筑施工,6.71,6.53,2.76,6.87,"业绩预增, 大基建, 装配式建筑, 雄安-建材, PPP, 雄安新区, "
738,300528.SZ,300528,幸福蓝海,影视音像,9.67,9.41,2.76,8.76,"影视, "
739,002360.SZ,002360,同德化工,化工原料,6.68,6.5,2.77,6.9,"回购, 民爆, "
740,300262.SZ,300262,巴安水务,环境保护,9.27,9.02,2.77,9.19,"水务, 社保重仓, 兜底式增持, PPP, "
741,002012.SZ,002012,凯恩股份,造纸,6.68,6.5,2.77,5.82,"造纸, 区块链, 资产重组, 壳公司, "
742,300682.SZ,300682,朗新科技,软件服务,24.79,24.12,2.78,23.05,"云计算, 区块链, 工业互联网, 国产软件, 资产重组, 独角兽, 蚂蚁金服概念股, "
743,002464.SZ,002464,众应互联,互联网,14.78,14.38,2.78,13.86,"大数据, 股权转让, 游戏, 手游, "
744,002594.SZ,002594,比亚迪,汽车整车,57.65,56.08,2.8,55.36,"MSCI, 新能源整车, 大消费, 汽车整车, 华为产业链, 业绩预增, 百度概念股, 光伏, 储能, 无人驾驶, 锂电池, 新能源汽车, 3D玻璃, 共享经济, 充电桩, "
745,300723.SZ,300723,一品红,化学制药,46.32,45.06,2.8,44.78,"高送转-预期, 医药, 化学药, "
746,300072.SZ,300072,三聚环保,环境保护,11.34,11.03,2.81,10.4,"MSCI, 石墨电极, 石油化工, 化肥, 大气治理, PPP, 环保, 油品升级, 区块链, 国资入股, "
747,600845.SH,600845,宝信软件,软件服务,34.42,33.48,2.81,35.36,"央企改革, 业绩预增, 物联网, 无人驾驶, 万达系, 大数据, 云计算, 工业互联网, 国产软件, VR&AR, "
748,002847.SZ,002847,盐津铺子,食品,29.64,28.83,2.81,30.21,"大消费, 高送转-预期, 社保重仓, 食品, 休闲食品, "
749,600289.SH,600289,*ST信通,软件服务,3.28,3.19,2.82,3.33,"5G, 网络安全, 大数据, 智慧城市, ST股, "
750,000413.SZ,000413,东旭光电,元器件,6.57,6.39,2.82,6.32,"OLED, MSCI, 新能源整车, 汽车整车, 华为产业链, 定增破发, 燃料电池, 智能制造, 新能源汽车, 石墨烯, 智慧城市, 3D玻璃, 机器人, "
751,000996.SZ,000996,中国中期,汽车服务,17.08,16.61,2.83,16.05,"汽车销售, 期货概念, "
752,000980.SZ,000980,众泰汽车,汽车配件,6.14,5.97,2.85,5.59,"新能源整车, 汽车整车, 破净股, 定增破发, 新能源汽车, 共享经济, "
753,000576.SZ,000576,广东甘化,造纸,11.54,11.22,2.85,10.33,"军工研究所, 军工, 军民融合, 食品, 白糖, 资产重组, "
754,000755.SZ,000755,山西路桥,公路,5.41,5.26,2.85,5.56,"高速公路, 山西国企改革, ST摘帽, "
755,603026.SH,603026,石大胜华,化工原料,38.22,37.16,2.85,34.2,"社保重仓, 石油化工, 山东国企改革, 锂电池, 燃料电池, 新能源汽车, 高校系, "
756,000627.SZ,000627,天茂集团,保险,7.58,7.37,2.85,7.3,"保险, MSCI, "
757,300134.SZ,300134,大富科技,通信设备,16.2,15.75,2.86,15.82,"5G, OLED, 特斯拉, 华为产业链, 无人驾驶, 高质押率, 石墨烯, 股权转让, VR&AR, 国资入股, 虹膜识别, "
758,000970.SZ,000970,中科三环,元器件,11.51,11.19,2.86,10.88,"特斯拉, 超级高铁, 中科院系, 稀土磁材, "
759,000950.SZ,000950,重药控股,医药商业,7.19,6.99,2.86,6.52,"医药商业, 重庆国企改革, 医药, ST摘帽, "
760,603617.SH,603617,君禾股份,专用机械,21.13,20.54,2.87,23.5,
761,600546.SH,600546,山煤国际,煤炭开采,5.37,5.22,2.87,5.08,"煤炭, 社保重仓, 山西国企改革, "
762,300220.SZ,300220,金运激光,元器件,27.49,26.72,2.88,27.23,"3D打印, 智能制造, "
763,300068.SZ,300068,南都电源,电气设备,16.45,15.99,2.88,14.22,"储能, 锂电池, 燃料电池, 新能源汽车, 石墨烯, "
764,601997.SH,601997,贵阳银行,银行,14.3,13.9,2.88,13.85,"银行, MSCI, "
765,000753.SZ,000753,漳州发展,汽车服务,3.93,3.82,2.88,3.61,"福建自贸区, 汽车销售, 装配式建筑, PPP, 环保, 自贸区, 污水处理, "
766,600168.SH,600168,武汉控股,水务,7.84,7.62,2.89,7.3,"赛马, 水务, PPP, "
767,600009.SH,600009,上海机场,机场,65.54,63.69,2.9,66.08,"机场, 白马股, MSCI, 大消费, 上海国企改革, 自贸区, 自由贸易港, 上海自由贸易港, "
768,603968.SH,603968,醋化股份,化工原料,17.73,17.23,2.9,17.47,
769,600503.SH,600503,华丽家族,区域地产,4.95,4.81,2.91,4.69,"华为产业链, 恒大概念股, 房地产, 智能制造, 石墨烯, 期货概念, 机器人, "
770,300110.SZ,300110,华仁药业,化学制药,7.07,6.87,2.91,6.26,"医药, 化学药, 工业大麻, "
771,600239.SH,600239,云南城投,区域地产,4.94,4.8,2.92,4.91,"旅游, 业绩预增, 供应链金融, 养老产业, 房地产, 互联网金融, 移动支付, 资产重组, "
772,000780.SZ,000780,平庄能源,煤炭开采,4.23,4.11,2.92,4.18,"煤炭, 内蒙古, 电改, 央企改革, 破净股, ST摘帽, "
773,300362.SZ,300362,天翔环境,环境保护,6.0,5.83,2.92,6.15,"固废处理, 环保, 污水处理, 股权转让, 资产重组, "
774,002299.SZ,002299,圣农发展,农业综合,27.24,26.46,2.95,25.93,"MSCI, 业绩预增, 养鸡, "
775,600735.SH,600735,新华锦,商贸代理,8.67,8.42,2.97,7.74,"汽车销售, 中韩自贸区, 养老产业, 医疗器械, 自贸区, 石墨烯, 期货概念, "
776,000977.SZ,000977,浪潮信息,电脑设备,27.34,26.55,2.98,29.09,"MSCI, 美团概念股, 山东国企改革, 数字中国, 云计算, 国产操作系统, 智慧安防, "
777,300158.SZ,300158,振东制药,中成药,5.51,5.35,2.99,5.37,"破净股, 保健品, 食品, 医药, 中药, 创新药, 化学药, "
778,300274.SZ,300274,阳光电源,电气设备,12.69,12.32,3.0,12.24,"阿里巴巴概念股, 光伏, 储能, 新能源汽车, 充电桩, "
779,002396.SZ,002396,星网锐捷,通信设备,27.08,26.29,3.0,26.4,"5G, 阿里巴巴概念股, 空铁WiFi, 物联网, 网络安全, 数字中国, 移动支付, 云计算, "
780,002200.SZ,002200,*ST云投,环境保护,7.89,7.66,3.0,7.38,"园林, 中科院系, PPP, 林业, "
781,300063.SZ,300063,天龙集团,染料涂料,4.11,3.99,3.01,3.77,"百度概念股, 工业自动化, 智能制造, 股权转让, 独角兽, "
782,300640.SZ,300640,德艺文创,文教休闲,12.98,12.6,3.02,12.83,"人民币贬值受益, 家具家居, "
783,002118.SZ,002118,紫鑫药业,中成药,13.9,13.49,3.04,11.7,"保健品, 食品, 高质押率, 医药, 中药, 基因测序, 区块链, 股权转让, 国资入股, 工业大麻, "
784,002505.SZ,002505,大康农业,农业综合,2.37,2.3,3.04,2.3,"阿里巴巴概念股, 养猪, 业绩预增, 食品, 乳业（奶粉）, 高质押率, 低价股, "
785,300179.SZ,300179,四方达,矿物制品,5.37,5.21,3.07,5.17,"富勒烯, "
786,603083.SH,603083,剑桥科技,通信设备,35.23,34.18,3.07,33.7,"5G, 光通信, 工业互联网, "
787,300225.SZ,300225,金力泰,染料涂料,7.02,6.81,3.08,6.43,"半导体, 股权转让, "
788,600203.SH,600203,福日电子,元器件,7.63,7.4,3.11,7.18,"华为产业链, LED, 工业大麻, "
789,002088.SZ,002088,鲁阳节能,矿物制品,13.59,13.18,3.11,13.97,"社保重仓, 雄安-建材, 雄安新区, 耐火材料, "
790,002316.SZ,002316,亚联发展,软件服务,9.95,9.65,3.11,10.55,"华为产业链, 新零售, 互联网金融, 移动支付, 大数据, 智慧城市, 独角兽, 电子车牌, "
791,603028.SH,603028,赛福天,钢加工,9.88,9.58,3.13,10.09,"壳公司, "
792,002640.SZ,002640,跨境通,服饰,12.86,12.47,3.13,11.55,"MSCI, 新零售, 业绩预增, 兜底式增持, 定增破发, 互联网金融, 跨境电商, 股权转让, "
793,002424.SZ,002424,贵州百灵,中成药,12.2,11.83,3.13,11.33,"MSCI, 民营医院, 兜底式增持, 高质押率, 医药, 中药, 创新药, 互联网医疗, 腾讯概念股, "
794,300032.SZ,300032,金龙机电,元器件,3.94,3.82,3.14,3.89,"小米概念股, 智能制造, 共享经济, 机器人, "
795,002529.SZ,002529,海源复材,专用机械,9.52,9.23,3.14,8.5,"碳纤维, 蔚来汽车概念股, 汽车零部件, 宁德时代概念股, 3D打印, 智能制造, 独角兽, "
796,300426.SZ,300426,唐德影视,影视音像,8.51,8.25,3.15,7.83,"高质押率, 影视, "
797,603113.SH,603113,金能科技,化工原料,16.68,16.17,3.15,14.25,"煤炭, 甲醇, 业绩预增, 石油化工, 炭黑, 燃料电池, "
798,000720.SZ,000720,新能泰山,火力发电,6.48,6.28,3.18,5.72,"火电, 电改, 央企改革, 回购, 供应链金融, ST股, "
799,603089.SH,603089,正裕工业,汽车配件,22.73,22.03,3.18,21.81,"汽车零部件, 人民币贬值受益, "
800,300207.SZ,300207,欣旺达,元器件,13.96,13.53,3.18,13.81,"华为产业链, 回购, 业绩预增, 锂电池, 小米概念股, 无线充电, 新能源汽车, 石墨烯, VR&AR, 苹果产业链, 国资入股, "
801,600778.SH,600778,*ST友好,百货,6.49,6.29,3.18,6.2,"转基因, 新疆, 举牌股, ST股, 壳公司, "
802,603505.SH,603505,金石资源,矿物制品,19.35,18.75,3.2,19.42,"业绩预增, "
803,601601.SH,601601,中国太保,保险,37.41,36.25,3.2,36.21,"保险, MSCI, 中字头, 阿里巴巴概念股, 养老产业, 独角兽, 蚂蚁金服概念股, "
804,300250.SZ,300250,初灵信息,软件服务,19.67,19.06,3.2,17.67,"5G, 回购, 大数据, "
805,300478.SZ,300478,杭州高新,橡胶,17.07,16.54,3.2,17.5,"高质押率, 新能源汽车, 区块链, 充电桩, 游戏, "
806,000043.SZ,000043,中航善达,房产服务,9.33,9.04,3.21,10.04,"央企改革, 军工研究所, 业绩预增, 军工, 房地产, "
