code,name,p_change_01,p_change_02,past_average_turnover,normalizing_std,stop_mark,next_day_up_limit
600681,百川能源,3.574,-3.364,0.413,0.015,,12.281
002177,御银股份,7.635,-3.358,1.44,0.021,,5.118
300018,中元股份,15.188,-3.335,2.853,0.036,,7.123
600705,中航资本,2.676,-3.332,0.26,0.005,,5.426
002109,兴化股份,11.356,-3.319,3.623,0.033,,7.403
000159,国际实业,4.108,-3.319,0.687,0.01,,4.651
300439,美康生物,11.239,-3.308,3.11,0.033,,20.948
600356,恒丰纸业,4.329,-3.301,0.423,0.015,,8.126
000729,燕京啤酒,8.226,-3.298,0.383,0.015,,7.795
300402,宝色股份,20.669,-3.288,4.657,0.056,,12.821
601226,华电重工,5.705,-3.286,0.203,0.017,,5.107
600580,卧龙电气,11.665,-3.28,1.387,0.011,,8.934
300244,迪安诊断,18.217,-3.276,4.607,0.043,,27.41
300534,陇神戎发,8.48,-3.259,3.147,0.026,,9.03
002745,木林森,7.282,-3.256,0.683,0.025,,42.422
300047,天源迪科,22.139,-3.244,5.493,0.039,,16.873
300132,青松股份,7.561,-3.24,0.423,0.018,,7.993
000809,*ST新城,4.884,-3.239,0.4,0.017,,3.518
300387,富邦股份,8.317,-3.234,1.377,0.021,,16.395
002159,三特索道,8.627,-3.23,0.69,0.019,,18.899
000716,黑芝麻,3.74,-3.227,0.843,0.017,,5.447
002855,捷荣技术,9.328,-3.221,2.173,0.03,,12.003
601016,节能风电,3.302,-3.219,0.267,0.009,,3.174
300458,全志科技,23.388,-3.211,7.85,0.046,,26.299
300417,南华仪器,11.532,-3.205,3.983,0.033,,23.076
002394,联发股份,0.867,-3.202,0.437,0.007,,11.855
300274,阳光电源,17.889,-3.2,2.19,0.023,,19.913
002808,苏州恒久,12.531,-3.199,2.223,0.014,,12.677
000422,湖北宜化,1.975,-3.196,0.743,0.01,,3.176
000887,中鼎股份,9.695,-3.193,0.68,0.018,,18.031
600138,中青旅,6.583,-3.192,0.757,0.011,,23.668
600185,格力地产,5.011,-3.185,0.65,0.018,,5.685
000856,冀东装备,15.613,-3.164,9.463,0.041,,22.181
000043,中航地产,2.583,-3.155,0.413,0.01,,9.25
600229,城市传媒,4.912,-3.146,1.193,0.013,,8.722
300164,通源石油,8.933,-3.142,1.577,0.017,,6.838
002183,怡 亚 通,12.714,-3.128,1.207,0.029,,7.715
002269,美邦服饰,4.647,-3.123,0.157,0.01,,2.972
300163,先锋新材,8.55,-3.109,2.39,0.026,,5.277
002281,光迅科技,12.758,-3.108,3.137,0.026,,29.542
002507,涪陵榨菜,15.57,-3.105,4.4,0.068,,21.023
300515,三德科技,11.827,-3.102,3.99,0.032,,11.436
002074,国轩高科,9.505,-3.1,1.5,0.02,,22.996
300061,康旗股份,16.726,-3.098,1.98,0.048,,20.099
300583,赛托生物,10.53,-3.089,5.217,0.034,,43.106
002374,丽鹏股份,2.49,-3.087,0.387,0.009,,4.586
002723,金莱特,2.516,-3.078,0.717,0.013,,18.881
601198,东兴证券,7.646,-3.077,0.53,0.025,,14.854
300453,三鑫医疗,15.496,-3.076,3.92,0.041,,14.973
600861,北京城乡,5.067,-3.074,0.48,0.011,,9.111
300017,网宿科技,24.072,-3.07,6.347,0.05,,15.821
002611,东方精工,4.377,-3.069,1.683,0.017,,13.727
600565,迪马股份,2.107,-3.069,0.837,0.009,,3.967
601188,龙江交通,4.688,-3.04,0.187,0.016,,4.15
601811,新华文轩,8.479,-3.038,4.603,0.022,,13.43
002452,长高集团,4.04,-3.035,0.89,0.009,,5.719
601326,秦港股份,6.728,-3.03,2.847,0.018,,5.789
600785,新华百货,4.305,-3.025,0.097,0.013,,21.6
600571,信雅达,13.714,-3.015,3.62,0.036,,10.708
300367,东方网力,15.495,-3.013,7.913,0.022,,19.341
600184,光电股份,9.46,-2.973,0.533,0.009,,17.792
300442,普丽盛,10.944,-2.964,2.103,0.022,,20.68
300531,优博讯,13.644,-2.954,4.84,0.038,,17.364
600629,华建集团,10.223,-2.95,1.037,0.042,,16.546
002162,悦心健康,2.563,-2.948,0.257,0.008,,4.463
002459,天业通联,2.547,-2.945,0.41,0.014,,12.943
002878,元隆雅图,11.52,-2.938,11.937,0.022,,44.785
600327,大东方,4.82,-2.933,0.317,0.012,,7.077
601177,杭齿前进,6.709,-2.931,0.263,0.013,,7.934
002057,中钢天源,7.294,-2.93,1.297,0.018,,12.337
300591,万里马,8.762,-2.917,4.56,0.03,,8.294
002371,北方华创,31.996,-2.916,5.403,0.06,,48.993
300470,日机密封,7.963,-2.913,1.213,0.021,,42.87
300108,吉药控股,3.365,-2.909,0.293,0.014,,8.551
300135,宝利国际,4.829,-2.907,0.727,0.013,,3.55
002019,亿帆医药,11.511,-2.903,2.367,0.027,,23.29
002486,嘉麟杰,6.441,-2.894,1.257,0.018,,4.72
600578,京能电力,3.607,-2.887,0.083,0.011,,3.536
002481,双塔食品,3.459,-2.886,0.637,0.01,,4.289
000997,新 大 陆,16.299,-2.879,5.403,0.045,,22.21
002130,沃尔核材,1.309,-2.873,0.527,0.005,,5.506
002518,科士达,4.843,-2.859,0.3,0.013,,16.841
300291,华录百纳,4.529,-2.857,1.5,0.012,,12.29
600098,广州发展,1.653,-2.855,0.113,0.008,,6.327
002291,星期六,3.741,-2.846,1.2,0.014,,6.571
000850,华茂股份,3.156,-2.842,0.277,0.007,,4.278
002080,中材科技,0.424,-2.836,1.527,0.014,,21.927
000783,长江证券,0.699,-2.834,0.21,0.006,,7.314
300378,鼎捷软件,17.472,-2.833,5.013,0.036,,16.741
002272,川润股份,3.333,-2.829,0.767,0.012,,5.048
600815,*ST厦工,5.244,-2.824,0.337,0.019,,4.12
000009,中国宝安,4.116,-2.819,0.657,0.01,,6.185
600778,友好集团,4.586,-2.818,0.587,0.011,,5.083
002879,长缆科技,10.807,-2.809,8.613,0.029,,34.651
000622,恒立实业,5.792,-2.807,0.47,0.015,,4.512
600901,江苏租赁,2.709,-2.804,8.48,0.011,,10.133
002372,伟星新材,3.445,-2.803,0.36,0.013,,20.902
300535,达威股份,13.371,-2.799,3.22,0.035,,33.893
002513,蓝丰生化,5.66,-2.797,0.627,0.016,,9.741
601566,九牧王,0.953,-2.797,0.253,0.008,,14.966
300638,广和通,22.264,-2.795,30.223,0.066,,48.055
000421,南京公用,3.661,-2.794,0.397,0.012,,5.532
601933,永辉超市,0.007,-2.787,0.543,0.01,,10.262
000908,景峰医药,9.0,-2.783,0.597,0.019,,5.844
600161,天坛生物,12.206,-2.78,0.9,0.016,,29.72
002094,青岛金王,6.905,-2.779,0.96,0.017,,21.78
002705,新宝股份,8.538,-2.777,1.107,0.032,,12.293
300143,星普医科,7.955,-2.767,1.19,0.019,,25.073
000069,华侨城Ａ,1.233,-2.766,0.59,0.016,,8.541
000592,平潭发展,0.47,-2.766,0.937,0.013,,4.421
002084,海鸥住工,2.993,-2.762,0.563,0.015,,6.393
000776,广发证券,3.052,-2.762,0.437,0.012,,16.814
601333,广深铁路,0.44,-2.757,0.42,0.009,,4.735
601007,金陵饭店,5.608,-2.753,0.447,0.014,,10.743
002758,华通医药,28.521,-2.753,4.94,0.088,,11.941
002627,宜昌交运,4.685,-2.746,0.763,0.011,,18.815
600491,龙元建设,6.498,-2.74,1.723,0.027,,11.105
600608,*ST沪科,0.635,-2.738,0.33,0.013,,8.273
002261,拓维信息,10.982,-2.735,1.547,0.03,,7.382
002169,智光电气,6.919,-2.733,0.783,0.023,,5.105
300732,设研院,8.701,-2.729,7.943,0.019,,83.335
300046,台基股份,16.385,-2.726,4.323,0.03,,19.473
300434,金石东方,5.912,-2.715,1.247,0.022,,23.744
002280,联络互动,8.693,-2.697,1.04,0.019,,7.193
000011,深物业A,3.289,-2.695,3.63,0.026,,16.95
002889,东方嘉盛,9.245,-2.692,5.297,0.024,,27.757
002420,毅昌股份,8.05,-2.681,1.967,0.022,,4.999
002736,国信证券,3.72,-2.667,0.11,0.015,,11.125
000906,浙商中拓,3.155,-2.667,0.633,0.01,,8.031
600323,瀚蓝环境,2.498,-2.657,0.277,0.01,,14.268
600573,惠泉啤酒,6.232,-2.645,0.823,0.015,,8.076
002589,瑞康医药,8.637,-2.639,1.027,0.018,,15.691
002835,同为股份,11.201,-2.637,3.63,0.036,,10.783
600637,东方明珠,3.6,-2.636,0.157,0.007,,16.566
000613,大东海A,25.067,-2.634,11.1,0.076,,11.817
000957,中通客车,2.834,-2.631,1.687,0.006,,9.626
300078,思创医惠,24.008,-2.629,6.287,0.057,,11.931
002060,粤 水 电,2.681,-2.616,0.357,0.007,,3.487
002488,金固股份,2.539,-2.613,1.363,0.01,,14.572
600533,栖霞建设,9.213,-2.601,1.23,0.032,,4.711
600648,外高桥,0.667,-2.6,0.177,0.008,,18.272
300525,博思软件,33.47,-2.598,8.007,0.085,,57.077
600337,美克家居,1.148,-2.588,0.233,0.004,,5.421
002676,顺威股份,2.329,-2.584,3.04,0.018,,6.416
000919,金陵药业,6.679,-2.584,0.617,0.015,,8.745
300597,吉大通信,11.94,-2.576,7.903,0.033,,17.309
600863,内蒙华电,1.496,-2.573,0.147,0.005,,2.743
600640,号百控股,9.977,-2.57,0.61,0.028,,15.269
600697,欧亚集团,2.677,-2.562,0.56,0.008,,24.222
000727,华东科技,5.676,-2.557,1.127,0.011,,2.457
000676,智度股份,9.072,-2.552,1.227,0.025,,12.425
002029,七 匹 狼,2.145,-2.542,0.56,0.004,,9.094
002684,猛狮科技,4.302,-2.536,0.777,0.013,,14.513
000936,华西股份,11.54,-2.536,3.913,0.025,,8.069
002750,龙津药业,5.464,-2.53,0.393,0.014,,8.668
600750,江中药业,8.964,-2.53,1.983,0.021,,26.679
002315,焦点科技,12.386,-2.518,2.617,0.031,,22.628
600730,中国高科,7.761,-2.511,0.747,0.021,,6.467
300539,横河模具,9.751,-2.511,3.503,0.031,,10.284
600493,凤竹纺织,5.845,-2.504,0.527,0.013,,7.545
600060,海信电器,2.796,-2.491,0.7,0.014,,15.947
300074,华平股份,2.822,-2.49,1.203,0.008,,8.13
002129,中环股份,19.778,-2.489,3.643,0.028,,10.73
300169,天晟新材,5.361,-2.47,0.737,0.018,,6.447
002104,恒宝股份,14.3,-2.468,4.16,0.037,,9.178
002541,鸿路钢构,8.508,-2.441,0.963,0.019,,14.297
002546,新联电子,9.771,-2.439,1.637,0.025,,5.066
002230,科大讯飞,12.176,-2.434,2.747,0.021,,62.953
300299,富春股份,8.399,-2.43,2.727,0.023,,8.51
000597,东北制药,8.936,-2.426,1.04,0.023,,10.649
300298,三诺生物,12.835,-2.424,1.577,0.035,,25.273
002728,特一药业,5.506,-2.422,0.83,0.012,,18.542
600151,航天机电,5.332,-2.419,0.603,0.009,,6.01
300665,飞鹿股份,15.049,-2.413,11.973,0.041,,27.701
002800,天顺股份,13.29,-2.407,3.067,0.043,,29.388
600321,正源股份,3.336,-2.399,0.25,0.017,,3.535
002639,雪人股份,3.26,-2.399,0.557,0.006,,7.723
600805,悦达投资,3.546,-2.389,0.367,0.011,,5.642
601199,江南水务,0.607,-2.387,0.323,0.007,,5.078
002100,天康生物,0.898,-2.376,0.187,0.005,,7.952
600898,国美通讯,9.576,-2.361,1.867,0.027,,12.605
002618,丹邦科技,15.34,-2.345,1.577,0.043,,12.059
300138,晨光生物,1.609,-2.343,1.167,0.013,,11.575
002718,友邦吊顶,3.454,-2.337,0.647,0.008,,48.339
300513,恒泰实达,9.209,-2.329,1.3,0.031,,35.603
002795,永和智控,9.347,-2.32,5.957,0.035,,14.917
002353,杰瑞股份,6.313,-2.303,0.873,0.011,,15.317
000058,深 赛 格,4.245,-2.296,0.66,0.017,,6.777
000429,粤高速Ａ,3.774,-2.295,1.273,0.012,,8.228
000014,沙河股份,14.514,-2.289,6.503,0.057,,13.248
300204,舒泰神,12.259,-2.285,0.687,0.032,,13.906
002564,天沃科技,3.778,-2.283,0.57,0.009,,8.106
601158,重庆水务,4.223,-2.282,0.12,0.011,,6.788
601958,金钼股份,2.696,-2.274,0.293,0.007,,6.988
300041,回天新材,10.97,-2.269,2.45,0.028,,11.512
600059,古越龙山,1.95,-2.266,0.42,0.005,,8.391
600033,福建高速,1.756,-2.266,0.12,0.006,,3.535
002228,合兴包装,10.003,-2.264,0.477,0.023,,4.498
600236,桂冠电力,0.36,-2.244,0.167,0.007,,5.753
002576,通达动力,12.49,-2.239,4.0,0.03,,14.025
300131,英唐智控,4.284,-2.236,1.627,0.016,,6.938
300652,雷迪克,11.027,-2.217,6.003,0.031,,27.466
300476,胜宏科技,10.531,-2.214,5.527,0.019,,16.438
600890,中房股份,8.013,-2.207,0.657,0.019,,11.477
600089,特变电工,1.248,-2.201,0.45,0.003,,8.869
300703,创源文化,11.886,-2.192,5.09,0.027,,29.834
601717,郑煤机,5.532,-2.191,0.617,0.017,,6.672
300142,沃森生物,11.796,-2.184,1.673,0.022,,22.221
002235,安妮股份,6.777,-2.176,5.093,0.025,,10.989
300408,三环集团,7.73,-2.176,0.697,0.018,,24.816
000987,越秀金控,7.824,-2.162,1.383,0.018,,10.57
600416,湘电股份,15.685,-2.149,1.707,0.037,,11.718
600756,浪潮软件,16.731,-2.144,6.64,0.032,,19.259
600628,新世界,1.956,-2.13,0.453,0.002,,9.396
300036,超图软件,37.178,-2.128,11.837,0.085,,22.889
000558,莱茵体育,7.497,-2.125,0.8,0.015,,4.565
002011,盾安环境,13.875,-2.125,2.33,0.039,,7.806
600220,江苏阳光,1.489,-2.121,0.357,0.007,,2.796
300543,朗科智能,18.363,-2.118,16.437,0.054,,29.491
600090,同济堂,7.425,-2.116,1.37,0.024,,8.177
600621,华鑫股份,15.597,-2.112,5.72,0.035,,14.8
002467,二六三,13.492,-2.11,3.19,0.035,,7.711
300322,硕贝德,13.259,-2.11,4.147,0.038,,10.69
600210,紫江企业,1.97,-2.109,0.657,0.007,,4.729
300318,博晖创新,8.374,-2.094,0.573,0.02,,5.762
300269,联建光电,13.806,-2.089,2.627,0.036,,14.064
002461,珠江啤酒,10.293,-2.081,1.52,0.032,,11.329
600585,海螺水泥,1.665,-2.081,1.05,0.016,,33.13
002435,长江润发,1.516,-2.072,0.417,0.008,,17.218
300304,云意电气,5.804,-2.063,1.843,0.024,,6.802
002217,合力泰,0.735,-2.063,0.607,0.005,,9.689
002628,成都路桥,4.36,-2.055,0.44,0.018,,6.602
600969,郴电国际,2.894,-2.054,0.62,0.01,,10.457
002187,广百股份,1.571,-2.053,0.43,0.009,,9.893
300548,博创科技,14.85,-2.051,10.097,0.042,,48.607
600812,华北制药,5.101,-2.05,0.293,0.017,,4.71
600936,广西广电,5.163,-2.042,0.973,0.022,,6.51
300286,安科瑞,10.447,-2.032,1.053,0.023,,18.551
300460,惠伦晶体,14.447,-2.025,2.22,0.046,,13.673
002883,中设股份,17.047,-2.02,26.487,0.046,,57.927
000965,天保基建,5.64,-2.018,1.05,0.018,,5.834
300382,斯莱克,5.035,-2.01,0.677,0.011,,13.556
600606,绿地控股,0.682,-2.008,3.013,0.013,,7.649
300546,雄帝科技,19.396,-1.999,4.573,0.05,,24.276
600056,中国医药,6.589,-1.976,0.66,0.015,,24.308
600839,四川长虹,3.654,-1.97,0.5,0.011,,3.195
002796,世嘉科技,6.901,-1.932,2.693,0.024,,26.389
600770,综艺股份,9.528,-1.918,0.927,0.019,,7.318
600118,中国卫星,11.948,-1.918,1.163,0.018,,23.524
300720,海川智能,15.248,-1.915,16.963,0.027,,31.696
600129,太极集团,9.007,-1.903,0.45,0.017,,16.693
002340,格林美,3.629,-1.902,3.373,0.012,,7.707
002457,青龙管业,11.581,-1.897,8.967,0.025,,12.572
600668,尖峰集团,9.694,-1.893,1.457,0.017,,15.736
000715,中兴商业,3.734,-1.892,0.237,0.007,,8.692
000601,韶能股份,2.527,-1.889,0.183,0.006,,7.072
600182,S佳通,0.002,-1.886,0.653,0.006,,26.108
300648,星云股份,11.631,-1.878,6.467,0.025,,57.375
000848,承德露露,1.34,-1.869,0.517,0.009,,9.258
300671,富满电子,20.601,-1.867,11.19,0.036,,43.081
002412,汉森制药,3.544,-1.866,0.173,0.007,,16.566
600749,西藏旅游,14.431,-1.864,0.873,0.025,,16.369
002753,永东股份,8.138,-1.855,1.84,0.021,,19.575
600792,云煤能源,4.283,-1.852,0.673,0.02,,4.112
600170,上海建工,1.084,-1.848,0.227,0.003,,3.766
002433,太安堂,6.116,-1.836,1.08,0.013,,8.642
600280,中央商场,0.377,-1.832,0.753,0.013,,8.162
300675,建科院,30.337,-1.824,40.783,0.066,,47.835
000403,ST生化,4.363,-1.817,0.133,0.008,,31.343
002277,友阿股份,4.572,-1.816,0.497,0.012,,5.127
300092,科新机电,9.122,-1.814,1.667,0.027,,8.008
300510,金冠电气,5.044,-1.812,1.887,0.014,,28.289
300073,当升科技,18.052,-1.811,4.103,0.036,,29.892
000813,德展健康,3.648,-1.794,0.773,0.012,,8.627
600275,*ST昌鱼,8.574,-1.786,0.54,0.03,,5.083
600461,洪城水业,2.976,-1.775,0.293,0.008,,6.378
000692,惠天热电,2.301,-1.762,0.523,0.011,,4.09
601107,四川成渝,1.286,-1.762,0.14,0.006,,4.026
002255,海陆重工,9.992,-1.737,0.75,0.013,,6.963
300623,捷捷微电,15.0,-1.731,6.837,0.02,,70.778
300338,开元股份,1.527,-1.726,0.47,0.007,,19.158
300445,康斯特,12.358,-1.725,4.003,0.036,,16.57
000861,海印股份,1.755,-1.711,0.2,0.008,,2.962
300352,北信源,28.321,-1.71,13.817,0.077,,5.713
300243,瑞丰高材,18.57,-1.709,1.723,0.058,,13.351
002740,爱迪尔,3.024,-1.703,1.237,0.006,,7.894
600694,大商股份,0.172,-1.698,0.347,0.003,,34.629
002090,金智科技,10.106,-1.682,0.657,0.025,,21.463
300194,福安药业,6.977,-1.678,0.86,0.018,,5.841
300331,苏大维格,12.638,-1.662,4.47,0.029,,18.079
300499,高澜股份,12.233,-1.639,2.513,0.044,,19.067
600531,豫光金铅,1.666,-1.636,2.127,0.011,,6.933
300497,富祥股份,7.596,-1.629,1.32,0.016,,50.544
002827,高争民爆,7.415,-1.616,2.26,0.021,,18.065
600848,上海临港,4.051,-1.603,1.663,0.014,,25.746
300550,和仁科技,35.464,-1.6,8.06,0.089,,43.139
600301,ST南化,3.304,-1.591,0.367,0.013,,6.684
002490,*ST墨龙,5.953,-1.578,1.497,0.013,,4.742
600992,贵绳股份,9.353,-1.57,0.543,0.011,,10.277
600779,水井坊,1.221,-1.568,1.177,0.014,,45.225
002853,皮阿诺,8.74,-1.548,4.063,0.034,,29.838
300373,扬杰科技,18.231,-1.544,3.847,0.033,,30.48
002288,超华科技,3.749,-1.539,1.123,0.014,,5.366
002483,润邦股份,8.267,-1.533,0.417,0.016,,4.992
300396,迪瑞医疗,12.15,-1.532,2.033,0.034,,45.16
002906,华阳集团,9.929,-1.529,7.847,0.028,,22.832
000828,东莞控股,3.313,-1.525,0.217,0.009,,10.829
300681,英搏尔,8.993,-1.522,4.713,0.021,,55.488
002240,威华股份,6.11,-1.521,1.24,0.014,,17.133
600400,红豆股份,1.378,-1.518,0.74,0.005,,6.797
300629,新劲刚,7.261,-1.518,7.133,0.017,,51.338
300020,银江股份,15.242,-1.516,3.687,0.037,,12.551
300149,量子高科,22.788,-1.515,1.883,0.061,,19.422
002144,宏达高科,5.852,-1.515,0.687,0.018,,13.67
002655,共达电声,12.672,-1.51,8.71,0.039,,12.076
002888,惠威科技,22.784,-1.502,8.41,0.056,,30.074
002633,申科股份,8.279,-1.5,1.543,0.024,,10.305
002819,东方中科,2.285,-1.488,1.15,0.013,,28.304
600429,三元股份,1.024,-1.486,0.167,0.007,,6.078
600377,宁沪高速,1.893,-1.48,0.087,0.009,,9.827
600396,金山股份,1.118,-1.466,0.217,0.007,,2.749
002574,明牌珠宝,2.692,-1.462,0.757,0.012,,7.032
300600,瑞特股份,9.568,-1.459,2.393,0.021,,44.164
300592,华凯创意,13.308,-1.428,3.87,0.038,,16.753
002803,吉宏股份,5.353,-1.399,1.253,0.028,,44.674
000632,三木集团,3.711,-1.394,0.993,0.011,,5.968
000502,绿景控股,6.138,-1.368,0.783,0.02,,9.476
600847,*ST万里,11.225,-1.357,0.113,0.029,,13.349
300158,振东制药,10.538,-1.351,3.19,0.025,,15.994
000860,顺鑫农业,7.163,-1.348,0.963,0.023,,21.05
000726,鲁 泰Ａ,0.667,-1.336,0.28,0.004,,10.572
600137,浪莎股份,3.959,-1.331,1.347,0.017,,22.154
300115,长盈精密,0.652,-1.329,3.18,0.017,,19.981
000539,粤电力Ａ,0.452,-1.328,0.07,0.005,,4.547
000909,数源科技,6.832,-1.327,1.37,0.023,,10.745
600774,汉商集团,6.097,-1.325,0.137,0.012,,16.852
600549,厦门钨业,7.086,-1.32,2.913,0.017,,27.19
300249,依米康,36.728,-1.317,12.49,0.109,,11.034
002563,森马服饰,5.209,-1.314,0.237,0.015,,10.528
002677,浙江美大,2.855,-1.299,2.05,0.025,,18.238
600020,中原高速,1.284,-1.295,0.363,0.007,,4.847
600651,飞乐音响,7.79,-1.279,0.737,0.013,,9.522
600802,福建水泥,5.949,-1.278,1.467,0.02,,7.55
600252,中恒集团,3.348,-1.266,0.477,0.008,,4.081
002361,神剑股份,8.094,-1.261,2.337,0.03,,5.519
600511,国药股份,3.918,-1.251,1.927,0.013,,31.089
000650,仁和药业,6.629,-1.236,0.607,0.014,,5.271
000590,启迪古汉,7.006,-1.234,0.353,0.021,,12.426
002779,中坚科技,9.141,-1.23,1.513,0.027,,19.325
000722,湖南发展,0.117,-1.226,0.447,0.012,,9.138
300095,华伍股份,9.286,-1.194,1.31,0.027,,7.632
600724,宁波富达,0.598,-1.184,0.15,0.009,,3.46
300721,怡达股份,11.268,-1.178,11.65,0.025,,32.026
300126,锐奇股份,6.835,-1.164,1.46,0.016,,6.405
600455,博通股份,8.924,-1.157,0.3,0.022,,34.512
300221,银禧科技,3.862,-1.154,2.043,0.017,,16.387
600895,张江高科,4.496,-1.149,0.457,0.012,,13.833
000561,烽火电子,10.117,-1.148,0.657,0.019,,7.848
300386,飞天诚信,16.344,-1.132,6.433,0.033,,18.547
000833,贵糖股份,1.972,-1.129,0.91,0.01,,6.327
600713,南京医药,4.793,-1.123,0.563,0.013,,5.796
002735,王子新材,1.474,-1.122,0.727,0.007,,32.83
600298,安琪酵母,4.006,-1.121,0.867,0.012,,32.511
300553,集智股份,14.096,-1.121,4.55,0.041,,42.012
300563,神宇股份,15.61,-1.107,4.99,0.042,,28.815
000099,中信海直,6.283,-1.1,3.307,0.024,,9.088
000705,浙江震元,9.57,-1.099,1.813,0.027,,8.29
300248,新开普,15.526,-1.089,3.913,0.038,,14.317
600425,*ST青松,1.692,-1.083,0.743,0.013,,3.743
002468,申通快递,2.339,-1.081,0.677,0.004,,24.695
600061,国投资本,3.488,-1.057,0.243,0.02,,13.21
002872,天圣制药,7.025,-1.045,3.723,0.02,,32.581
600551,时代出版,1.803,-1.042,0.397,0.011,,12.195
600361,华联综超,9.201,-1.041,1.147,0.027,,5.384
002203,海亮股份,2.61,-1.041,0.26,0.006,,8.766
600529,山东药玻,2.059,-1.038,0.78,0.009,,20.343
600422,昆药集团,11.874,-1.033,6.587,0.013,,10.426
300617,安靠智电,12.769,-1.023,3.867,0.025,,51.169
600965,福成股份,2.364,-0.987,0.367,0.008,,10.522
600243,青海华鼎,5.934,-0.987,1.06,0.023,,6.907
300615,欣天科技,16.365,-0.981,8.647,0.039,,28.738
002298,中电鑫龙,9.105,-0.974,1.357,0.026,,9.11
002791,坚朗五金,5.064,-0.958,0.867,0.016,,17.748
000028,国药一致,4.993,-0.956,0.517,0.014,,62.34
000720,新能泰山,0.244,-0.946,0.78,0.011,,4.393
300552,万集科技,21.93,-0.941,9.653,0.069,,31.461
600023,浙能电力,1.098,-0.931,0.073,0.005,,5.596
300569,天能重工,11.152,-0.909,2.683,0.013,,24.936
300191,潜能恒信,8.132,-0.844,1.053,0.019,,21.501
300716,国立科技,17.356,-0.816,21.687,0.024,,27.268
300683,海特生物,16.498,-0.816,8.32,0.039,,56.384
000166,申万宏源,0.389,-0.815,0.093,0.005,,5.01
000548,湖南投资,1.623,-0.805,0.593,0.009,,6.392
002733,雄韬股份,2.984,-0.805,2.243,0.027,,15.276
002902,铭普光磁,15.523,-0.788,16.447,0.035,,39.026
002206,海 利 得,2.407,-0.779,0.4,0.007,,5.166
600271,航天信息,22.587,-0.773,3.347,0.068,,27.295
002848,高斯贝尔,11.515,-0.773,5.2,0.034,,15.144
300418,昆仑万维,7.541,-0.766,4.697,0.018,,27.236
000544,中原环保,5.12,-0.759,0.79,0.021,,14.392
300739,明阳电路,13.855,-0.746,19.177,0.031,,43.42
000952,广济药业,11.96,-0.746,1.53,0.024,,15.123
002417,深南股份,12.496,-0.738,7.19,0.035,,13.573
000901,航天科技,12.253,-0.734,3.257,0.019,,22.967
000789,万年青,9.054,-0.733,7.98,0.041,,12.564
300232,洲明科技,3.817,-0.73,5.22,0.027,,16.596
000419,通程控股,2.181,-0.729,0.523,0.009,,5.709
002675,东诚药业,18.449,-0.723,2.137,0.044,,12.091
002339,积成电子,10.32,-0.718,5.69,0.032,,9.805
300636,同和药业,12.89,-0.716,8.843,0.033,,31.988
600615,丰华股份,4.246,-0.713,0.82,0.016,,12.116
002781,奇信股份,8.261,-0.696,1.13,0.024,,21.077
600222,太龙药业,6.57,-0.688,1.04,0.019,,5.1
000409,山东地矿,2.79,-0.685,1.627,0.014,,6.19
300368,汇金股份,12.728,-0.684,3.16,0.035,,8.66
300512,中亚股份,8.672,-0.677,3.457,0.025,,18.34
601500,通用股份,10.088,-0.657,5.023,0.046,,9.708
002329,皇氏集团,2.906,-0.632,1.657,0.013,,6.545
300319,麦捷科技,10.619,-0.598,0.823,0.019,,7.553
300680,隆盛科技,15.934,-0.594,11.883,0.039,,31.991
002693,双成药业,11.945,-0.588,1.563,0.048,,6.218
002614,奥佳华,6.495,-0.587,0.957,0.015,,22.739
000587,金洲慈航,2.754,-0.581,1.147,0.003,,7.122
300484,蓝海华腾,16.317,-0.562,5.873,0.049,,21.413
300643,万通智控,11.549,-0.543,4.657,0.037,,12.669
000027,深圳能源,3.547,-0.53,0.113,0.009,,5.92
600030,中信证券,5.092,-0.521,1.283,0.014,,18.972
002526,山东矿机,9.463,-0.52,1.3,0.027,,6.42
300178,腾邦国际,13.136,-0.517,1.42,0.032,,15.903
000971,高升控股,17.786,-0.517,4.863,0.026,,14.54
002223,鱼跃医疗,11.62,-0.512,2.737,0.02,,25.129
002397,梦洁股份,10.583,-0.492,1.777,0.03,,6.951
300663,科蓝软件,13.559,-0.48,21.47,0.027,,31.82
002287,奇正藏药,8.581,-0.471,0.333,0.018,,33.067
002194,武汉凡谷,9.286,-0.459,3.357,0.019,,9.865
600488,天药股份,4.247,-0.453,0.46,0.009,,4.797
000785,武汉中商,5.998,-0.447,1.133,0.018,,10.087
300008,天海防务,8.636,-0.447,3.547,0.021,,7.5
002587,奥拓电子,7.912,-0.444,2.07,0.014,,6.974
002909,集泰股份,17.479,-0.439,24.093,0.066,,22.834
600466,蓝光发展,2.07,-0.418,2.777,0.024,,10.382
600619,海立股份,1.855,-0.414,0.613,0.011,,10.632
002408,齐翔腾达,4.526,-0.392,0.45,0.01,,13.393
300239,东宝生物,6.058,-0.367,0.71,0.011,,5.697
002653,海思科,8.141,-0.359,0.58,0.021,,12.308
300590,移为通信,22.685,-0.351,11.73,0.068,,31.305
600312,平高电气,3.903,-0.345,0.513,0.013,,9.325
600027,华电国际,4.985,-0.338,0.553,0.022,,3.943
300452,山河药辅,11.512,-0.338,3.047,0.032,,24.551
002498,汉缆股份,1.333,-0.328,0.097,0.006,,3.073
600505,西昌电力,3.988,-0.326,0.873,0.022,,7.003
