,ts_code,symbol,name,industry,COL_CHG,COL_ODDS,COL_DELTA_ODDS,COL_MA_20_SLOPE,COL_CIRC_MV
855,002757.SZ,002757,南兴股份,专用机械,0.63,-0.19,-0.09763610389610393,0.14,34.72
856,002376.SZ,002376,新北洋,IT设备,1.55,0.22,-0.09669636363636358,0.22,58.2
857,300739.SZ,300739,明阳电路,元器件,9.12,1.52,-0.09268467532467506,0.93,41.98
858,002542.SZ,002542,中化岩土,建筑工程,5.17,0.78,-0.09232363636363616,0.34,44.37
859,300953.SZ,300953,震裕科技,机械基件,13.25,1.24,-0.09128753246753218,1.99,18.61
860,002926.SZ,002926,华西证券,证券,0.41,-0.12,-0.08970649350649347,0.41,185.93
861,300566.SZ,300566,激智科技,元器件,15.31,1.03,-0.08789948051948038,1.01,60.22
862,300171.SZ,300171,东富龙,医疗保健,7.01,0.19,-0.08555636363636354,1.0,163.88
863,002773.SZ,002773,康弘药业,化学制药,16.92,0.87,-0.08522805194805194,1.05,166.25
864,600120.SH,600120,浙江东方,多元金融,2.46,0.24,-0.08492987012987016,0.18,130.11
865,300126.SZ,300126,锐奇股份,轻工机械,5.05,0.63,-0.08491766233766229,0.15,14.03
866,002821.SZ,002821,凯莱英,生物制药,8.34,0.86,-0.08472285714285699,1.04,901.18
867,603601.SH,603601,再升科技,玻璃,2.92,0.05,-0.08257168831168829,0.09,83.84
868,002839.SZ,002839,张家港行,银行,0.71,0.05,-0.08040519480519479,0.18,81.92
869,300604.SZ,300604,长川科技,专用机械,47.92,4.27,-0.07970000000000077,2.34,112.35
870,300163.SZ,300163,先锋新材,其他建材,3.24,0.24,-0.07930649350649355,0.29,16.58
871,000679.SZ,000679,大连友谊,百货,-0.92,-1.21,-0.0786301298701304,0.44,15.29
872,002786.SZ,002786,银宝山新,专用机械,7.73,1.09,-0.07722337662337697,0.58,27.53
873,300502.SZ,300502,新易盛,通信设备,12.15,0.8,-0.075869090909091,1.51,113.22
874,300573.SZ,300573,兴齐眼药,化学制药,9.95,1.09,-0.07444207792207824,0.92,102.62
875,603931.SH,603931,格林达,化工原料,20.13,1.36,-0.07419662337662336,1.11,11.75
876,601158.SH,601158,重庆水务,水务,1.1,0.06,-0.07295220779220779,0.18,265.44
877,600557.SH,600557,康缘药业,中成药,4.25,0.45,-0.07277246753246741,0.36,66.88
878,603109.SH,603109,神驰机电,电气设备,1.68,-0.27,-0.07271792207792208,0.62,11.03
879,601166.SH,601166,兴业银行,银行,0.81,-0.4,-0.07087818181818195,0.04,4370.28
880,000686.SZ,000686,东北证券,证券,0.69,-0.11,-0.07075506493506485,0.47,204.09
881,002174.SZ,002174,游族网络,互联网,15.46,0.75,-0.07043584415584414,0.54,120.02
882,601916.SH,601916,浙商银行,银行,0.0,-0.09,-0.07024363636363634,0.25,280.43
883,002125.SZ,002125,湘潭电化,化工原料,5.07,0.73,-0.06994805194805187,0.54,46.69
884,300760.SZ,300760,迈瑞医疗,医疗保健,1.58,-0.01,-0.0698088311688311,0.6,2412.32
885,002793.SZ,002793,罗欣药业,化学制药,-0.19,-0.38,-0.0694285714285714,0.38,39.99
886,000783.SZ,000783,长江证券,证券,0.8,-0.24,-0.06878389610389612,0.4,419.72
887,600433.SH,600433,冠豪高新,造纸,0.78,-0.16,-0.06653999999999996,0.4,65.6
888,600115.SH,600115,东方航空,空运,-1.13,-0.92,-0.0655958441558443,0.18,512.98
889,603396.SH,603396,金辰股份,专用机械,15.5,0.48,-0.06540545454545488,0.6,40.9
890,002384.SZ,002384,东山精密,元器件,7.31,0.68,-0.06361246753246741,0.82,261.37
891,002557.SZ,002557,洽洽食品,食品,2.76,-0.09,-0.06108701298701299,0.11,260.34
892,603868.SH,603868,飞科电器,家用电器,0.72,-0.13,-0.05971974025974018,0.36,206.91
893,002304.SZ,002304,洋河股份,白酒,9.65,1.01,-0.05931610389610387,1.15,2894.99
894,601100.SH,601100,恒立液压,工程机械,-0.84,-0.92,-0.058410649350649546,0.2,996.64
895,600498.SH,600498,烽火通信,通信设备,6.5,0.83,-0.05718831168831129,0.45,211.37
896,600990.SH,600990,四创电子,通信设备,2.97,0.51,-0.05677818181818184,0.1,66.22
897,600218.SH,600218,全柴动力,农用机械,2.25,0.18,-0.05584155844155839,0.22,33.48
898,002607.SZ,002607,中公教育,文教休闲,12.57,1.83,-0.053452207792207274,0.76,433.42
899,600039.SH,600039,四川路桥,建筑工程,-1.15,-1.08,-0.05287220779220769,0.14,248.04
900,601336.SH,601336,新华保险,保险,0.53,-0.45,-0.05132025974025972,0.12,1031.04
901,300833.SZ,300833,浩洋股份,专用机械,6.38,0.71,-0.05076857142857161,0.68,11.07
902,002214.SZ,002214,大立科技,电器仪表,6.88,0.44,-0.05026285714285711,0.53,85.02
903,300780.SZ,300780,德恩精工,机械基件,1.63,0.07,-0.04629090909090909,0.07,9.14
904,000988.SZ,000988,华工科技,电器仪表,2.93,0.21,-0.04378207792207792,0.29,211.77
905,300489.SZ,300489,中飞股份,铝,5.65,0.42,-0.04084337662337656,0.21,26.34
906,002736.SZ,002736,国信证券,证券,1.38,-0.15,-0.03757480519480516,0.18,971.87
907,600482.SH,600482,中国动力,电气设备,4.44,0.75,-0.03752467532467518,0.3,358.04
908,600016.SH,600016,民生银行,银行,0.0,-0.12,-0.03627818181818181,0.21,1659.63
909,600234.SH,600234,山水文化,综合类,1.69,-0.16,-0.035351688311688334,0.34,23.08
910,603111.SH,603111,康尼机电,运输设备,0.2,-0.12,-0.0348703896103896,0.19,42.89
911,600500.SH,600500,中化国际,商贸代理,4.75,0.1,-0.03359376623376632,0.62,185.22
912,002884.SZ,002884,凌霄泵业,专用机械,9.06,0.22,-0.03275662337662352,0.72,63.96
913,002902.SZ,002902,铭普光磁,元器件,18.71,2.67,-0.03165298701298758,1.12,16.81
914,600879.SH,600879,航天电子,航空,2.25,0.24,-0.031115064935064857,0.28,197.96
915,300002.SZ,300002,神州泰岳,软件服务,5.58,0.88,-0.0293984415584414,0.22,77.05
916,300454.SZ,300454,深信服,软件服务,0.78,-0.88,-0.029094545454545484,0.02,666.79
917,603227.SH,603227,雪峰科技,化工原料,10.31,1.45,-0.028936623376623727,0.61,35.24
918,300620.SZ,300620,光库科技,元器件,10.37,1.07,-0.028101558441558483,0.88,38.55
919,603535.SH,603535,嘉诚国际,仓储物流,-0.44,-0.43,-0.027767012987012896,0.15,48.13
920,603519.SH,603519,立霸股份,家用电器,6.49,1.05,-0.027547532467532276,0.08,35.63
921,002673.SZ,002673,西部证券,证券,0.35,-0.34,-0.02709532467532455,0.23,300.11
922,002868.SZ,002868,绿康生化,农业综合,1.19,0.03,-0.025976103896103896,0.18,17.22
923,300449.SZ,300449,汉邦高科,IT设备,5.34,0.76,-0.024616883116882926,0.28,18.3
924,002500.SZ,002500,山西证券,证券,0.86,-0.08,-0.024336883116883083,0.29,251.28
925,603900.SH,603900,莱绅通灵,服饰,-1.52,-1.37,-0.022266753246753312,0.24,26.39
926,603928.SH,603928,兴业股份,化工原料,1.52,0.13,-0.020892207792207795,0.09,21.51
927,300203.SZ,300203,聚光科技,环境保护,4.99,0.22,-0.018947012987013012,0.26,53.25
928,002668.SZ,002668,奥马电器,家用电器,0.92,-0.05,-0.015942077922077955,0.36,46.6
929,000553.SZ,000553,安道麦A,农药化肥,3.21,0.43,-0.01583168831168824,0.11,195.72
930,000700.SZ,000700,模塑科技,汽车配件,2.32,-0.01,-0.014414805194805138,0.53,46.33
931,300820.SZ,300820,英杰电气,电气设备,2.67,0.17,-0.01293792207792216,0.54,11.98
932,600355.SH,600355,精伦电子,元器件,2.37,-0.11,-0.012567792207792083,0.8,12.75
933,300132.SZ,300132,青松股份,化工原料,1.75,-0.03,-0.01003376623376621,0.05,98.95
934,601188.SH,601188,龙江交通,路桥,1.0,0.06,-0.009421038961038956,0.34,39.74
935,300679.SZ,300679,电连技术,元器件,8.49,1.05,-0.008437402597402555,0.24,88.03
936,002657.SZ,002657,中科金财,软件服务,5.45,0.47,-0.00657142857142845,0.37,33.92
937,300567.SZ,300567,精测电子,电器仪表,7.71,0.69,-0.006350129870129728,0.4,94.72
938,300304.SZ,300304,云意电气,汽车配件,4.26,0.47,-0.002127792207792245,0.4,43.37
939,603897.SH,603897,长城科技,电气设备,3.79,0.45,-0.0007394805194805287,0.37,34.7
