,ts_code,name,industry,biggest_jump,last_daily_change,circ_mv
2723,600720.SH,祁连山,水泥,-0.026,0.07,543313.8809
278,000733.SZ,振华科技,元器件,-0.026,0.55,569312.1104
3016,601339.SH,百隆东方,纺织,-0.026,0.14,840000.0
629,002166.SZ,莱茵生物,中成药,-0.026,0.11,239636.841
2521,600491.SH,龙元建设,建筑施工,-0.026,0.06,746708.8
1246,002792.SZ,通宇通讯,通信设备,-0.025,0.78,203515.7468
2465,600403.SH,大有能源,煤炭开采,-0.025,0.04,927635.212
2257,600162.SH,香江控股,全国地产,-0.025,0.08,704790.9695
1213,002757.SZ,南兴装备,家居用品,-0.025,1.04,292990.3616
2879,600890.SH,中房股份,区域地产,-0.025,0.26,543864.0346
3559,603990.SH,麦迪科技,软件服务,-0.025,0.69,196125.088
771,002309.SZ,中利集团,电气设备,-0.025,0.05,416163.1159
2909,600969.SH,郴电国际,水力发电,-0.025,0.02,232391.704
1385,002943.SZ,宇晶股份,机床制造,-0.024,2.12,103000.0
1125,002664.SZ,长鹰信质,汽车配件,-0.024,0.8,462652.4411
3205,603156.SH,养元饮品,软饮料,-0.024,0.66,263741.52
3221,603183.SH,建研院,建筑施工,-0.024,0.65,148614.2078
2482,600429.SH,三元股份,乳制品,-0.023,0.1,455775.0
3431,603709.SH,中源家居,家居用品,-0.023,0.26,49100.0
3316,603398.SH,邦宝益智,文教休闲,-0.022,0.25,252560.486
59,000096.SZ,广聚能源,石油贸易,-0.022,0.05,480197.12
265,000718.SZ,苏宁环球,区域地产,-0.022,0.02,728004.2316
1093,002632.SZ,道明光学,化工原料,-0.022,0.06,411364.7852
956,002494.SZ,华斯股份,服饰,-0.022,0.14,173176.7623
350,000848.SZ,承德露露,软饮料,-0.022,0.15,788526.6261
3547,603969.SH,银龙股份,其他建材,-0.022,0.13,418818.0
4,000006.SZ,深振业A,区域地产,-0.022,0.01,782018.6238
1151,002690.SZ,美亚光电,专用机械,-0.022,0.08,729109.6271
1283,002832.SZ,比音勒芬,服饰,-0.022,0.29,257771.4529
135,000543.SZ,皖能电力,火力发电,-0.022,0.01,857599.6735
578,002115.SZ,三维通信,通信设备,-0.021,0.1,328324.8617
1244,002790.SZ,瑞尔特,家居用品,-0.021,0.01,70848.0
1263,002811.SZ,亚泰国际,装修装饰,-0.021,0.19,71145.0
3247,603239.SH,浙江仙通,汽车配件,-0.021,0.53,110950.56
3142,603028.SH,赛福天,钢加工,-0.021,0.01,91068.1064
1332,002885.SZ,京泉华,元器件,-0.021,0.01,87909.3635
1267,002816.SZ,和科达,专用机械,-0.02,0.36,89669.2477
732,002270.SZ,华明装备,电气设备,-0.02,0.03,188968.1349
3237,603222.SH,济民制药,化学制药,-0.02,0.03,412160.0
2503,600468.SH,百利电气,电气设备,-0.02,0.14,439935.4617
2759,600757.SH,长江传媒,出版业,-0.019,0.16,815470.0532
3265,603303.SH,得邦照明,家用电器,-0.019,0.15,123624.0
954,002492.SZ,恒基达鑫,仓储物流,-0.019,0.24,244851.0213
453,000990.SZ,诚志股份,化工原料,-0.019,0.15,550121.8137
2549,600523.SH,贵航股份,汽车配件,-0.019,0.26,371317.0058
3140,603026.SH,石大胜华,化工原料,-0.019,0.22,403130.52
3277,603321.SH,梅轮电梯,运输设备,-0.018,0.12,86726.7
3520,603901.SH,永创智能,专用机械,-0.018,0.18,132848.0
2609,600593.SH,大连圣亚,旅游服务,-0.018,0.19,429805.6
2642,600629.SH,华建集团,建筑施工,-0.017,0.51,454160.1751
18,000022.SZ,深赤湾A,港口,-0.017,0.38,827449.554
107,000507.SZ,珠海港,港口,-0.017,0.17,576791.4022
3531,603922.SH,金鸿顺,汽车配件,-0.016,1.64,66912.0
3297,603359.SH,东珠生态,建筑施工,-0.016,0.43,257415.3212
713,002250.SZ,联化科技,化工原料,-0.016,0.21,855054.942
3200,603131.SH,上海沪工,专用机械,-0.016,0.47,81750.0
898,002436.SZ,兴森科技,元器件,-0.016,0.1,505889.1129
3384,603616.SH,韩建河山,其他建材,-0.015,0.24,371393.76
3463,603797.SH,联泰环保,环境保护,-0.015,0.35,68488.56
883,002421.SZ,达实智能,软件服务,-0.015,0.12,599590.0447
652,002189.SZ,利达光电,元器件,-0.015,0.7,234462.9194
553,002090.SZ,金智科技,软件服务,-0.015,0.18,416872.1534
1100,002639.SZ,雪人股份,专用机械,-0.013,0.11,302496.1212
2637,600622.SH,光大嘉宝,区域地产,-0.012,0.23,584953.7157
525,002062.SZ,宏润建设,建筑施工,-0.012,0.03,395904.157
3369,603596.SH,伯特利,汽车配件,-0.011,1.35,92956.5
2937,601002.SH,晋亿实业,机械基件,-0.011,0.06,511285.05
3389,603628.SH,清源股份,电气设备,-0.01,0.26,71395.2
2672,600664.SH,哈药股份,化学制药,-0.01,0.14,992754.2101
2974,601127.SH,小康股份,汽车配件,-0.009,0.19,365814.8181
11,000014.SZ,沙河股份,全国地产,-0.008,0.16,210580.2152
403,000925.SZ,众合科技,专用机械,-0.008,0.09,274494.5058
2261,600167.SH,联美控股,供气供热,-0.008,0.03,784812.6855
639,002176.SZ,江特电机,电气设备,-0.007,0.07,995512.4911
3321,603444.SH,吉比特,互联网,-0.007,1.0,634397.4698
3393,603637.SH,镇海股份,建筑施工,-0.007,0.04,63971.4416
782,002320.SZ,海峡股份,水运,-0.006,0.15,797900.637
241,000687.SZ,华讯方舟,通信设备,-0.006,0.31,584975.6209
477,002014.SZ,永新股份,塑料,-0.006,0.13,297545.0027
159,000571.SZ,新大洲A,综合类,-0.005,0.39,327425.429
2277,600185.SH,格力地产,区域地产,-0.005,0.18,844649.3123
2522,600493.SH,凤竹纺织,纺织,-0.004,0.55,184960.0
1059,002598.SZ,山东章鼓,机械基件,-0.003,0.08,211268.7665
502,002039.SZ,黔源电力,水力发电,-0.002,0.03,402783.7396
3425,603699.SH,纽威股份,专用机械,-0.002,0.07,889500.0
1334,002887.SZ,绿茵生态,环境保护,0.0,0.94,98819.7568
880,002418.SZ,康盛股份,机械基件,0.0,0.17,363306.1959
1255,002802.SZ,洪汇新材,化工原料,0.0,0.54,84273.5657
1330,002883.SZ,中设股份,建筑施工,0.0,1.23,70627.2574
1329,002882.SZ,金龙羽,电气设备,0.0,0.2,90387.0
515,002052.SZ,同洲电子,通信设备,0.0,0.12,299873.1924
1273,002822.SZ,中装建设,装修装饰,0.0,0.38,179657.22
3133,603018.SH,中设集团,建筑施工,0.0,0.48,565561.4973
141,000550.SZ,江铃汽车,汽车整车,0.0,0.09,624186.3006
851,002389.SZ,航天彩虹,元器件,0.0,0.43,855199.3699
479,002016.SZ,世荣兆业,区域地产,0.0,0.41,695087.7796
860,002398.SZ,建研集团,其他建材,0.0,0.23,267969.7559
486,002023.SZ,海特高新,航空,0.0,0.03,699496.6285
543,002080.SZ,中材科技,化纤,0.0,0.52,576000.0
767,002305.SZ,南国置业,区域地产,0.0,0.11,503223.7229
472,002009.SZ,天奇股份,工程机械,0.0,0.17,250784.3694
3032,601566.SH,九牧王,服饰,0.0,0.14,794723.1785
1372,002929.SZ,润建通信,通信设备,0.0,0.98,175493.388
3086,601886.SH,江河集团,装修装饰,0.0,0.19,851688.9
3351,603558.SH,健盛集团,纺织,0.0,0.12,325447.7309
3181,603098.SH,森特股份,装修装饰,0.0,1.15,103216.512
3415,603680.SH,今创集团,运输设备,0.0,1.18,99901.2
3306,603378.SH,亚士创能,染料涂料,0.0,0.58,104711.64
1081,002620.SZ,瑞和股份,装修装饰,0.0,0.26,211297.2828
675,002212.SZ,南洋股份,电气设备,0.0,0.47,752957.6772
1067,002606.SZ,大连电瓷,电气设备,0.0,0.41,249590.0742
2775,600775.SH,南京熊猫,通信设备,0.0,0.37,483723.7409
296,000766.SZ,通化金马,中成药,0.0,0.67,521874.8526
3319,603421.SH,鼎信通讯,通信设备,0.0,1.19,98898.1578
3323,603458.SH,勘设股份,建筑施工,0.0,1.66,290176.6088
1053,002592.SZ,八菱科技,汽车配件,0.0,2.03,460782.1746
3394,603638.SH,艾迪精密,专用机械,0.0,0.55,218317.7689
1006,002545.SZ,东方铁塔,钢加工,0.0,0.21,383438.7117
3334,603507.SH,振江股份,钢加工,0.0,1.02,140567.7638
47,000061.SZ,农产品,农业综合,0.0,0.36,942422.8211
679,002216.SZ,三全食品,食品,0.0,0.09,395364.2184
1008,002547.SZ,春兴精工,通信设备,0.0,0.14,366932.0723
2476,600421.SH,ST仰帆,机械基件,0.0,0.25,156480.0
1086,002625.SZ,光启技术,汽车配件,0.0,0.04,455204.676
1089,002628.SZ,成都路桥,建筑施工,0.0,0.09,382260.0724
3295,603357.SH,设计总院,建筑施工,0.0,0.74,346542.6095
3279,603323.SH,吴江银行,银行,0.0,0.09,417566.4303
3493,603859.SH,能科股份,软件服务,0.0,1.5,99281.1
1233,002778.SZ,高科石化,石油加工,0.0,1.27,127014.2625
913,002451.SZ,摩恩电气,电气设备,0.0,1.13,467616.8631
2689,600684.SH,珠江实业,全国地产,0.0,0.41,373815.7967
100,000498.SZ,山东路桥,建筑施工,0.0,0.29,260013.0
3216,603177.SH,德创环保,环境保护,0.0,0.43,69962.75
97,000429.SZ,粤高速A,路桥,0.0,0.2,365706.9179
1191,002733.SZ,雄韬股份,电气设备,0.0,0.6,323965.915
1241,002787.SZ,华源控股,广告包装,0.0,0.61,83905.3463
2886,600897.SH,厦门空港,机场,-0.0,0.39,647438.94
3457,603778.SH,乾景园林,建筑施工,0.0,0.53,117852.3325
16,000020.SZ,深华发A,元器件,0.0,0.59,232616.362
3453,603768.SH,常青股份,汽车配件,0.0,0.58,85061.625
3252,603268.SH,松发股份,陶瓷,0.0,0.86,237907.4208
145,000554.SZ,泰山石油,石油贸易,0.0,0.38,212875.3804
3272,603315.SH,福鞍股份,机械基件,0.0,0.36,275818.4299
1123,002662.SZ,京威股份,汽车配件,0.0,0.1,628816.5441
3436,603717.SH,天域生态,环境保护,0.0,0.7,124887.2671
1174,002715.SZ,登云股份,汽车配件,0.0,0.17,158544.7677
2751,600748.SH,上实发展,全国地产,0.0,0.15,822495.1668
