,asc,ts_code,symbol,name,industry,COL_FITNESS
389,2704.0,000909.SZ,000909,数源科技,综合类,6.85
1649,2705.0,300260.SZ,300260,新莱应材,机械基件,6.85
410,2706.0,000933.SZ,000933,神火股份,煤炭开采,6.85
349,2707.0,000848.SZ,000848,承德露露,软饮料,6.85
94,2708.0,000426.SZ,000426,兴业矿业,铅锌,6.84
3537,2709.0,603887.SH,603887,城地股份,建筑施工,6.84
1020,2710.0,002560.SZ,002560,通达股份,电气设备,6.84
2749,2711.0,600733.SH,600733,北汽蓝谷,汽车整车,6.83
909,2712.0,002448.SZ,002448,中原内配,汽车配件,6.83
1961,2713.0,300578.SZ,300578,会畅通讯,通信设备,6.83
1848,2714.0,300461.SZ,300461,田中精机,专用机械,6.83
523,2715.0,002061.SZ,002061,浙江交科,化工原料,6.82
1307,2716.0,002860.SZ,002860,星帅尔,电气设备,6.8
1198,2717.0,002741.SZ,002741,光华科技,化工原料,6.79
3029,2718.0,601333.SH,601333,广深铁路,铁路,6.78
3097,2719.0,601866.SH,601866,中远海发,水运,6.78
3482,2720.0,603776.SH,603776,永安行,公共交通,6.78
180,2721.0,000603.SZ,000603,盛达矿业,铅锌,6.78
946,2722.0,002485.SZ,002485,希努尔,服饰,6.77
662,2723.0,002200.SZ,002200,云投生态,环境保护,6.77
745,2724.0,002284.SZ,002284,亚太股份,汽车配件,6.77
1642,2725.0,300253.SZ,300253,卫宁健康,软件服务,6.76
3159,2726.0,603025.SH,603025,大豪科技,电脑设备,6.76
1920,2727.0,300534.SZ,300534,陇神戎发,中成药,6.75
785,2728.0,002324.SZ,002324,普利特,塑料,6.75
251,2729.0,000702.SZ,000702,正虹科技,饲料,6.75
2308,2730.0,600203.SH,600203,福日电子,元器件,6.74
2335,2731.0,600234.SH,600234,ST山水,文教休闲,6.74
2561,2732.0,600522.SH,600522,中天科技,通信设备,6.74
2839,2733.0,600831.SH,600831,广电网络,影视音像,6.74
107,2734.0,000509.SZ,000509,华塑控股,其他建材,6.73
3410,2735.0,603618.SH,603618,杭电股份,电气设备,6.73
73,2736.0,000400.SZ,000400,许继电气,电气设备,6.73
688,2737.0,002226.SZ,002226,江南化工,化工原料,6.71
1743,2738.0,300354.SZ,300354,东华测试,电器仪表,6.7
1411,2739.0,300020.SZ,300020,银江股份,软件服务,6.7
1363,2740.0,002920.SZ,002920,德赛西威,汽车配件,6.7
3592,2741.0,603998.SH,603998,方盛制药,中成药,6.69
2435,2742.0,600354.SH,600354,敦煌种业,种植业,6.69
3513,2743.0,603838.SH,603838,四通股份,陶瓷,6.69
3203,2744.0,603100.SH,603100,川仪股份,电器仪表,6.68
3368,2745.0,603533.SH,603533,掌阅科技,互联网,6.68
1923,2746.0,300537.SZ,300537,广信材料,染料涂料,6.68
1613,2747.0,300224.SZ,300224,正海磁材,元器件,6.68
1263,2748.0,002812.SZ,002812,恩捷股份,广告包装,6.68
2791,2749.0,600778.SH,600778,*ST友好,百货,6.67
1324,2750.0,002878.SZ,002878,元隆雅图,文教休闲,6.67
2970,2751.0,601066.SH,601066,中信建投,证券,6.66
269,2752.0,000723.SZ,000723,美锦能源,焦炭加工,6.66
1337,2753.0,002891.SZ,002891,中宠股份,饲料,6.66
1708,2754.0,300319.SZ,300319,麦捷科技,元器件,6.65
503,2755.0,002041.SZ,002041,登海种业,种植业,6.65
474,2756.0,002012.SZ,002012,凯恩股份,造纸,6.65
3038,2757.0,601388.SH,601388,怡球资源,铝,6.64
3522,2758.0,603861.SH,603861,白云电器,电气设备,6.64
1711,2759.0,300322.SZ,300322,硕贝德,通信设备,6.63
323,2760.0,000807.SZ,000807,云铝股份,铝,6.63
3561,2761.0,603929.SH,603929,亚翔集成,装修装饰,6.62
2914,2762.0,600958.SH,600958,东方证券,证券,6.62
2341,2763.0,600240.SH,600240,华业资本,全国地产,6.61
2010,2764.0,300629.SZ,300629,新劲刚,矿物制品,6.61
407,2765.0,000930.SZ,000930,中粮生化,农业综合,6.61
1035,2766.0,002575.SZ,002575,群兴玩具,文教休闲,6.61
3543,2767.0,603897.SH,603897,长城科技,电气设备,6.61
869,2768.0,002408.SZ,002408,齐翔腾达,化工原料,6.6
1949,2769.0,300565.SZ,300565,科信技术,通信设备,6.6
3271,2770.0,603259.SH,603259,药明康德,化学制药,6.59
884,2771.0,002423.SZ,002423,中原特钢,特种钢,6.59
1655,2772.0,300266.SZ,300266,兴源环境,环境保护,6.59
2213,2773.0,600096.SH,600096,云天化,农药化肥,6.59
2286,2774.0,600179.SH,600179,安通控股,仓储物流,6.58
2808,2775.0,600797.SH,600797,浙大网新,软件服务,6.58
1847,2776.0,300460.SZ,300460,惠伦晶体,元器件,6.57
170,2777.0,000591.SZ,000591,太阳能,新型电力,6.57
1253,2778.0,002801.SZ,002801,微光股份,电气设备,6.55
617,2779.0,002155.SZ,002155,湖南黄金,黄金,6.54
1540,2780.0,300150.SZ,300150,世纪瑞尔,软件服务,6.54
3270,2781.0,603258.SH,603258,电魂网络,互联网,6.53
857,2782.0,002396.SZ,002396,星网锐捷,通信设备,6.52
1231,2783.0,002777.SZ,002777,久远银海,软件服务,6.49
1951,2784.0,300567.SZ,300567,精测电子,电器仪表,6.48
987,2785.0,002527.SZ,002527,新时达,电器仪表,6.48
53,2786.0,000070.SZ,000070,特发信息,通信设备,6.47
3563,2787.0,603936.SH,603936,博敏电子,元器件,6.47
2098,2788.0,300720.SZ,300720,海川智能,电器仪表,6.47
3112,2789.0,601908.SH,601908,京运通,电气设备,6.47
1813,2790.0,300426.SZ,300426,唐德影视,影视音像,6.45
906,2791.0,002445.SZ,002445,ST中南,影视音像,6.44
150,2792.0,000561.SZ,000561,烽火电子,通信设备,6.44
816,2793.0,002355.SZ,002355,兴民智通,汽车配件,6.43
2245,2794.0,600130.SH,600130,波导股份,通信设备,6.43
1369,2795.0,002927.SZ,002927,泰永长征,电气设备,6.43
3463,2796.0,603718.SH,603718,海利生物,生物制药,6.42
1056,2797.0,002596.SZ,002596,海南瑞泽,其他建材,6.41
672,2798.0,002210.SZ,002210,飞马国际,仓储物流,6.4
2116,2799.0,300740.SZ,300740,御家汇,日用化工,6.4
757,2800.0,002296.SZ,002296,辉煌科技,通信设备,6.39
928,2801.0,002467.SZ,002467,二六三,电信运营,6.38
2824,2802.0,600816.SH,600816,安信信托,多元金融,6.37
2720,2803.0,600703.SH,600703,三安光电,半导体,6.36
2068,2804.0,300688.SZ,300688,创业黑马,综合类,6.36
2886,2805.0,600884.SH,600884,杉杉股份,综合类,6.36
776,2806.0,002315.SZ,002315,焦点科技,互联网,6.35
43,2807.0,000058.SZ,000058,深赛格,元器件,6.35
3557,2808.0,603920.SH,603920,世运电路,元器件,6.34
1556,2809.0,300166.SZ,300166,东方国信,软件服务,6.34
33,2810.0,000040.SZ,000040,东旭蓝天,新型电力,6.34
1286,2811.0,002837.SZ,002837,英维克,专用机械,6.34
2630,2812.0,600601.SH,600601,方正科技,电脑设备,6.33
487,2813.0,002025.SZ,002025,航天电器,元器件,6.33
1157,2814.0,002697.SZ,002697,红旗连锁,超市连锁,6.33
1986,2815.0,300604.SZ,300604,长川科技,专用机械,6.32
1745,2816.0,300356.SZ,300356,光一科技,电气设备,6.31
2198,2817.0,600079.SH,600079,人福医药,化学制药,6.31
2642,2818.0,600614.SH,600614,鹏起科技,综合类,6.31
1839,2819.0,300452.SZ,300452,山河药辅,化学制药,6.31
2674,2820.0,600651.SH,600651,飞乐音响,电器仪表,6.31
2090,2821.0,300711.SZ,300711,广哈通信,通信设备,6.3
1217,2822.0,002762.SZ,002762,金发拉比,服饰,6.3
579,2823.0,002117.SZ,002117,东港股份,广告包装,6.28
920,2824.0,002459.SZ,002459,天业通联,工程机械,6.28
3425,2825.0,603657.SH,603657,春光科技,塑料,6.28
889,2826.0,002428.SZ,002428,云南锗业,小金属,6.27
1510,2827.0,300120.SZ,300120,经纬辉开,电气设备,6.27
480,2828.0,002018.SZ,002018,*ST华信,农药化肥,6.27
3404,2829.0,603609.SH,603609,禾丰牧业,饲料,6.27
1844,2830.0,300457.SZ,300457,赢合科技,专用机械,6.26
1007,2831.0,002547.SZ,002547,春兴精工,通信设备,6.26
3096,2832.0,601865.SH,601865,福莱特,玻璃,6.25
3250,2833.0,603197.SH,603197,保隆科技,汽车配件,6.25
1004,2834.0,002544.SZ,002544,杰赛科技,软件服务,6.24
1756,2835.0,300368.SZ,300368,汇金股份,专用机械,6.24
566,2836.0,002104.SZ,002104,恒宝股份,元器件,6.24
1371,2837.0,002929.SZ,002929,润建通信,通信设备,6.23
2532,2838.0,600489.SH,600489,中金黄金,黄金,6.22
2602,2839.0,600571.SH,600571,信雅达,软件服务,6.21
61,2840.0,000150.SZ,000150,宜华健康,医疗保健,6.21
124,2841.0,000531.SZ,000531,穗恒运A,火力发电,6.2
973,2842.0,002512.SZ,002512,达华智能,元器件,6.2
2129,2843.0,300755.SZ,300755,华致酒行,其他商业,6.2
677,2844.0,002215.SZ,002215,诺普信,农药化肥,6.19
1434,2845.0,300043.SZ,300043,星辉娱乐,文教休闲,6.19
631,2846.0,002169.SZ,002169,智光电气,电气设备,6.19
1050,2847.0,002590.SZ,002590,万安科技,汽车配件,6.18
1317,2848.0,002870.SZ,002870,香山股份,电器仪表,6.17
230,2849.0,000676.SZ,000676,智度股份,互联网,6.15
2866,2850.0,600863.SH,600863,内蒙华电,火力发电,6.15
2040,2851.0,300660.SZ,300660,江苏雷利,电气设备,6.14
2220,2852.0,600104.SH,600104,上汽集团,汽车整车,6.13
3273,2853.0,603266.SH,603266,天龙股份,塑料,6.12
2025,2854.0,300644.SZ,300644,南京聚隆,塑料,6.12
2013,2855.0,300632.SZ,300632,光莆股份,半导体,6.12
2144,2856.0,600010.SH,600010,包钢股份,普钢,6.11
1597,2857.0,300208.SZ,300208,青岛中程,电气设备,6.1
2842,2858.0,600835.SH,600835,上海机电,运输设备,6.1
1170,2859.0,002712.SZ,002712,思美传媒,广告包装,6.1
698,2860.0,002236.SZ,002236,大华股份,电器仪表,6.1
715,2861.0,002253.SZ,002253,川大智胜,软件服务,6.09
2334,2862.0,600233.SH,600233,圆通速递,仓储物流,6.09
398,2863.0,000920.SZ,000920,南方汇通,环境保护,6.08
800,2864.0,002339.SZ,002339,积成电子,电气设备,6.08
1269,2865.0,002819.SZ,002819,东方中科,电器仪表,6.07
2653,2866.0,600626.SH,600626,申达股份,纺织,6.06
2486,2867.0,600418.SH,600418,江淮汽车,汽车整车,6.06
2050,2868.0,300670.SZ,300670,大烨智能,电气设备,6.06
1591,2869.0,300202.SZ,300202,聚龙股份,专用机械,6.06
828,2870.0,002367.SZ,002367,康力电梯,运输设备,6.06
1592,2871.0,300203.SZ,300203,聚光科技,环境保护,6.06
1976,2872.0,300593.SZ,300593,新雷能,电气设备,6.05
564,2873.0,002102.SZ,002102,ST冠福,化学制药,6.04
1172,2874.0,002714.SZ,002714,牧原股份,农业综合,6.04
3180,2875.0,603056.SH,603056,德邦股份,仓储物流,6.03
1012,2876.0,002552.SZ,002552,宝鼎科技,机械基件,6.03
2069,2877.0,300689.SZ,300689,澄天伟业,元器件,6.03
1225,2878.0,002771.SZ,002771,真视通,软件服务,6.02
115,2879.0,000520.SZ,000520,长航凤凰,水运,6.02
1528,2880.0,300138.SZ,300138,晨光生物,食品,6.01
744,2881.0,002283.SZ,002283,天润曲轴,汽车配件,6.01
3406,2882.0,603612.SH,603612,索通发展,矿物制品,6.0
3416,2883.0,603633.SH,603633,徕木股份,元器件,6.0
1043,2884.0,002583.SZ,002583,海能达,通信设备,5.99
1704,2885.0,300315.SZ,300315,掌趣科技,互联网,5.99
1388,2886.0,002948.SZ,002948,青岛银行,银行,5.98
2190,2887.0,600071.SH,600071,凤凰光学,元器件,5.97
871,2888.0,002410.SZ,002410,广联达,软件服务,5.97
2581,2889.0,600547.SH,600547,山东黄金,黄金,5.95
582,2890.0,002120.SZ,002120,韵达股份,仓储物流,5.95
2700,2891.0,600682.SH,600682,南京新百,百货,5.94
1520,2892.0,300130.SZ,300130,新国都,电脑设备,5.94
1389,2893.0,002949.SZ,002949,华阳国际,建筑施工,5.94
1831,2894.0,300444.SZ,300444,双杰电气,电气设备,5.94
1502,2895.0,300112.SZ,300112,万讯自控,电器仪表,5.93
3437,2896.0,603677.SH,603677,奇精机械,机械基件,5.93
1725,2897.0,300336.SZ,300336,新文化,影视音像,5.92
633,2898.0,002171.SZ,002171,楚江新材,铜,5.91
3008,2899.0,601211.SH,601211,国泰君安,证券,5.9
3281,2900.0,603289.SH,603289,泰瑞机器,专用机械,5.9
791,2901.0,002330.SZ,002330,得利斯,食品,5.9
945,2902.0,002484.SZ,002484,江海股份,元器件,5.89
1759,2903.0,300371.SZ,300371,汇中股份,电器仪表,5.89
1720,2904.0,300331.SZ,300331,苏大维格,元器件,5.89
2601,2905.0,600570.SH,600570,恒生电子,软件服务,5.88
613,2906.0,002151.SZ,002151,北斗星通,通信设备,5.88
535,2907.0,002073.SZ,002073,软控股份,软件服务,5.88
1348,2908.0,002903.SZ,002903,宇环数控,机床制造,5.86
2401,2909.0,600312.SH,600312,平高电气,电气设备,5.86
1991,2910.0,300609.SZ,300609,汇纳科技,互联网,5.86
2357,2911.0,600260.SH,600260,凯乐科技,通信设备,5.86
534,2912.0,002072.SZ,002072,凯瑞德,互联网,5.86
3061,2913.0,601615.SH,601615,明阳智能,机械基件,5.86
2059,2914.0,300679.SZ,300679,电连技术,元器件,5.85
1464,2915.0,300074.SZ,300074,华平股份,通信设备,5.85
1765,2916.0,300378.SZ,300378,鼎捷软件,软件服务,5.84
3587,2917.0,603990.SH,603990,麦迪科技,软件服务,5.84
626,2918.0,002164.SZ,002164,宁波东力,电气设备,5.84
562,2919.0,002100.SZ,002100,天康生物,饲料,5.83
493,2920.0,002031.SZ,002031,巨轮智能,汽车配件,5.83
1557,2921.0,300167.SZ,300167,迪威迅,通信设备,5.83
2565,2922.0,600527.SH,600527,江南高纤,化纤,5.83
2205,2923.0,600086.SH,600086,东方金钰,服饰,5.82
1321,2924.0,002875.SZ,002875,安奈儿,服饰,5.82
3510,2925.0,603828.SH,603828,柯利达,装修装饰,5.82
2850,2926.0,600845.SH,600845,宝信软件,软件服务,5.82
3486,2927.0,603787.SH,603787,新日股份,摩托车,5.82
2434,2928.0,600353.SH,600353,旭光股份,元器件,5.81
1842,2929.0,300455.SZ,300455,康拓红外,运输设备,5.81
709,2930.0,002247.SZ,002247,聚力文化,软件服务,5.81
607,2931.0,002145.SZ,002145,中核钛白,化工原料,5.81
3570,2932.0,603959.SH,603959,百利科技,建筑施工,5.81
1596,2933.0,300207.SZ,300207,欣旺达,元器件,5.8
2292,2934.0,600186.SH,600186,莲花健康,食品,5.79
2400,2935.0,600311.SH,600311,荣华实业,黄金,5.79
2861,2936.0,600858.SH,600858,银座股份,百货,5.79
1368,2937.0,002926.SZ,002926,华西证券,证券,5.77
2737,2938.0,600721.SH,600721,百花村,生物制药,5.77
680,2939.0,002218.SZ,002218,拓日新能,半导体,5.76
1577,2940.0,300188.SZ,300188,美亚柏科,软件服务,5.76
241,2941.0,000688.SZ,000688,国城矿业,铅锌,5.76
811,2942.0,002350.SZ,002350,北京科锐,电气设备,5.76
2664,2943.0,600640.SH,600640,号百控股,酒店餐饮,5.75
1679,2944.0,300290.SZ,300290,荣科科技,软件服务,5.74
1564,2945.0,300174.SZ,300174,元力股份,化工原料,5.74
840,2946.0,002379.SZ,002379,宏创控股,铝,5.74
1967,2947.0,300584.SZ,300584,海辰药业,化学制药,5.73
3399,2948.0,603603.SH,603603,博天环境,环境保护,5.73
957,2949.0,002496.SZ,002496,辉丰股份,农药化肥,5.72
1117,2950.0,002657.SZ,002657,中科金财,软件服务,5.71
1373,2951.0,002931.SZ,002931,锋龙股份,汽车配件,5.7
3361,2952.0,603516.SH,603516,淳中科技,通信设备,5.7
1443,2953.0,300052.SZ,300052,中青宝,互联网,5.7
740,2954.0,002279.SZ,002279,久其软件,软件服务,5.69
924,2955.0,002463.SZ,002463,沪电股份,元器件,5.69
1965,2956.0,300582.SZ,300582,英飞特,半导体,5.68
2362,2957.0,600267.SH,600267,海正药业,化学制药,5.68
1806,2958.0,300419.SZ,300419,浩丰科技,软件服务,5.68
802,2959.0,002341.SZ,002341,新纶科技,化工原料,5.68
1757,2960.0,300369.SZ,300369,绿盟科技,软件服务,5.68
819,2961.0,002358.SZ,002358,森源电气,电气设备,5.67
1817,2962.0,300430.SZ,300430,诚益通,电器仪表,5.67
1438,2963.0,300047.SZ,300047,天源迪科,软件服务,5.66
1452,2964.0,300062.SZ,300062,中能电气,电气设备,5.66
1927,2965.0,300541.SZ,300541,先进数通,软件服务,5.66
3284,2966.0,603299.SH,603299,苏盐井神,化工原料,5.66
1470,2967.0,300080.SZ,300080,易成新能,半导体,5.65
1156,2968.0,002696.SZ,002696,百洋股份,渔业,5.65
1210,2969.0,002755.SZ,002755,奥赛康,化学制药,5.64
1930,2970.0,300545.SZ,300545,联得装备,专用机械,5.63
3487,2971.0,603788.SH,603788,宁波高发,汽车配件,5.62
2057,2972.0,300677.SZ,300677,英科医疗,医疗保健,5.61
3269,2973.0,603239.SH,603239,浙江仙通,汽车配件,5.6
926,2974.0,002465.SZ,002465,海格通信,通信设备,5.6
514,2975.0,002052.SZ,002052,同洲电子,通信设备,5.58
2304,2976.0,600199.SH,600199,金种子酒,白酒,5.58
2385,2977.0,600293.SH,600293,三峡新材,玻璃,5.58
2367,2978.0,600273.SH,600273,嘉化能源,化工原料,5.58
1618,2979.0,300229.SZ,300229,拓尔思,软件服务,5.58
1082,2980.0,002622.SZ,002622,融钰集团,电气设备,5.57
782,2981.0,002321.SZ,002321,华英农业,农业综合,5.57
1015,2982.0,002555.SZ,002555,三七互娱,互联网,5.57
1019,2983.0,002559.SZ,002559,亚威股份,机床制造,5.57
485,2984.0,002023.SZ,002023,海特高新,航空,5.56
54,2985.0,000078.SZ,000078,海王生物,生物制药,5.55
1109,2986.0,002649.SZ,002649,博彦科技,软件服务,5.55
837,2987.0,002376.SZ,002376,新北洋,电脑设备,5.55
3245,2988.0,603187.SH,603187,海容冷链,机械基件,5.54
3141,2989.0,603005.SH,603005,晶方科技,半导体,5.53
2006,2990.0,300625.SZ,300625,三雄极光,半导体,5.53
1245,2991.0,002792.SZ,002792,通宇通讯,通信设备,5.52
1316,2992.0,002869.SZ,002869,金溢科技,通信设备,5.51
2131,2993.0,300757.SZ,300757,罗博特科,专用机械,5.51
966,2994.0,002505.SZ,002505,大康农业,农业综合,5.51
2574,2995.0,600537.SH,600537,亿晶光电,半导体,5.5
3540,2996.0,603890.SH,603890,春秋电子,机械基件,5.49
3481,2997.0,603773.SH,603773,沃格光电,元器件,5.49
307,2998.0,000788.SZ,000788,北大医药,化学制药,5.48
1380,2999.0,002939.SZ,002939,长城证券,证券,5.48
1459,3000.0,300069.SZ,300069,金利华电,电气设备,5.48
832,3001.0,002371.SZ,002371,北方华创,专用机械,5.48
825,3002.0,002364.SZ,002364,中恒电气,电气设备,5.48
2036,3003.0,300656.SZ,300656,民德电子,电脑设备,5.47
1008,3004.0,002548.SZ,002548,金新农,饲料,5.47
1940,3005.0,300555.SZ,300555,路通视信,通信设备,5.46
518,3006.0,002056.SZ,002056,横店东磁,元器件,5.46
277,3007.0,000733.SZ,000733,振华科技,元器件,5.46
591,3008.0,002129.SZ,002129,中环股份,半导体,5.46
1124,3009.0,002664.SZ,002664,长鹰信质,汽车配件,5.46
3465,3010.0,603722.SH,603722,阿科力,化工原料,5.45
145,3011.0,000555.SZ,000555,神州信息,软件服务,5.44
773,3012.0,002312.SZ,002312,三泰控股,电脑设备,5.44
602,3013.0,002140.SZ,002140,东华科技,建筑施工,5.43
3357,3014.0,603506.SH,603506,南都物业,房产服务,5.43
877,3015.0,002416.SZ,002416,爱施德,电器连锁,5.43
3316,3016.0,603351.SH,603351,威尔药业,化学制药,5.43
839,3017.0,002378.SZ,002378,章源钨业,小金属,5.42
1435,3018.0,300044.SZ,300044,赛为智能,软件服务,5.42
1165,3019.0,002706.SZ,002706,良信电器,电气设备,5.41
2279,3020.0,600171.SH,600171,上海贝岭,半导体,5.41
3469,3021.0,603728.SH,603728,鸣志电器,电气设备,5.41
1855,3022.0,300468.SZ,300468,四方精创,软件服务,5.4
2988,3023.0,601127.SH,601127,小康股份,汽车配件,5.4
166,3024.0,000586.SZ,000586,汇源通信,通信设备,5.4
19,3025.0,000025.SZ,000025,特力A,汽车服务,5.4
774,3026.0,002313.SZ,002313,日海智能,通信设备,5.4
1578,3027.0,300189.SZ,300189,神农基因,种植业,5.39
2042,3028.0,300662.SZ,300662,科锐国际,综合类,5.39
1889,3029.0,300502.SZ,300502,新易盛,通信设备,5.39
2467,3030.0,600390.SH,600390,五矿资本,多元金融,5.39
897,3031.0,002436.SZ,002436,兴森科技,元器件,5.38
1398,3032.0,300007.SZ,300007,汉威科技,电器仪表,5.38
2962,3033.0,601016.SH,601016,节能风电,新型电力,5.38
3377,3034.0,603566.SH,603566,普莱柯,生物制药,5.37
1352,3035.0,002908.SZ,002908,德生科技,元器件,5.37
799,3036.0,002338.SZ,002338,奥普光电,电器仪表,5.37
537,3037.0,002075.SZ,002075,沙钢股份,特种钢,5.36
527,3038.0,002065.SZ,002065,东华软件,软件服务,5.36
910,3039.0,002449.SZ,002449,国星光电,半导体,5.35
722,3040.0,002261.SZ,002261,拓维信息,互联网,5.35
1383,3041.0,002942.SZ,002942,新农股份,农药化肥,5.35
1634,3042.0,300245.SZ,300245,天玑科技,软件服务,5.34
2990,3043.0,601137.SH,601137,博威合金,铜,5.34
1863,3044.0,300476.SZ,300476,胜宏科技,元器件,5.33
917,3045.0,002456.SZ,002456,欧菲科技,元器件,5.33
3447,3046.0,603693.SH,603693,江苏新能,新型电力,5.33
2123,3047.0,300748.SZ,300748,金力永磁,元器件,5.32
1360,3048.0,002917.SZ,002917,金奥博,化工原料,5.3
2180,3049.0,600060.SH,600060,海信电器,家用电器,5.3
1987,3050.0,300605.SZ,300605,恒锋信息,软件服务,5.3
22,3051.0,000028.SZ,000028,国药一致,医药商业,5.3
470,3052.0,002008.SZ,002008,大族激光,电器仪表,5.29
1465,3053.0,300075.SZ,300075,数字政通,软件服务,5.29
2628,3054.0,600599.SH,600599,熊猫金控,多元金融,5.28
1975,3055.0,300592.SZ,300592,华凯创意,软件服务,5.27
1873,3056.0,300486.SZ,300486,东杰智能,专用机械,5.26
1377,3057.0,002936.SZ,002936,郑州银行,银行,5.26
3200,3058.0,603096.SH,603096,新经典,出版业,5.25
3007,3059.0,601208.SH,601208,东材科技,化工原料,5.24
386,3060.0,000905.SZ,000905,厦门港务,港口,5.23
3049,3061.0,601577.SH,601577,长沙银行,银行,5.22
3365,3062.0,603520.SH,603520,司太立,化学制药,5.21
1659,3063.0,300270.SZ,300270,中威电子,通信设备,5.2
3341,3064.0,603399.SH,603399,吉翔股份,小金属,5.2
2760,3065.0,600744.SH,600744,华银电力,火力发电,5.2
600,3066.0,002138.SZ,002138,顺络电子,元器件,5.19
3074,3067.0,601689.SH,601689,拓普集团,汽车配件,5.19
1141,3068.0,002681.SZ,002681,奋达科技,家用电器,5.18
1173,3069.0,002715.SZ,002715,登云股份,汽车配件,5.17
865,3070.0,002404.SZ,002404,嘉欣丝绸,纺织,5.17
136,3071.0,000545.SZ,000545,金浦钛业,化工原料,5.16
2172,3072.0,600052.SH,600052,浙江广厦,区域地产,5.16
1626,3073.0,300237.SZ,300237,美晨生态,建筑施工,5.15
1925,3074.0,300539.SZ,300539,横河模具,塑料,5.15
1680,3075.0,300291.SZ,300291,华录百纳,影视音像,5.13
1764,3076.0,300377.SZ,300377,赢时胜,软件服务,5.12
1731,3077.0,300342.SZ,300342,天银机电,元器件,5.11
3300,3078.0,603322.SH,603322,超讯通信,通信设备,5.11
1950,3079.0,300566.SZ,300566,激智科技,元器件,5.11
3261,3080.0,603225.SH,603225,新凤鸣,化纤,5.1
1820,3081.0,300433.SZ,300433,蓝思科技,元器件,5.09
2158,3082.0,600027.SH,600027,华电国际,火力发电,5.08
2101,3083.0,300723.SZ,300723,一品红,化学制药,5.08
1932,3084.0,300547.SZ,300547,川环科技,橡胶,5.07
1853,3085.0,300466.SZ,300466,赛摩电气,电器仪表,5.07
148,3086.0,000559.SZ,000559,万向钱潮,汽车配件,5.07
3586,3087.0,603989.SH,603989,艾华集团,元器件,5.07
1427,3088.0,300036.SZ,300036,超图软件,软件服务,5.06
1885,3089.0,300498.SZ,300498,温氏股份,农业综合,5.06
1203,3090.0,002747.SZ,002747,埃斯顿,机械基件,5.04
1758,3091.0,300370.SZ,300370,安控科技,电器仪表,5.03
2210,3092.0,600093.SH,600093,易见股份,仓储物流,5.03
2516,3093.0,600468.SH,600468,百利电气,电气设备,5.0
1948,3094.0,300563.SZ,300563,神宇股份,通信设备,5.0
1181,3095.0,002724.SZ,002724,海洋王,半导体,4.99
1814,3096.0,300427.SZ,300427,红相股份,电气设备,4.99
2688,3097.0,600667.SH,600667,太极实业,半导体,4.99
2118,3098.0,300742.SZ,300742,越博动力,汽车配件,4.99
3355,3099.0,603501.SH,603501,韦尔股份,半导体,4.99
3376,3100.0,603559.SH,603559,中通国脉,通信设备,4.99
1189,3101.0,002732.SZ,002732,燕塘乳业,乳制品,4.98
997,3102.0,002537.SZ,002537,海联金汇,汽车整车,4.97
444,3103.0,000981.SZ,000981,银亿股份,汽车配件,4.96
351,3104.0,000851.SZ,000851,高鸿股份,软件服务,4.96
1740,3105.0,300351.SZ,300351,永贵电器,元器件,4.96
1150,3106.0,002690.SZ,002690,美亚光电,专用机械,4.96
2008,3107.0,300627.SZ,300627,华测导航,通信设备,4.95
3189,3108.0,603077.SH,603077,和邦生物,化工原料,4.95
2253,3109.0,600139.SH,600139,西部资源,汽车整车,4.94
1658,3110.0,300269.SZ,300269,联建光电,半导体,4.94
581,3111.0,002119.SZ,002119,康强电子,半导体,4.94
1699,3112.0,300310.SZ,300310,宜通世纪,通信设备,4.94
1624,3113.0,300235.SZ,300235,方直科技,软件服务,4.93
3507,3114.0,603823.SH,603823,百合花,染料涂料,4.93
1514,3115.0,300124.SZ,300124,汇川技术,电器仪表,4.93
1376,3116.0,002935.SZ,002935,天奥电子,元器件,4.92
652,3117.0,002190.SZ,002190,成飞集成,汽车配件,4.92
455,3118.0,000997.SZ,000997,新大陆,软件服务,4.91
1393,3119.0,300002.SZ,300002,神州泰岳,软件服务,4.91
2687,3120.0,600666.SH,600666,奥瑞德,元器件,4.9
1428,3121.0,300037.SZ,300037,新宙邦,化工原料,4.89
882,3122.0,002421.SZ,002421,达实智能,软件服务,4.88
1716,3123.0,300327.SZ,300327,中颖电子,半导体,4.87
2360,3124.0,600265.SH,600265,ST景谷,林业,4.86
2879,3125.0,600876.SH,600876,洛阳玻璃,玻璃,4.86
912,3126.0,002451.SZ,002451,摩恩电气,电气设备,4.86
844,3127.0,002383.SZ,002383,合众思壮,通信设备,4.86
1096,3128.0,002636.SZ,002636,金安国纪,元器件,4.86
1202,3129.0,002746.SZ,002746,仙坛股份,农业综合,4.86
1359,3130.0,002916.SZ,002916,深南电路,元器件,4.86
2352,3131.0,600255.SH,600255,梦舟股份,铜,4.85
3471,3132.0,603730.SH,603730,岱美股份,汽车配件,4.85
1505,3133.0,300115.SZ,300115,长盈精密,元器件,4.84
517,3134.0,002055.SZ,002055,得润电子,元器件,4.84
2071,3135.0,300691.SZ,300691,联合光电,元器件,4.83
1681,3136.0,300292.SZ,300292,吴通控股,软件服务,4.83
848,3137.0,002387.SZ,002387,维信诺,元器件,4.83
1787,3138.0,300400.SZ,300400,劲拓股份,专用机械,4.82
3224,3139.0,603138.SH,603138,海量数据,软件服务,4.82
