,ts_code,name,industry,average_turnover_rate,continuously_up,average_p_change,accumulate_p_change,pre_accumulate_p_change,circ_mv
1361,002917.SZ,金奥博,化工原料,2.791,2.0,0.569,1.139,-1.34,78148.88
1362,002918.SZ,蒙娜丽莎,其他建材,1.319,2.0,0.768,1.54,-1.738,105278.1
1363,002919.SZ,名臣健康,日用化工,4.284,2.0,0.744,1.489,0.528,47194.48
1366,002922.SZ,伊戈尔,电气设备,3.003,2.0,0.715,1.413,-2.163,54483.0
1367,002923.SZ,润都股份,化学制药,3.12,2.0,0.83,1.666,-1.92,73230.0
1380,002938.SZ,鹏鼎控股,元器件,2.234,2.0,0.487,0.974,-2.677,407274.1105
1277,002826.SZ,易明医药,中成药,1.48,2.0,1.377,2.767,-7.584,141825.0875
1381,002939.SZ,长城证券,证券,4.914,2.0,0.594,1.192,-2.517,316237.0062
2125,600006.SH,东风汽车,汽车整车,0.203,2.0,0.799,1.604,-2.35,760000.0
2131,600012.SH,皖通高速,路桥,0.149,2.0,0.003,0.0,-0.886,651570.4
2148,600033.SH,福建高速,路桥,0.131,2.0,0.167,0.333,0.0,826064.4
2149,600035.SH,楚天高速,路桥,0.181,2.0,0.33,0.66,-1.303,454875.4976
2156,600051.SH,宁波联合,综合类,0.402,2.0,0.347,0.694,-2.538,180310.4
2157,600052.SH,浙江广厦,区域地产,0.255,2.0,1.577,3.175,-2.477,283331.4549
2162,600057.SH,厦门象屿,仓储物流,0.183,2.0,0.345,0.688,-1.58,938381.7155
2163,600058.SH,五矿发展,商贸代理,0.089,2.0,0.074,0.147,-1.871,732115.0156
2164,600059.SH,古越龙山,红黄药酒,0.201,2.0,0.436,0.873,-0.579,560307.2463
2168,600063.SH,皖维高新,化纤,0.274,2.0,0.794,1.587,-3.077,493029.0412
2175,600071.SH,凤凰光学,元器件,0.736,2.0,1.79,3.473,-5.968,205176.202
2181,600077.SH,宋都股份,全国地产,1.099,2.0,3.097,6.25,-3.887,387295.3522
1338,002891.SZ,中宠股份,饲料,0.673,2.0,1.264,2.539,-2.833,176164.6638
1336,002889.SZ,东方嘉盛,仓储物流,2.474,2.0,0.892,1.789,-2.633,91033.1203
1329,002882.SZ,金龙羽,电气设备,1.39,2.0,0.469,0.939,-2.245,80261.0
1324,002877.SZ,智能自控,电器仪表,3.88,2.0,0.217,0.433,-2.296,84370.048
1278,002827.SZ,高争民爆,化工原料,1.855,2.0,1.219,2.449,-0.764,92446.476
1282,002831.SZ,裕同科技,广告包装,0.616,2.0,-0.074,-0.147,-4.009,485531.3591
1284,002833.SZ,弘亚数控,专用机械,0.843,2.0,0.196,0.391,-2.507,206337.2316
1285,002835.SZ,同为股份,元器件,1.082,2.0,0.687,1.379,-1.762,62591.4358
1288,002838.SZ,道恩股份,塑料,0.827,2.0,0.831,1.647,-0.11,139469.2233
1291,002841.SZ,视源股份,元器件,1.334,2.0,0.529,1.049,-1.43,384815.7536
1292,002842.SZ,翔鹭钨业,小金属,1.365,2.0,1.053,2.114,-1.685,128351.275
1293,002843.SZ,泰嘉股份,钢加工,1.306,2.0,0.956,1.921,-0.16,106932.0
1294,002845.SZ,同兴达,元器件,1.603,2.0,0.859,1.702,-1.742,92832.4163
1295,002846.SZ,英联股份,广告包装,2.262,2.0,1.051,2.11,-1.179,56095.2
1299,002850.SZ,科达利,机械基件,2.076,2.0,1.779,3.524,-3.025,166473.4543
1300,002851.SZ,麦格米特,电气设备,0.859,2.0,0.704,1.404,0.409,283806.8654
1301,002852.SZ,道道全,食品,0.82,2.0,0.847,1.698,-1.513,157755.2694
1302,002853.SZ,皮阿诺,家居用品,1.117,2.0,1.213,2.438,-1.453,104861.5562
1303,002855.SZ,捷荣技术,塑料,1.208,2.0,1.542,3.1,-0.91,74893.2
1305,002857.SZ,三晖电气,电器仪表,2.276,2.0,1.466,2.951,-0.69,58681.2152
1306,002858.SZ,力盛赛车,文教休闲,1.501,2.0,1.161,2.321,-1.612,92420.845
1307,002859.SZ,洁美科技,元器件,2.027,2.0,1.018,2.042,-3.982,352285.3977
1308,002860.SZ,星帅尔,电气设备,1.126,2.0,0.653,1.302,-1.17,80965.8266
1312,002864.SZ,盘龙药业,中成药,1.401,2.0,0.535,1.072,-3.829,163346.7
1314,002866.SZ,传艺科技,电脑设备,2.717,2.0,2.022,4.078,-1.551,90542.313
1315,002867.SZ,周大生,服饰,1.04,2.0,1.487,2.99,-7.079,471780.1641
1316,002868.SZ,绿康生化,农业综合,0.727,2.0,0.803,1.613,-1.837,60574.5
1318,002870.SZ,香山股份,电器仪表,0.749,2.0,0.193,0.386,-0.955,58346.9871
1320,002872.SZ,天圣制药,化学制药,1.243,2.0,0.39,0.779,-4.463,194824.6708
1322,002875.SZ,安奈儿,服饰,2.608,2.0,0.834,1.668,-1.769,59247.786
1323,002876.SZ,三利谱,元器件,0.848,2.0,1.959,3.892,-2.597,185398.1508
1130,002669.SZ,康达新材,化工原料,1.935,2.0,1.746,3.436,-3.322,268301.5188
1127,002666.SZ,德联集团,化工原料,3.916,2.0,2.753,5.583,-4.408,192586.7339
784,002322.SZ,理工环科,环境保护,0.594,2.0,1.774,3.568,-0.418,356141.7683
896,002434.SZ,万里扬,汽车配件,0.316,2.0,0.885,1.772,-1.742,702143.5707
865,002403.SZ,爱仕达,家用电器,0.816,2.0,0.007,0.0,-0.118,248782.7884
868,002406.SZ,远东传动,汽车配件,0.314,2.0,0.802,1.61,-2.102,236118.6099
874,002412.SZ,汉森制药,中成药,0.087,2.0,-0.171,-0.343,-2.731,418785.375
875,002413.SZ,雷科防务,通信设备,1.046,2.0,1.468,2.941,-0.366,557363.1554
880,002418.SZ,康盛股份,机械基件,3.972,2.0,6.447,13.183,-4.601,353270.1132
882,002420.SZ,毅昌股份,塑料,0.936,2.0,1.979,3.989,0.267,153161.5198
885,002423.SZ,中原特钢,特种钢,0.743,2.0,3.748,7.572,-4.366,485885.0334
886,002424.SZ,贵州百灵,中成药,0.368,2.0,1.344,2.7,-1.441,665000.4295
888,002426.SZ,胜利精密,元器件,0.68,2.0,0.007,-0.0,-8.394,541603.4399
890,002428.SZ,云南锗业,小金属,1.998,2.0,1.015,2.041,-2.355,354282.0149
891,002429.SZ,兆驰股份,家用电器,0.16,2.0,0.746,1.493,-1.471,810478.0542
893,002431.SZ,棕榈股份,建筑施工,0.57,2.0,0.254,0.506,-0.504,526085.417
894,002432.SZ,九安医疗,医疗保健,0.596,2.0,0.625,1.252,-6.365,244968.1513
898,002436.SZ,兴森科技,元器件,1.116,2.0,1.806,3.632,-0.721,513081.8491
946,002484.SZ,江海股份,元器件,0.235,2.0,0.714,1.429,-0.178,433751.5693
899,002437.SZ,誉衡药业,化学制药,0.716,2.0,1.691,3.313,-6.479,743307.2378
900,002438.SZ,江苏神通,机械基件,0.381,2.0,0.849,1.695,-1.007,222890.397
902,002440.SZ,闰土股份,染料涂料,0.386,2.0,0.885,1.778,-1.099,846019.2122
911,002449.SZ,国星光电,半导体,0.646,2.0,1.106,2.207,-1.326,646995.1936
914,002452.SZ,长高集团,电气设备,0.604,2.0,1.105,2.222,-1.639,156262.1236
915,002453.SZ,华软科技,化工原料,0.612,2.0,0.58,1.158,0.388,290673.1867
923,002461.SZ,珠江啤酒,啤酒,0.914,2.0,6.085,12.389,-2.165,691044.3563
926,002464.SZ,众应互联,互联网,2.142,2.0,0.564,1.083,-5.664,290836.891
929,002467.SZ,二六三,电信运营,1.117,2.0,0.502,0.965,0.388,335170.5258
934,002472.SZ,双环传动,机械基件,2.279,2.0,2.04,4.101,0.0,363148.6353
939,002477.SZ,雏鹰农牧,农业综合,1.257,2.0,0.619,1.227,-6.322,325161.6393
941,002479.SZ,富春环保,火力发电,0.432,2.0,-0.107,-0.214,-2.505,370540.3422
942,002480.SZ,新筑股份,机械基件,0.377,2.0,0.404,0.806,-2.362,319512.959
862,002400.SZ,省广集团,广告包装,3.703,2.0,2.31,4.437,-4.248,507073.1104
857,002395.SZ,双象股份,塑料,0.561,2.0,1.019,2.046,-0.255,214030.782
855,002393.SZ,力生制药,化学制药,0.205,2.0,0.398,0.796,-4.26,392643.1428
853,002391.SZ,长青股份,农药化肥,0.398,2.0,0.614,1.23,-0.611,273847.2238
791,002329.SZ,皇氏集团,乳制品,0.789,2.0,0.941,1.877,-4.847,197079.0664
794,002332.SZ,仙琚制药,生物制药,0.848,2.0,2.174,4.348,-5.256,629172.6489
795,002333.SZ,罗普斯金,铝,3.02,2.0,4.126,8.072,-5.304,318140.1363
799,002337.SZ,赛象科技,化工机械,3.114,2.0,0.913,1.814,-1.279,230924.025
806,002344.SZ,海宁皮城,商品城,0.277,2.0,0.212,0.425,-0.212,601065.1544
807,002345.SZ,潮宏基,服饰,1.502,2.0,1.071,2.101,-1.653,427047.8185
808,002346.SZ,柘中股份,电气设备,1.358,2.0,1.797,3.609,-5.017,461717.6995
809,002347.SZ,泰尔股份,机械基件,1.513,2.0,2.113,4.271,-1.241,132428.9423
811,002349.SZ,精华制药,中成药,0.091,2.0,-0.167,-0.334,-3.079,488906.5075
817,002355.SZ,兴民智通,汽车配件,0.442,2.0,1.589,3.154,0.396,306273.8777
825,002363.SZ,隆基机械,汽车配件,2.075,2.0,2.459,4.826,-2.448,225756.7254
826,002364.SZ,中恒电气,电气设备,1.039,2.0,1.46,2.903,0.775,620985.1133
827,002365.SZ,永安药业,化学制药,0.947,2.0,0.31,0.621,-6.162,269802.0273
828,002366.SZ,台海核电,专用机械,2.849,2.0,0.925,1.857,-1.481,563409.1169
829,002367.SZ,康力电梯,运输设备,1.839,2.0,0.701,1.401,-2.726,303537.8741
831,002369.SZ,卓翼科技,通信设备,2.827,2.0,0.739,1.438,-1.797,325631.6462
832,002370.SZ,亚太药业,化学制药,0.813,2.0,1.644,3.312,-4.192,673160.2005
836,002374.SZ,丽鹏股份,建筑施工,0.641,2.0,0.31,0.619,-1.223,238897.7386
837,002375.SZ,亚厦股份,装修装饰,0.287,2.0,0.282,0.564,0.377,669674.9909
839,002377.SZ,国创高新,石油加工,1.271,2.0,0.883,1.77,-1.739,223495.5581
840,002378.SZ,章源钨业,小金属,0.271,2.0,0.586,1.176,-3.226,476380.4364
842,002380.SZ,科远股份,电气设备,0.497,2.0,0.539,1.08,0.09,160986.1254
843,002381.SZ,双箭股份,橡胶,0.623,2.0,0.862,1.729,-1.7,164039.7566
845,002383.SZ,合众思壮,通信设备,1.363,2.0,2.532,5.126,-5.097,628063.717
848,002386.SZ,天原集团,化工原料,0.626,2.0,1.13,2.273,-1.887,392932.6865
850,002388.SZ,新亚制程,元器件,0.274,2.0,1.355,2.727,-2.827,225774.0
852,002390.SZ,信邦制药,中成药,0.401,2.0,0.228,0.451,-5.342,505280.2723
945,002483.SZ,润邦股份,工程机械,0.429,2.0,2.628,5.316,-2.948,279231.7407
949,002487.SZ,大金重工,钢加工,0.638,2.0,0.324,0.545,-1.608,199260.0
1126,002665.SZ,首航节能,电气设备,1.093,2.0,-0.314,-0.631,-2.761,710782.8412
1093,002632.SZ,道明光学,化工原料,0.497,2.0,-0.133,-0.267,-1.186,414691.185
1054,002593.SZ,日上集团,汽车配件,0.307,2.0,0.758,1.52,-0.303,155803.4683
1058,002597.SZ,金禾实业,化工原料,0.74,2.0,0.337,0.674,0.307,910858.6242
1059,002598.SZ,山东章鼓,机械基件,1.135,2.0,1.958,3.893,-1.062,209107.4492
1062,002601.SZ,龙蟒佰利,化工原料,0.261,2.0,0.398,0.797,-3.238,892496.1432
1066,002605.SZ,姚记扑克,文教休闲,1.971,2.0,1.26,2.529,-6.941,216830.7645
1068,002607.SZ,亚夏汽车,汽车服务,2.882,2.0,1.283,2.582,-4.787,532578.843
1071,002610.SZ,爱康科技,电气设备,0.295,2.0,0.307,0.606,-1.786,700987.9176
1079,002618.SZ,丹邦科技,元器件,1.164,2.0,2.404,4.521,-7.478,836125.92
1084,002623.SZ,亚玛顿,玻璃,0.432,2.0,1.011,2.032,-1.869,256434.8154
1088,002627.SZ,宜昌交运,公共交通,0.321,2.0,0.213,0.426,-1.401,196061.1846
1089,002628.SZ,成都路桥,建筑施工,1.181,2.0,0.527,1.057,-1.458,346717.8645
1091,002630.SZ,华西能源,专用机械,2.305,2.0,1.279,2.572,-2.508,309566.4567
1092,002631.SZ,德尔未来,家居用品,0.49,2.0,0.141,0.281,-0.975,461094.9047
1097,002636.SZ,金安国纪,元器件,1.136,2.0,0.396,0.782,0.261,190459.2474
951,002489.SZ,浙江永强,家居用品,0.234,2.0,1.066,2.143,-1.408,534941.2923
1098,002637.SZ,赞宇科技,日用化工,1.205,2.0,1.242,2.493,-3.217,191296.0606
1099,002638.SZ,勤上股份,半导体,1.886,2.0,1.675,3.378,-2.632,299687.1839
1102,002641.SZ,永高股份,塑料,0.098,2.0,0.294,0.588,-0.875,306406.1715
1106,002645.SZ,华宏科技,专用机械,0.263,2.0,0.768,1.542,-3.593,240385.6769
1107,002646.SZ,青青稞酒,白酒,0.172,2.0,0.4,0.801,-1.576,509850.0
1108,002647.SZ,仁东控股,多元金融,0.474,2.0,-1.145,-2.286,-2.439,765993.3372
1111,002650.SZ,加加食品,食品,0.984,2.0,0.525,1.042,-2.785,367472.5729
1113,002652.SZ,扬子新材,其他建材,0.383,2.0,0.112,0.224,-0.889,227758.3902
1114,002653.SZ,海思科,化学制药,0.496,2.0,0.83,1.659,-15.891,501318.5815
1121,002660.SZ,茂硕电源,电气设备,2.695,2.0,2.124,4.276,-0.654,133955.3538
1122,002661.SZ,克明面业,食品,0.662,2.0,0.903,1.807,0.792,424252.1344
1124,002663.SZ,普邦股份,建筑施工,0.405,2.0,0.766,1.515,-1.492,334960.0439
1125,002664.SZ,长鹰信质,汽车配件,3.097,2.0,3.558,7.225,-4.396,457053.0167
1051,002590.SZ,万安科技,汽车配件,0.44,2.0,0.705,1.414,-1.532,311519.183
1049,002588.SZ,史丹利,农药化肥,0.646,2.0,0.99,1.932,-1.429,307911.4421
1046,002585.SZ,双星新材,塑料,1.096,2.0,0.0,0.0,-2.481,435470.2203
1043,002582.SZ,好想你,食品,0.554,2.0,0.506,1.011,-1.983,208830.0437
960,002498.SZ,汉缆股份,电气设备,0.088,2.0,0.001,-0.0,-2.273,715065.4388
961,002499.SZ,科林环保,环境保护,0.766,2.0,0.065,0.124,-1.102,152888.1976
963,002501.SZ,利源精制,铝,1.04,2.0,0.635,1.274,-3.385,318414.5874
965,002503.SZ,搜于特,服饰,0.591,2.0,0.201,0.402,-0.797,488549.996
972,002510.SZ,天汽模,汽车配件,1.936,2.0,1.0,1.98,0.248,318732.0568
975,002513.SZ,蓝丰生化,农药化肥,1.161,2.0,5.161,10.35,-5.739,184449.6208
976,002514.SZ,宝馨科技,机械基件,1.586,2.0,0.873,1.747,-2.553,271215.6236
978,002516.SZ,旷达科技,纺织,0.411,2.0,0.853,1.712,-1.683,279988.8145
979,002517.SZ,恺英网络,互联网,3.555,2.0,0.01,-0.0,-0.236,427884.6499
981,002519.SZ,银河电子,通信设备,1.419,2.0,0.518,0.99,-3.58,339271.5208
984,002522.SZ,浙江众成,塑料,1.464,2.0,1.858,3.738,-1.835,470541.392
987,002526.SZ,山东矿机,工程机械,0.871,2.0,0.252,0.5,-2.913,303522.2471
990,002529.SZ,海源复材,专用机械,1.531,2.0,0.946,1.879,-3.995,151800.0
991,002530.SZ,金财互联,专用机械,1.074,2.0,0.82,1.635,-2.454,301946.6152
995,002534.SZ,杭锅股份,专用机械,0.288,2.0,0.169,0.337,-0.336,432515.2193
996,002535.SZ,林州重机,工程机械,0.524,2.0,0.874,1.754,-1.156,205485.5874
1002,002541.SZ,鸿路钢构,钢加工,0.588,2.0,0.905,1.811,-2.446,271375.8303
1020,002559.SZ,亚威股份,机床制造,0.472,2.0,0.729,1.462,-0.87,212718.8117
1021,002560.SZ,通达股份,电气设备,3.229,2.0,-0.308,-0.616,-7.765,130963.6119
1022,002561.SZ,徐家汇,百货,0.162,2.0,0.124,0.248,-0.739,320669.7488
1025,002564.SZ,天沃科技,化工机械,1.182,2.0,0.684,1.357,-2.273,314772.3114
1026,002565.SZ,顺灏股份,造纸,0.081,2.0,0.248,0.491,-1.691,280098.3179
1027,002566.SZ,益盛药业,中成药,0.433,2.0,0.001,0.0,-4.396,137821.9161
1029,002568.SZ,百润股份,红黄药酒,0.27,2.0,1.662,3.348,-2.424,439544.6748
1032,002571.SZ,德力股份,玻璃,1.093,2.0,1.251,2.516,-1.446,123813.6264
1034,002573.SZ,清新环境,环境保护,0.431,2.0,0.56,1.121,-3.486,875855.2131
1039,002578.SZ,闽发铝业,铝,0.679,2.0,0.474,0.898,-2.053,189875.236
3564,603999.SH,读者传媒,出版业,1.891,2.0,1.815,3.516,-11.876,305280.0


生物制药 8
房产服务 4
区域地产 29
运输设备 5
玻璃 7
家用电器 14
装修装饰 8
软饮料 2
元器件 43
汽车服务 6
其他商业 4
汽车配件 51
全国地产 19
综合类 17
火力发电 5
广告包装 15
纺织 15
农业综合 5
建筑施工 31
通信设备 21
石油贸易 1
空运 1
化学制药 28
农药化肥 17
电气设备 54
机床制造 4
多元金融 7
化纤 12
铅锌 4
酒店餐饮 3
旅游景点 3
环境保护 17
食品 23
港口 6
其他建材 9
百货 20
水运 3
文教休闲 9
机械基件 32
化工原料 61
路桥 8
汽车整车 7
专用机械 32
软件服务 23
铁路 2
造纸 10
批发业 4
中成药 29
林业 3
互联网 10
铝 13
商贸代理 8
园区开发 5
小金属 11
影视音像 13
水务 2
供气供热 2
航空 2
饲料 4
医药商业 7
证券 7
种植业 3
啤酒 4
公路 3
超市连锁 5
水力发电 11
出版业 6
矿物制品 2
旅游服务 4
渔业 4
白酒 5
新型电力 4
煤炭开采 4
塑料 19
None 1
服饰 17
工程机械 8
纺织机械 7
电器仪表 8
家居用品 15
电信运营 3
日用化工 3
普钢 6
仓储物流 15
电脑设备 6
轻工机械 1
半导体 6
化工机械 4
铜 4
特种钢 4
乳制品 6
商品城 2
石油加工 2
橡胶 1
医疗保健 5
染料涂料 3
钢加工 8
农用机械 4
红黄药酒 6
公共交通 9
银行 6
摩托车 3
黄金 1
水泥 5
焦炭加工 3
石油开采 1
陶瓷 2
