,ts_code,symbol,name,industry,COL_EIGEN_SLOPE,COL_LASTPRICE,concept
2630,600593.SH,600593,大连圣亚,旅游服务,1.37,43.43,"主题公园, 旅游, "
546,002084.SZ,002084,海鸥住工,家居用品,1.37,5.63,"回购, 定增破发, 家具家居, 独角兽, "
1634,300243.SZ,300243,瑞丰高材,化工原料,1.37,10.45,"供应链金融, 举牌股, "
966,002505.SZ,002505,大康农业,农业综合,1.37,2.34,"阿里巴巴概念股, 养猪, 业绩预增, 食品, 乳业（奶粉）, 高质押率, 低价股, "
1651,300260.SZ,300260,新莱应材,机械基件,1.37,13.16,
1711,300320.SZ,300320,海达股份,橡胶,1.37,6.15,"汽车零部件, 高铁轨交, "
2653,600617.SH,600617,国新能源,供气供热,1.36,6.27,"油气改革, 天然气, 山西国企改革, 雄安-公共服务, 雄安新区, "
928,002467.SZ,002467,二六三,电信运营,1.36,9.4,"教育, 业绩预增, 物联网, 谷歌概念股, 直播/短视频, 云计算, 高送转, 人工智能, "
1124,002664.SZ,002664,长鹰信质,汽车配件,1.36,16.08,"特斯拉, 社保重仓, 军工, 军民融合, 无人机, 汽车零部件, "
2179,600051.SH,600051,宁波联合,综合类,1.36,7.22,"破净股, 宁德时代概念股, 环杭州湾大湾区, 资产重组, "
35,000043.SZ,000043,中航善达,房产服务,1.36,10.04,"央企改革, 军工研究所, 业绩预增, 军工, 房地产, "
700,002238.SZ,002238,天威视讯,影视音像,1.35,10.4,"广电, 深圳本地股/深汕合作, "
1287,002838.SZ,002838,道恩股份,塑料,1.35,20.18,"特斯拉, 蔚来汽车概念股, 社保重仓, 业绩预增, 高送转, 资产重组, "
1359,002916.SZ,002916,深南电路,元器件,1.35,124.4,"高价股, MSCI, PCB板, 央企改革, 华为产业链, 社保重仓, 业绩预增, 苹果产业链, 国产芯片, 年报季报, "
366,000880.SZ,000880,潍柴重机,机械基件,1.35,9.76,"宝能系, 山东国企改革, "
3076,601668.SH,601668,中国建筑,建筑施工,1.35,6.4,"安邦系, 高股息, 白马股, MSCI, 中字头, 一带一路, 央企改革, 大基建, 装配式建筑, 地下管廊, PPP, "
2350,600241.SH,600241,时代万恒,商贸代理,1.35,7.95,"中韩自贸区, 定增破发, 锂电池, 新能源汽车, 自贸区, 资产重组, "
2796,600776.SH,600776,东方通信,通信设备,1.34,30.47,"5G, 央企改革, 网络安全, 滴滴出行概念股, 独角兽, 强势人气股, "
681,002219.SZ,002219,恒康医疗,中成药,1.34,4.22,"民营医院, 医药, 中药, 基因测序, 资产重组, "
1261,002810.SZ,002810,山东赫达,化工原料,1.34,25.51,"业绩预增, 高送转, "
1080,002620.SZ,002620,瑞和股份,装修装饰,1.34,7.56,"装修装饰, "
825,002364.SZ,002364,中恒电气,电气设备,1.34,11.74,"5G, 阿里巴巴概念股, 回购, 业绩预增, 储能, 新能源汽车, 工业互联网, 充电桩, "
840,002379.SZ,002379,宏创控股,铝,1.34,3.84,"有色-铝, 有色金属, "
2303,600189.SH,600189,吉林森工,林业,1.34,5.18,"社保重仓, 土地流转, 林业, "
2054,300672.SZ,300672,国科微,半导体,1.34,49.29,"高送转-预期, 物联网, 北斗导航, 半导体, 国产芯片, 智慧安防, "
3390,603569.SH,603569,长久物流,仓储物流,1.34,14.05,"雄安新区, 快递物流, 雄安-周边, "
2584,600539.SH,600539,ST狮头,水泥,1.34,8.17,"复牌股, ST股, 壳公司, "
2736,600713.SH,600713,南京医药,医药商业,1.33,5.29,"医药商业, 医药, "
1265,002815.SZ,002815,崇达技术,元器件,1.33,17.4,"PCB板, "
3350,603398.SH,603398,邦宝益智,文教休闲,1.33,14.32,"二胎, 人民币贬值受益, 资产重组, 动漫, "
971,002510.SZ,002510,天汽模,汽车配件,1.33,5.15,"特斯拉, 蔚来汽车概念股, 业绩预增, 军工, 军民融合, 汽车零部件, 锂电池, 新能源汽车, 京津冀, "
298,000776.SZ,000776,广发证券,证券,1.33,16.22,"MSCI, 券商, "
2745,600722.SH,600722,金牛化工,化工原料,1.33,6.8,"甲醇, 业绩预增, 雄安新区, 京津冀, 雄安-周边, "
1479,300087.SZ,300087,荃银高科,种植业,1.33,8.92,"转基因, 回购, 农业种植, 股权转让, "
1576,300184.SZ,300184,力源信息,元器件,1.32,12.6,"回购, 物联网, 北斗导航, 高送转, 半导体, 共享经济, 智慧安防, 独角兽, "
976,002515.SZ,002515,金字火腿,食品,1.32,6.3,"回购, 业绩预增, 食品, 高质押率, 医药, 创新药, 互联网金融, 股权转让, 国资入股, 资产重组, "
2479,600395.SH,600395,盘江股份,煤炭开采,1.32,6.15,"煤炭, "
1902,300513.SZ,300513,恒实科技,软件服务,1.31,29.04,"国产软件, 资产重组, "
3507,603806.SH,603806,福斯特,塑料,1.31,36.4,"光伏, "
3082,601699.SH,601699,潞安环能,煤炭开采,1.31,8.72,"MSCI, 煤炭, 山西国企改革, "
785,002324.SZ,002324,普利特,塑料,1.31,12.8,
294,000762.SZ,000762,西藏矿业,小金属,1.3,9.22,"有色金属, 有色-钴, 锂电池, 新能源汽车, 西藏, "
858,002397.SZ,002397,梦洁股份,纺织,1.3,5.94,"回购, 业绩预增, 纺织服装, "
1272,002822.SZ,002822,中装建设,装修装饰,1.3,6.49,"雄安-建材, 雄安新区, 装修装饰, "
413,000937.SZ,000937,冀中能源,煤炭开采,1.3,4.65,"MSCI, 煤炭, 破净股, 京津冀, 农业种植, "
988,002528.SZ,002528,英飞拓,电脑设备,1.3,4.93,"谷歌概念股, 人工智能, 智慧城市, 股权转让, 腾讯概念股, 国资入股, 智慧安防, 人脸识别, "
595,002133.SZ,002133,广宇集团,全国地产,1.3,4.28,"业绩预增, 环杭州湾大湾区, 房地产, "
2040,300658.SZ,300658,延江股份,纺织,1.29,15.76,"二胎, 纺织服装, 人民币贬值受益, "
118,000524.SZ,000524,岭南控股,酒店餐饮,1.29,9.16,"社保重仓, 旅游, 粤港澳大湾区, 定增破发, "
772,002311.SZ,002311,海大集团,饲料,1.29,30.68,"MSCI, 新进指数成份股, 社保重仓, 饲料, 养猪, 供应链金融, "
2535,600483.SH,600483,福能股份,火力发电,1.29,9.82,"电改, 核电, 风电, "
3441,603665.SH,603665,康隆达,纺织,1.28,28.05,"纺织服装, "
19,000025.SZ,000025,特力A,汽车服务,1.28,34.17,"汽车销售, 粤港澳大湾区, 深圳本地股/深汕合作, "
3376,603527.SH,603527,众源新材,铜,1.28,13.04,"有色金属, 有色-铜, "
1870,300481.SZ,300481,濮阳惠成,化工原料,1.28,16.95,"OLED, 石油化工, 资产重组, "
2696,600667.SH,600667,太极实业,半导体,1.28,7.77,"涤纶, 光伏, 半导体, 国产芯片, "
2217,600091.SH,600091,ST明科,化工原料,1.28,4.6,"内蒙古, ST股, "
2226,600101.SH,600101,明星电力,水力发电,1.28,9.38,"水电, 央企改革, 有色金属, 宝能系, 有色-钒, "
1875,300486.SZ,300486,东杰智能,专用机械,1.28,15.5,"智慧物流, 工业自动化, 智慧停车, 智能制造, 快递物流, 机器人, "
570,002108.SZ,002108,沧州明珠,塑料,1.27,5.44,"军工, 军民融合, 海绵城市, 锂电池, PPP, 雄安新区, 新能源汽车, 雄安-周边, "
2545,600496.SH,600496,精工钢构,钢加工,1.27,3.7,"华为产业链, 业绩预增, 装配式建筑, 雄安-建材, 雄安新区, "
2453,600366.SH,600366,宁波韵升,电器仪表,1.27,6.88,"特斯拉, 回购, 稀土磁材, 苹果产业链, 创投, "
1498,300106.SZ,300106,西部牧业,农业综合,1.27,7.9,"食品, 新疆, 乳业（奶粉）, 新疆国企改革, "
1659,300268.SZ,300268,佳沃股份,农业综合,1.27,17.2,"海底捞概念股, 食品, 区块链, 独角兽, "
728,002267.SZ,002267,陕天然气,供气供热,1.26,8.74,"油气改革, 天然气, "
1986,300602.SZ,300602,飞荣达,元器件,1.26,43.7,"5G, 华为产业链, 无线充电, 高送转, "
199,000627.SZ,000627,天茂集团,保险,1.26,7.6,"保险, MSCI, "
951,002490.SZ,002490,山东墨龙,化工机械,1.26,5.39,"油服, 海工装备, 业绩预增, 页岩气, 天然气, ST摘帽, "
2915,600926.SH,600926,杭州银行,银行,1.26,8.82,"银行, MSCI, 浙江国企改革, "
791,002330.SZ,002330,得利斯,食品,1.26,6.95,"养猪, 食品, "
2486,600403.SH,600403,大有能源,煤炭开采,1.26,4.79,"煤炭, 债转股-AMC, ST摘帽, "
3028,601288.SH,601288,农业银行,银行,1.25,3.78,"银行, MSCI, 社保重仓, 破净股, "
1186,002729.SZ,002729,好利来,元器件,1.25,34.05,
2547,600498.SH,600498,烽火通信,通信设备,1.25,33.08,"5G, 光通信, MSCI, 央企改革, 社保重仓, 网络安全, 大数据, 云计算, "
953,002492.SZ,002492,恒基达鑫,仓储物流,1.25,6.54,"粤港澳大湾区, 快递物流, 创投, "
625,002163.SZ,002163,中航三鑫,装修装饰,1.25,7.05,"央企改革, 军工研究所, 军工, 石墨烯, 玻璃, 装修装饰, "
2161,600021.SH,600021,上海电力,火力发电,1.25,9.33,"火电, 电改, 央企改革, 业绩预增, 光伏, 债转股-AMC, 资产重组, "
1126,002666.SZ,002666,德联集团,化工原料,1.25,5.5,"蔚来汽车概念股, "
773,002312.SZ,002312,三泰控股,电脑设备,1.25,4.33,"回购, 化肥, 快递物流, 智慧城市, ST摘帽, "
2778,600756.SH,600756,浪潮软件,软件服务,1.24,28.64,"业绩预增, 山东国企改革, 数字中国, 大数据, 云计算, 工业互联网, 智慧城市, 国产软件, 强势人气股, "
2023,300640.SZ,300640,德艺文创,文教休闲,1.24,13.19,"人民币贬值受益, 家具家居, "
370,000885.SZ,000885,城发环境,公路,1.24,10.19,"高速公路, 固废处理, 河南自贸区, PPP, 环保, 自贸区, "
1547,300155.SZ,300155,安居宝,元器件,1.24,5.96,"智慧安防, "
3506,603803.SH,603803,瑞斯康达,通信设备,1.24,13.01,"5G, 光通信, 物联网, 工业互联网, "
2459,600372.SH,600372,中航电子,航空,1.23,17.38,"MSCI, 央企改革, 军工研究所, 大飞机, 回购, 航母, 军工, 军民融合, "
3003,601163.SH,601163,三角轮胎,汽车配件,1.23,14.09,"社保重仓, 轮胎, "
2234,600110.SH,600110,诺德股份,电气设备,1.23,5.54,"中科院系, 宁德时代概念股, "
356,000860.SZ,000860,顺鑫农业,白酒,1.23,60.1,"MSCI, 社保重仓, 白酒, 养猪, 业绩预增, 京津冀, "
3189,603059.SH,603059,倍加洁,家居用品,1.22,37.26,
216,000657.SZ,000657,中钨高新,小金属,1.22,7.12,"央企改革, 有色金属, 有色-钨, 创投, "
1552,300160.SZ,300160,秀强股份,玻璃,1.22,4.39,"二胎, 教育, 玻璃, "
2295,600180.SH,600180,瑞茂通,仓储物流,1.22,11.37,"供应链金融, 高质押率, 互联网金融, 快递物流, "
578,002116.SZ,002116,中国海诚,建筑施工,1.22,12.11,"央企改革, 大基建, 资产重组, "
1989,300605.SZ,300605,恒锋信息,软件服务,1.22,20.2,"数字中国, 智慧城市, 国产软件, 智慧安防, "
1085,002625.SZ,002625,光启技术,汽车配件,1.22,12.11,"混改, 军工, 军民融合, 汽车零部件, 雄安-智慧城市, 高质押率, 雄安新区, "
3008,601179.SH,601179,中国西电,电气设备,1.21,4.49,"特高压, 中字头, 央企改革, "
649,002187.SZ,002187,广百股份,百货,1.21,9.59,"高股息, 二胎, 新零售, 粤港澳大湾区, 无人商店, "
2004,300621.SZ,300621,维业股份,装修装饰,1.21,11.44,"物联网, 雄安-建材, 雄安新区, 住房租赁, 装修装饰, 雄安-设计, "
3039,601360.SH,601360,三六零,互联网,1.21,25.04,"MSCI, 北汽新能源, 空铁WiFi, 高质押率, 网络安全, 互联网金融, 大数据, 人工智能, 区块链, 工业互联网, 智慧城市, 国产软件, 智能音箱, 国产操作系统, "
1983,300599.SZ,300599,雄塑科技,塑料,1.21,13.11,
2813,600795.SH,600795,国电电力,火力发电,1.21,2.77,"火电, 高股息, MSCI, 电改, 央企改革, 风电, 雄安-金融, 雄安新区, 低价股, 资产重组, "
303,000782.SZ,000782,美达股份,化纤,1.21,5.68,"锦纶（尼龙）, 石油化工, "
3495,603778.SH,603778,乾景园林,建筑施工,1.2,5.41,"园林, 雄安-园林环保, PPP, 雄安新区, 国资入股, "
973,002512.SZ,002512,达华智能,元器件,1.2,6.33,"互联网金融, 移动支付, 无人商店, 智慧城市, 股权转让, 国资入股, 资产重组, "
900,002439.SZ,002439,启明星辰,软件服务,1.2,28.3,"MSCI, 美团概念股, 军工, 军民融合, 网络安全, 大数据, 云计算, 人工智能, 工业互联网, 智慧城市, 国产软件, 腾讯概念股, 国资入股, "
1015,002555.SZ,002555,三七互娱,互联网,1.2,13.58,"MSCI, 回购, 定增破发, VR&AR, 游戏, 手游, 动漫, "
2173,600036.SH,600036,招商银行,银行,1.2,34.8,"AH溢价股, 银行, 安邦系, 白马股, MSCI, 央企改革, "
2085,300703.SZ,300703,创源文化,文教休闲,1.19,17.15,"二胎, 人民币贬值受益, "
935,002474.SZ,002474,榕基软件,软件服务,1.19,10.84,"物联网, 网络安全, 数字中国, 云计算, 智慧城市, 国产软件, VR&AR, 智慧安防, "
3031,601318.SH,601318,中国平安,保险,1.19,84.96,"AH溢价股, 保险, 白马股, MSCI, 中字头, 回购, 信托, 互联网金融, 区块链, 智慧城市, 独角兽, "
658,002196.SZ,002196,方正电机,纺织机械,1.19,7.25,"特斯拉, "
2266,600148.SH,600148,长春一东,汽车配件,1.19,19.05,"混改, 军工混改, 央企改革, 军工研究所, 业绩预增, 军工, 汽车零部件, 资产重组, "
904,002443.SZ,002443,金洲管道,钢加工,1.18,8.28,"钢铁, 油服, 油气改革, 天然气, 地下管廊, 海绵城市, PPP, 石墨烯, "
1034,002574.SZ,002574,明牌珠宝,服饰,1.18,6.5,"黄金, "
2125,300748.SZ,300748,金力永磁,元器件,1.18,24.87,"稀土磁材, "
3261,603200.SH,603200,上海洗霸,环境保护,1.18,37.61,"环保, 污水处理, "
1454,300062.SZ,300062,中能电气,电气设备,1.18,7.02,"储能, 新能源汽车, 高铁轨交, 充电桩, "
2616,600578.SH,600578,京能电力,火力发电,1.18,3.43,"火电, 高股息, 电改, 业绩预增, 独角兽, 蚂蚁金服概念股, "
2352,600243.SH,600243,青海华鼎,机床制造,1.17,5.27,"高铁轨交, 壳公司, "
2952,600996.SH,600996,贵广网络,影视音像,1.17,11.1,"物联网, 大数据, 云计算, 广电, "
3237,603159.SH,603159,上海亚虹,专用机械,1.17,22.36,
3474,603718.SH,603718,海利生物,生物制药,1.17,13.66,"医药, 疫苗, 基因测序, 医疗器械, 举牌股, 动物保健, 体外诊断, "
2689,600660.SH,600660,福耀玻璃,汽车配件,1.17,26.45,"高股息, 白马股, MSCI, 蔚来汽车概念股, 社保重仓, 汽车零部件, 玻璃, "
3447,603677.SH,603677,奇精机械,机械基件,1.17,15.58,"白色家电, 家电, "
3260,603199.SH,603199,九华旅游,旅游景点,1.17,23.86,"安徽国企改革, 旅游, "
742,002281.SZ,002281,光迅科技,通信设备,1.17,32.03,"5G, 光通信, MSCI, 央企改革, 华为产业链, 量子通信, 3D感应, "
1288,002839.SZ,002839,张家港行,银行,1.16,6.88,"银行, 智慧城市, "
910,002449.SZ,002449,国星光电,半导体,1.16,15.4,"社保重仓, 有色金属, 有色-钒, LED, 虹膜识别, "
2702,600676.SH,600676,交运股份,公共交通,1.16,5.83,"汽车零部件, 上海国企改革, 自贸区, 自由贸易港, 上海自由贸易港, "
3547,603886.SH,603886,元祖股份,食品,1.16,23.88,"食品, 休闲食品, "
822,002361.SZ,002361,神剑股份,化工原料,1.15,4.97,"大飞机, 回购, 军工, 军民融合, "
3395,603583.SH,603583,捷昌驱动,电气设备,1.15,70.32,"业绩预增, "
2989,601111.SH,601111,中国国航,空运,1.15,10.4,"高股息, 白马股, MSCI, 中字头, 人民币升值受益, 大消费, 央企改革, 民航, "
665,002203.SZ,002203,海亮股份,铜,1.15,9.82,"有色金属, 有色-钴, 工业自动化, 智能制造, 有色-铜, "
1880,300491.SZ,300491,通合科技,电气设备,1.15,17.73,"雄安-智慧城市, 雄安新区, 新能源汽车, 资产重组, 充电桩, "
155,000567.SZ,000567,海德股份,多元金融,1.15,14.9,"债转股-AMC, 高质押率, 海南自由贸易港, 自贸区, 自由贸易港, 海南, "
2534,600482.SH,600482,中国动力,电气设备,1.15,27.47,"南北船合并, MSCI, 海工装备, 混改, 军工混改, 央企改革, 军工研究所, 回购, 航母, 军工, 军民融合, 汽车零部件, 锂电池, 燃料电池, 新能源汽车, 石墨烯, "
3536,603869.SH,603869,新智认知,软件服务,1.14,22.35,"航运, 旅游, 回购, 海南自由贸易港, 大数据, 自贸区, 智慧城市, 自由贸易港, 广西, "
3315,603331.SH,603331,百达精工,专用机械,1.14,17.9,"汽车零部件, "
873,002412.SZ,002412,汉森制药,中成药,1.14,20.99,"金改, 二胎, 医药, 中药, "
319,000801.SZ,000801,四川九洲,通信设备,1.14,7.11,"光通信, 军工研究所, 大飞机, 通用航空, 业绩预增, 军工, 军民融合, 北斗导航, 家电, 黑色家电, "
219,000662.SZ,000662,天夏智慧,软件服务,1.14,7.14,"高质押率, 智慧城市, 广西, 智慧安防, "
2256,600133.SH,600133,东湖高新,园区开发,1.14,7.57,"雄安-园林环保, 大气治理, 房地产, 环保, 雄安新区, 污水处理, 创投, "
1633,300242.SZ,300242,佳云科技,互联网,1.14,5.06,"百度概念股, 小米概念股, "
524,002062.SZ,002062,宏润建设,建筑施工,1.14,4.56,"大基建, 环杭州湾大湾区, 新能源汽车, 高铁轨交, 充电桩, "
426,000960.SZ,000960,锡业股份,小金属,1.13,12.4,"MSCI, 回购, 有色金属, 债转股-AMC, "
99,000498.SZ,000498,山东路桥,建筑施工,1.13,6.51,"宝能系, 大基建, 债转股-AMC, 山东国企改革, "
2220,600095.SH,600095,哈高科,区域地产,1.13,5.56,"雄安-园林环保, 雄安新区, 壳公司, "
2804,600784.SH,600784,鲁银投资,普钢,1.13,6.1,"债转股-AMC, 山东国企改革, 铁矿石, 资产重组, "
1226,002772.SZ,002772,众兴菌业,种植业,1.13,8.38,"回购, 农业种植, 年报季报, "
1847,300458.SZ,300458,全志科技,元器件,1.13,23.8,"物联网, 百度概念股, 无人驾驶, 小米概念股, 人工智能, 半导体, 智能音箱, VR&AR, 国产芯片, 智慧安防, "
1664,300273.SZ,300273,和佳股份,医疗保健,1.13,6.78,"医疗器械, 互联网医疗, 医疗信息化, "
2948,600990.SH,600990,四创电子,通信设备,1.13,56.2,"央企改革, 军工研究所, 大飞机, 通用航空, 航母, 军工, 军民融合, 北斗导航, 量子通信, 国产芯片, 智慧安防, "
2586,600543.SH,600543,莫高股份,红黄药酒,1.13,8.0,"农垦, 股权争夺, "
1142,002682.SZ,002682,龙洲股份,公路,1.12,6.04,"新能源整车, 油气改革, 教育, 汽车销售, 雄安-建材, 雄安新区, 新能源汽车, 快递物流, "
2941,600982.SH,600982,宁波热电,供气供热,1.12,4.05,"水电, 业绩预增, 浙江国企改革, 环杭州湾大湾区, 资产重组, "
2836,600821.SH,600821,津劝业,百货,1.12,5.06,"自贸区, 天津国企改革, 天津自贸区, "
3105,601869.SH,601869,长飞光纤,通信设备,1.12,47.1,"5G, 光通信, 新进指数成份股, 高送转-预期, 工业互联网, "
1331,002885.SZ,002885,京泉华,元器件,1.12,24.83,"5G, OLED, 华为产业链, 小米概念股, 无线充电, 新能源汽车, 充电桩, "
2403,600306.SH,600306,商业城,百货,1.12,7.94,"新零售, 共享经济, 壳公司, "
800,002339.SZ,002339,积成电子,电气设备,1.11,9.09,"物联网, 3D打印, 智能制造, 举牌股, "
1936,300549.SZ,300549,优德精密,专用机械,1.11,15.46,"工业自动化, 智能制造, 新能源汽车, "
2151,600009.SH,600009,上海机场,机场,1.11,66.5,"机场, 白马股, MSCI, 大消费, 上海国企改革, 自贸区, 自由贸易港, 上海自由贸易港, "
3034,601328.SH,601328,交通银行,银行,1.11,6.27,"银行, MSCI, 社保重仓, 破净股, "
2396,600298.SH,600298,安琪酵母,食品,1.11,28.32,"MSCI, 社保重仓, "
488,002026.SZ,002026,山东威达,机械基件,1.11,7.21,"蔚来汽车概念股, 智慧物流, 工业自动化, 智能制造, 机器人, "
2861,600850.SH,600850,华东电脑,软件服务,1.11,26.65,"央企改革, 军工研究所, 军工, 云计算, "
1038,002578.SZ,002578,闽发铝业,铝,1.1,4.05,"有色-铝, 有色金属, "
2066,300684.SZ,300684,中石科技,化工原料,1.1,39.2,"5G, 高送转-预期, 华为产业链, "
3513,603816.SH,603816,顾家家居,家居用品,1.1,54.21,"家具家居, "
1129,002669.SZ,002669,康达新材,化工原料,1.1,14.99,"业绩预增, 军工, 军民融合, 股权转让, 国资入股, "
2601,600561.SH,600561,江西长运,公共交通,1.09,7.41,"通用航空, 宁德时代概念股, 快递物流, "
2558,600510.SH,600510,黑牡丹,全国地产,1.09,7.55,"OLED, 国家队重仓, 回购, 破净股, 房地产, 创投, "
812,002351.SZ,002351,漫步者,电脑设备,1.09,6.74,"家电, 智能音箱, 黑色家电, "
1456,300064.SZ,300064,豫金刚石,矿物制品,1.09,6.04,"破净股, 高质押率, 股权转让, 国资入股, 富勒烯, "
1307,002860.SZ,002860,星帅尔,电气设备,1.09,22.15,"5G, 资产重组, "
483,002021.SZ,002021,中捷资源,纺织机械,1.08,3.64,"壳公司, "
2896,600887.SH,600887,伊利股份,乳制品,1.08,30.98,"高股息, 白马股, MSCI, 健康中国, 内蒙古, 大消费, 二胎, 饮料, 食品, 乳业（奶粉）, "
3233,603139.SH,603139,康惠制药,中成药,1.08,19.2,"医药, 中药, "
3071,601619.SH,601619,嘉泽新能,新型电力,1.08,5.84,"业绩预增, 风电, 光伏, 区块链, 资产重组, 宁夏, "
490,002028.SZ,002028,思源电气,电气设备,1.08,13.2,"储能, 半导体, 国产芯片, "
3121,601919.SH,601919,中远海控,水运,1.08,5.84,"南北船合并, MSCI, 中字头, 一带一路, 航运, 央企改革, "
522,002060.SZ,002060,粤水电,建筑施工,1.08,3.75,"水电, 电改, 风电, 粤港澳大湾区, 大基建, 水利, PPP, "
2803,600783.SH,600783,鲁信创投,矿物制品,1.08,22.96,"业绩预增, 债转股-AMC, 山东国企改革, 创投, "
64,000155.SZ,000155,川能动力,农药化肥,1.07,5.19,"风电, 煤化工, 债转股-AMC, 锂电池, 新能源汽车, "
3185,603050.SH,603050,科林电气,电气设备,1.07,14.92,"特高压, 光伏, 雄安-智慧城市, 雄安新区, 京津冀, "
3264,603214.SH,603214,爱婴室,百货,1.07,42.99,"二胎, "
2879,600869.SH,600869,智慧能源,电气设备,1.07,5.69,"碳纤维, 特高压, 特斯拉, 核电, 业绩预增, 无人机, 雄安-智慧城市, 工业自动化, 高质押率, 锂电池, 智能制造, 雄安新区, 互联网金融, 新能源汽车, 石墨烯, 智慧城市, 股权转让, 独角兽, "
1176,002718.SZ,002718,友邦吊顶,家居用品,1.07,34.09,"恒大概念股, 装修装饰, "
156,000568.SZ,000568,泸州老窖,白酒,1.07,69.98,"MSCI, 白酒, "
698,002236.SZ,002236,大华股份,电器仪表,1.07,17.05,"白马股, MSCI, 无人机, 无人驾驶, 智慧物流, 智能制造, 智慧城市, 国产芯片, 智慧安防, 独角兽, 机器人, 人脸识别, "
1321,002875.SZ,002875,安奈儿,服饰,1.07,20.24,"纺织服装, "
2128,300751.SZ,300751,迈为股份,专用机械,1.06,179.59,"高价股, 高送转-预期, 光伏, "
3353,603421.SH,603421,鼎信通讯,通信设备,1.06,30.45,"物联网, 国产芯片, "
993,002533.SZ,002533,金杯电工,电气设备,1.06,6.11,"锂电池, 冷链, 新能源汽车, 共享经济, 充电桩, "
138,000547.SZ,000547,航天发展,通信设备,1.06,10.96,"央企改革, 军工研究所, 业绩预增, 军工, 军民融合, 脑科学, 网络安全, 大数据, VR&AR, 资产重组, "
3369,603508.SH,603508,思维列控,软件服务,1.05,46.21,"回购, 无人机, 高铁轨交, 资产重组, "
3213,603103.SH,603103,横店影视,影视音像,1.05,25.79,"影视, 知识产权, "
144,000554.SZ,000554,泰山石油,石油贸易,1.05,7.34,"油气改革, 央企改革, 石油化工, "
2284,600168.SH,600168,武汉控股,水务,1.05,7.96,"赛马, 水务, PPP, "
442,000978.SZ,000978,桂林旅游,旅游景点,1.04,7.03,"东盟博览会, 旅游, 业绩预增, 广西, 腾讯概念股, "
2399,600301.SH,600301,ST南化,化工原料,1.04,7.4,"烧碱, 广西, ST股, "
3128,601958.SH,601958,金钼股份,小金属,1.04,7.18,"OLED, MSCI, 新进指数成份股, 有色金属, 业绩预增, 有色-钼, "
2546,600497.SH,600497,驰宏锌锗,铅锌,1.04,5.37,"MSCI, 有色-锌, 有色金属, "
86,000417.SZ,000417,合肥百货,百货,1.04,5.88,"安徽国企改革, 新零售, 宝能系, "
479,002017.SZ,002017,东信和平,通信设备,1.04,17.42,"5G, 央企改革, 物联网, 移动支付, 强势人气股, "
1107,002647.SZ,002647,仁东控股,多元金融,1.04,14.01,"高质押率, 互联网金融, 移动支付, "
2360,600255.SH,600255,梦舟股份,铜,1.04,2.67,"有色金属, 低价股, 有色-铜, 影视, "
2965,601010.SH,601010,文峰股份,超市连锁,1.04,4.03,"独角兽, "
1787,300398.SZ,300398,飞凯材料,染料涂料,1.03,18.28,"光通信, 半导体, 股权转让, "
3050,601518.SH,601518,吉林高速,路桥,1.03,3.25,"高速公路, 振兴东北, "
2260,600138.SH,600138,中青旅,旅游服务,1.02,17.1,"大消费, 央企改革, 社保重仓, 旅游, 特色小镇, 海南自由贸易港, 自贸区, 自由贸易港, 彩票, "
1094,002634.SZ,002634,棒杰股份,服饰,1.02,6.57,"回购, 纺织服装, 股权转让, 科创板概念股, "
2012,300629.SZ,300629,新劲刚,矿物制品,1.02,20.6,"5G, 军工, 军民融合, 国产芯片, "
1182,002725.SZ,002725,跃岭股份,汽车配件,1.02,10.76,"5G, 汽车零部件, 独角兽, "
2931,600970.SH,600970,中材国际,建筑施工,1.01,8.28,"一带一路, 央企改革, 大基建, 水泥, 人民币贬值受益, "
597,002135.SZ,002135,东南网架,建筑施工,1.01,6.84,"业绩预增, 大基建, 装配式建筑, 雄安-建材, PPP, 雄安新区, "
1553,300161.SZ,300161,华中数控,机床制造,1.0,15.9,"阿里巴巴概念股, 工业自动化, 智能制造, 高校系, 机器人, "
2374,600272.SH,600272,开开实业,中成药,1.0,9.66,"医药商业, 民营医院, 纺织服装, 医药, 上海国企改革, "
2421,600326.SH,600326,西藏天路,建筑施工,1.0,8.9,"大基建, 水泥, 西藏, "
1845,300456.SZ,300456,耐威科技,元器件,1.0,29.7,"华为产业链, 军工, 军民融合, 物联网, 百度概念股, 无人驾驶, 北斗导航, 高送转, 半导体, 独角兽, 创投, "
2953,600997.SH,600997,开滦股份,煤炭开采,1.0,7.0,"煤炭, 甲醇, 业绩预增, 煤化工, "
2052,300670.SZ,300670,大烨智能,电气设备,1.0,17.05,"储能, 工业互联网, "
1606,300215.SZ,300215,电科院,电气设备,1.0,7.25,"密集调研, 特高压, 军工, 军民融合, "
2771,600748.SH,600748,上实发展,全国地产,1.0,11.02,"养老产业, 房地产, 土地流转, 上海国企改革, "
414,000938.SZ,000938,紫光股份,软件服务,1.0,44.98,"5G, MSCI, 物联网, 数字中国, 智能制造, 大数据, 云计算, 人工智能, 智慧城市, 高校系, 国产操作系统, 机器人, "
2106,300726.SZ,300726,宏达电子,元器件,1.0,21.23,"5G, 被动元件, 军工, 军民融合, 半导体, "
3286,603283.SH,603283,赛腾股份,专用机械,1.0,20.8,"工业自动化, 智能制造, 半导体, 苹果产业链, "
2438,600348.SH,600348,阳泉煤业,煤炭开采,0.99,6.52,"MSCI, 煤炭, 破净股, 山西国企改革, "
